Seed: 1409137375
Researcher: 100
Papers: 800
Edges: 1220
RDensity: 0.6
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 250
0 166 2.2
0 217 4.27
0 302 2.51
0 320 7.63
0 322 1.06
0 432 8.32
0 434 4.46
0 435 6.68
0 468 4.49
0 488 6.46
0 589 3.79
0 666 1.49
0 675 5.47
0 796 3.94
0 797 3.7
1 1 6.44
1 46 4.45
1 441 6.08
1 488 6.64
1 501 5.1
1 509 4.38
1 553 4.96
1 563 1.74
1 564 3.89
1 649 5.53
1 704 8.35
1 739 4.35
1 767 5.16
2 14 3.15
2 129 5.9
2 183 3.98
2 216 5.38
2 226 7.6
2 443 7.08
2 473 5.24
2 643 3.54
3 35 6.67
3 59 3.22
3 137 3.93
3 147 7.08
3 246 4.28
3 325 2.67
3 457 5.55
3 563 1.15
4 27 4.65
4 64 5.51
4 136 6.84
4 266 4.31
4 381 3.81
4 387 4.55
4 425 5.42
4 616 5.79
4 621 2.16
4 631 7.46
4 634 1.39
4 653 2.99
4 655 6.61
4 762 4.63
4 792 5.03
5 22 4.53
5 71 6.47
5 173 6.61
5 210 4.17
5 256 3.48
5 284 3.07
5 433 5.03
5 654 4.87
5 775 6.72
5 790 3.63
6 122 5.01
6 322 0.32
6 382 4.92
6 387 4.8
6 492 6.09
6 516 7.33
6 580 6.18
6 610 5.12
6 705 4.86
7 119 3.29
7 134 5.6
7 143 5.7
7 184 4.37
7 280 4.36
7 346 2.78
7 753 2.4
7 796 3.29
8 58 5.8
8 120 4.09
8 133 4.87
8 182 5.87
8 185 4.36
8 234 5.1
8 350 4.79
8 560 3.13
8 624 5.32
8 646 8.39
8 744 6.05
9 39 6.17
9 162 2.11
9 174 2.9
9 344 4.41
9 421 2.7
9 501 5.57
9 524 3.17
9 538 5.27
9 673 6.08
9 733 9.87
10 0 5.76
10 23 5.13
10 253 4.96
10 337 3.03
10 437 6.28
10 579 5.04
10 586 2.94
10 769 2.63
11 85 7.99
11 180 3.58
11 195 4.52
11 201 5.92
11 343 6.82
11 412 6.43
11 455 5.09
11 490 8.17
11 653 3.38
11 673 6.29
11 693 3.82
11 754 7.34
11 789 4.49
12 108 8.76
12 139 3.64
12 190 0.12
12 211 6.92
12 213 3.23
12 398 6.57
12 493 2.94
12 523 4.04
12 571 6.02
12 755 7.48
13 10 4.35
13 170 1.93
13 189 6.27
13 211 7.02
13 262 5.5
13 341 5.34
13 425 5.37
13 444 2.39
13 488 7.2
13 491 0.79
13 503 4.19
13 570 5.35
13 576 4.17
13 635 4.12
13 650 3.65
14 18 0.71
14 26 4.31
14 162 1.98
14 310 8.62
14 444 2.42
14 485 4.72
14 597 4.75
14 607 7.05
14 623 2.23
14 656 5.33
14 678 6.94
15 128 3.07
15 136 6.85
15 138 1.84
15 231 7.56
15 390 2.17
15 436 3.27
15 452 7.87
15 558 4.51
15 626 5.13
15 644 3.16
16 88 5.12
16 152 2.45
16 206 5.66
16 215 7.23
16 375 3.08
16 393 1.37
16 410 4.37
16 418 5.17
16 475 6.76
16 551 1.72
16 612 3.16
16 636 4.55
16 712 3.21
16 784 2.69
17 12 4.04
17 70 8.15
17 79 3.44
