Seed: 4231661235
Researcher: 100
Papers: 1200
Edges: 1469
RDensity: 0.9
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 250
0 247 3.87
0 269 8.41
0 324 5.42
0 400 5.3
0 403 3.22
0 441 9.19
0 475 5.19
0 652 4.41
0 676 3.78
0 715 3.61
0 787 2.72
0 871 4.92
0 921 4.46
0 1028 3.31
0 1122 7.03
1 30 6.7
1 81 3.42
1 110 3.2
1 217 2.73
1 226 3.88
1 293 2.63
1 360 6.4
1 514 5.4
1 777 8.33
1 828 2.73
1 888 7.96
1 999 7.26
1 1012 2.72
1 1087 7.07
1 1151 5.68
2 112 3.57
2 149 8.43
2 157 6.52
2 310 3.34
2 320 2.46
2 491 5.34
2 519 2.77
2 611 4.26
2 756 6.07
2 850 5.78
2 923 5.73
2 961 5.2
2 984 4.56
2 1056 4.83
2 1169 5.04
3 104 6.83
3 144 3.28
3 231 4.06
3 268 5.22
3 290 3.01
3 306 5.1
3 415 5.87
3 432 6.14
3 471 3.52
3 499 5.02
3 671 6.82
3 724 4.09
3 1013 1.26
3 1023 4.58
3 1120 4.27
4 20 3.7
4 54 2.54
4 246 7.68
4 305 5.19
4 315 7.08
4 435 2.75
4 565 4.46
4 568 2.59
4 639 5.61
4 640 4.92
4 646 4.46
4 713 1.85
4 745 2.85
4 886 3.73
4 1165 5.21
5 98 7.4
5 163 5.29
5 172 5.84
5 217 2.91
5 227 4.05
5 323 0.97
5 330 4.23
5 425 4.18
5 563 4.06
5 599 3.81
5 647 1.73
5 792 2.86
5 895 5.62
5 960 5.33
5 986 5.35
6 27 1.27
6 54 2.79
6 79 4.81
6 118 4.13
6 244 5.9
6 255 6.23
6 555 4.28
6 558 3.57
6 609 6.07
6 735 4.45
6 738 7.64
6 944 2.68
6 1043 2.3
6 1145 2.54
6 1155 5.07
7 172 6.14
7 266 5.9
7 299 5.1
7 473 3.23
7 650 7.06
7 684 4.69
7 692 4.43
7 747 2.29
7 827 2.61
7 855 4.12
7 887 5.92
7 977 7.67
7 1024 2.27
7 1028 3.9
7 1135 5.56
8 142 2.75
8 168 4.12
8 207 9.12
8 249 3.15
8 388 4.13
8 398 5.34
8 505 6.42
8 590 6.01
8 651 3.21
8 790 2.46
8 809 8.62
8 866 4.83
8 904 8.17
8 976 6.01
8 1099 3.14
9 1 8.18
9 119 5.71
9 149 8.25
9 177 2.62
9 218 5.3
9 259 5.48
9 301 3.62
9 390 2
9 522 5.06
9 632 5.03
9 854 0.67
9 914 2.53
9 1017 4.51
9 1076 4.62
9 1086 4.4
10 67 2.93
10 108 7.64
10 110 3.22
10 134 1.15
10 156 1.48
10 302 5.75
10 316 5.96
10 482 3.02
10 483 8.47
10 504 6.18
10 618 3.71
10 897 6.12
10 1107 4.65
10 1110 2.21
10 1111 2.08
