Seed: 1275095393
Researcher: 200
Papers: 800
Edges: 1460
RDensity: 0.3
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 500
0 128 3.51
0 318 8.5
0 423 2.05
0 716 3.48
0 746 8.74
1 34 6.34
1 54 3.99
1 562 5.91
1 645 2.19
2 35 0.66
2 371 5.47
2 378 4.2
2 435 7.86
2 457 3.21
2 545 7.51
2 624 1.73
3 71 2.97
4 56 3.9
4 123 4.07
4 259 4.31
4 328 5.07
4 347 8.03
4 516 4.64
4 564 4.51
4 577 6.01
4 592 7.77
4 650 3.21
5 8 7.62
5 301 7.3
5 449 7.06
5 556 4.15
5 661 2.56
5 702 2.46
5 799 5.5
6 2 1.98
6 3 4.5
6 228 5.32
6 314 5.12
6 544 5.15
6 729 6.86
7 526 4.18
7 532 6.59
8 240 7.22
8 281 4.16
8 424 6.24
8 529 7.91
8 626 3.92
8 636 6.27
8 647 8.61
8 685 4.26
8 687 2.28
8 731 4.63
8 736 10
9 0 3.69
9 79 3.94
9 122 3.74
9 358 5.36
9 396 5.02
9 414 6.28
9 445 5.64
9 641 3.32
9 719 8.7
10 173 3.72
10 239 6.7
10 361 5.66
10 480 8.54
11 31 4.43
11 216 1.49
11 338 2.19
11 441 0.9
11 775 6.34
11 778 2.98
12 3 4.94
12 162 6.11
12 306 6.57
12 333 7.5
12 349 1.5
12 377 8.81
12 425 3.35
12 496 1.89
12 567 8.23
12 596 2.33
12 636 6.57
12 669 4.65
12 678 4.3
13 168 3.49
13 246 5.27
13 427 7.17
13 507 1.1
14 43 4.32
14 210 5.68
14 605 5.48
14 734 4.34
15 32 1.57
15 38 7.88
15 69 4.4
15 129 2.34
15 461 6.89
15 573 7.29
15 732 3.79
16 11 5.5
16 167 4.76
16 171 5.29
16 209 1.15
16 274 5.4
16 566 4.92
16 599 4.51
16 624 2.26
16 657 4.16
16 665 4.74
16 761 5.19
17 101 3.96
17 260 3.81
17 323 2.15
17 394 4.73
17 576 6.59
17 653 1.91
17 725 6.13
17 750 7.62
17 766 4.14
17 784 2.35
18 173 3.82
18 317 3.31
18 389 2.08
18 469 6.57
18 706 2.8
19 33 6.95
19 66 4.77
19 154 1
19 227 6.65
19 252 2.65
19 253 8.97
19 279 5.3
19 511 6.06
20 216 0.82
20 227 6.56
20 301 6.8
20 330 5.37
20 522 6.19
20 635 4.06
20 728 4.94
20 738 5.66
21 113 3.4
21 123 4.08
21 149 3.19
21 170 4.86
21 290 6.36
21 356 7.21
21 386 4.81
21 556 3.37
21 695 5.31
22 37 4.16
22 204 4.79
22 459 5.21
22 673 6.41
22 770 2.04
23 46 3.04
23 117 3.64
23 310 3.87
23 364 7.28
23 387 1.24
23 393 7.04
23 777 4.9
23 789 1.19
24 25 5.94
24 95 3.2
24 112 6.68
24 121 6.59
24 314 5.36
24 388 3.88
24 469 5.93
24 490 6.1
24 538 4.53
25 21 4.95
25 53 3.85
25 370 8.11
25 546 4.82
26 147 3.12
26 150 3.35
26 480 9.06
26 519 8.66
26 523 7.75
26 591 5.74
26 720 8
27 48 5.9
27 155 8.59
27 225 7.59
27 244 3.27
27 435 7.51
27 533 8.66
27 672 4.62
27 799 5.91
28 308 7.39
28 394 5.25
28 493 4.93
28 564 4.68
28 665 5.35
29 10 4.18
29 141 3.29
29 214 9.12
29 268 3.94
29 312 2.4
29 422 4.65
29 540 1.49
29 669 4.81
30 3 5.26
30 153 1.5
30 340 3.58
30 398 6.36
30 430 3.66
30 662 7.09
30 686 4.58
30 791 1.61
31 52 3.81
31 310 4.05
31 395 3.12
31 429 5.5
31 432 7.23
31 462 6.16
31 552 5.47
31 616 5.22
31 764 2.21
32 43 3.59
32 134 9.66
32 223 2.03
32 238 7.24
32 330 4.78
32 430 4.01
32 487 5.88
32 542 6.67
32 556 4.02
32 674 5.38
32 715 3.74
32 732 2.89
33 88 6.12
33 204 5.55
33 321 5.06
33 362 7.74
33 515 4.31
33 578 4.52
33 607 1.46
34 77 0.39
34 133 3.11
34 177 4.96
34 360 3.98
34 538 4.45
34 562 6.2
34 731 5
34 746 8.5
35 51 3.32
35 81 3.34
35 135 2.02
35 182 4.62
35 250 5.18
35 345 1.85
35 380 7.29
35 404 5.67
35 765 9.23
36 18 5.35
36 41 3.87
36 59 5.06
36 63 6.82
36 84 8.13
36 140 4.95
36 353 5.35
36 382 2.79
36 475 6.33
36 618 5.46
37 233 2.78
37 462 6.32
37 514 2.15
37 679 6.93
38 110 7.37
38 158 3.05
38 366 2.81
38 555 2.43
38 677 1.37
39 51 3.1
39 147 3.25
39 154 1.28
39 458 5.63
39 747 6.73
40 174 4.32
40 224 8.25
40 226 3.14
40 238 7.15
40 407 7.08
40 435 8.41
40 646 6.79
40 647 8.96
40 653 1.75
40 724 1.49
40 725 6.48
40 774 4.63
41 230 6.52
41 425 3.59
41 558 3.72
41 683 5.17
41 685 4.88
41 698 5.11
42 373 1.04
42 414 6.43
42 431 5.4
42 584 4.31
42 616 5.04
43 36 4.18
43 57 4.41
43 517 6.05
43 573 7.13
43 649 7.67
43 678 4.6
44 1 6.1
44 23 5.73
44 35 1.18
44 383 2.29
44 477 6.73
44 777 4.8
45 98 8.65
45 175 4.59
45 294 4.06
45 387 1.55
45 513 5.02
45 629 3.42
45 677 1.23
46 114 6.28
46 256 6.18
46 370 8.59
46 426 0
46 552 5.25
46 786 8.84
47 149 3.41
47 526 4.28
47 528 7.24
47 659 5.18
47 693 4.82
47 711 2.53
48 151 2.5
48 296 6.16
48 316 7.46
48 336 9.18
48 391 4.86
48 406 5.95
48 457 2.99
48 797 6.24
49 30 6.94
49 411 6.12
49 508 6.56
49 513 4.36
49 714 4.8
49 718 5.76
49 781 4.12
50 113 3.73
50 176 5.56
50 213 3.06
50 401 5.74
50 691 5.83
51 30 6.45
51 68 3.29
51 85 4.54
51 141 2.84
51 169 5.68
51 272 8.46
51 309 4.29
51 727 4.07
51 757 4.82
52 465 2.87
52 533 9.08
52 541 5.13
52 642 8.49
52 651 3.54
52 675 4.51
52 739 2.86
53 249 2.94
53 270 6.34
53 339 7.53
53 438 9.23
53 452 6.25
53 497 4.31
54 26 5.29
54 114 6.33
54 400 6.27
54 496 1.58
54 663 6.48
54 687 2.67
54 746 8.4
55 47 4.12
55 57 4.56
55 59 5.5
55 70 5.69
55 156 4.16
55 440 2.13
55 755 8.16
55 763 4.74
56 147 2.92
56 416 7.27
56 547 5.7
56 569 5.12
56 743 3.98
57 14 2.44
57 15 6.48
57 147 3.6
57 242 5.92
57 305 5.51
57 525 5.02
57 584 4.24
58 122 3.64
58 282 4.54
58 548 4.54
58 567 7.95
58 635 4.9
59 132 5.32
59 261 7.08
59 269 4.69
59 394 4.53
59 743 4.22
60 289 2.51
60 455 4.03
60 568 4.46
60 597 5.94
60 687 2.29
60 723 5.75
61 11 5.87
61 152 2.04
61 307 5.78
61 331 4.31
61 334 2.51
61 367 5.57
61 554 8.03
61 580 2.92
61 592 8.11
61 712 6.07
61 758 7.95
62 211 4.29
62 217 0.4
62 234 3.15
62 363 6.01
62 420 3.16
62 573 6.62
62 619 1.94
62 628 6.24
63 12 4.21
63 238 7.25
63 325 5.42
63 421 2.16
63 435 8.04
63 486 7.68
63 684 1.7
63 780 4.81
64 215 5.33
64 274 5.69
64 310 3.71
64 322 3.99
64 337 5.83
64 461 7.46
64 673 5.73
64 698 4.77
65 76 6.01
65 410 4.97
65 530 5.66
65 561 7.6
65 687 2.32
66 84 8.11
66 375 4.18
66 611 9.02
66 794 7.32
67 13 7.16
67 60 7.22
67 176 5.72
67 389 1.91
67 421 2.15
67 466 2.08
67 617 8.45
67 717 3.81
68 171 4.74
68 251 3.11
68 311 5.82
68 506 6.32
68 598 7.8
68 654 4.69
68 715 3.05
69 42 7.42
69 60 6.78
69 92 0.87
69 262 5.19
69 448 5.39
69 464 7.68
69 792 7
70 124 2.04
70 136 3.81
70 163 5.03
70 178 6.42
70 306 7.21
70 313 2.71
70 371 5.42
70 393 7.25
70 399 2.49
70 487 6.46
70 654 4.7
70 781 3.94
71 11 5.89
71 100 4.72
71 236 4.96
71 316 7.66
71 363 6.46
71 527 0.74
71 639 2.21
71 664 3.41
71 732 3.59
72 79 3.76
72 138 3.02
72 172 7.28
72 176 6.03
72 192 5.4
72 221 3.95
72 273 7.58
72 309 4.16
72 383 2.58
72 644 1.72
72 772 5.33
73 55 1.38
73 122 3.85
73 245 5.84
73 417 4.68
73 452 6.01
74 77 0.47
74 265 5.83
74 267 5.64
74 386 4.23
74 566 4.22
74 703 2.51
74 755 7.66
75 335 3.33
75 354 3.12
75 427 7.23
76 65 5.75
76 510 4.49
76 565 6.46
76 709 6.02
77 66 4.34
77 168 3.14
77 236 4.85
77 293 6.31
77 408 5
77 441 1.55
77 523 8.16
77 622 5.01
78 121 7.22
78 179 4.44
78 493 4.73
78 549 4.65
78 570 6.48
78 616 4.78
78 649 7.07
78 766 3.2
79 52 3.87
79 92 1.19
79 104 7.27
79 278 3.68
79 358 5.5
79 385 5.45
79 450 2.65
79 703 2.28
80 32 1.74
80 167 4.55
80 194 3.03
80 198 6.62
80 291 4.76
80 689 6
80 776 3.63
81 118 7.5
81 177 4.54
81 185 2.25
81 539 3.44
81 685 4.7
81 709 5.68
81 740 4.96
82 107 5.38
82 251 3.2
82 299 5.14
82 325 5.53
82 530 5.01
82 650 2.83
83 155 8.89
83 167 4.35
83 229 1.48
83 275 4.25
83 337 6.31
83 521 4.51
83 621 4.18
83 661 2.85
84 13 6.79
84 137 4.82
84 183 5.85
84 540 1.88
85 148 3.05
85 191 8.52
85 491 5.93
85 608 8.36
85 750 8.03
86 29 5.78
86 88 6.74
86 328 5.95
86 478 7.71
86 513 4.99
86 602 5.69
86 620 6.18
86 786 9.36
87 27 1.18
87 100 5.3
87 196 7.12
87 198 6.51
87 219 3.28
87 357 2.12
87 568 4.6
87 631 4.09
88 61 5.92
88 108 1.49
88 193 5.97
88 357 2.01
89 85 4.9
89 89 5.21
89 112 6.47
89 214 8.35
89 216 1.55
89 374 5.22
89 444 6.05
89 579 8.07
89 609 4.12
89 703 2.23
89 798 5.44
90 81 4.09
90 83 1.53
90 190 3.73
90 276 2.61
90 364 7.34
90 545 7.79
90 563 4.5
90 572 3.04
90 632 5.14
90 751 6.93
91 6 6.43
91 96 3.16
91 220 3.63
91 247 1.41
91 385 5.93
91 411 5.63
91 442 6.27
91 503 1.65
91 580 2.71
91 668 5.03
92 116 6.14
92 249 3.42
92 254 6.29
92 263 7.13
92 574 5.11
92 613 4.26
92 657 3.5
93 28 1.56
93 66 4.18
93 202 5.28
93 287 0.9
93 327 6.88
93 417 5.14
93 484 6.98
93 517 5.9
93 735 5.01
93 755 8.45
94 7 5.07
94 61 5.94
94 300 1.51
