Seed: 1422712680
Researcher: 50
Papers: 400
Edges: 714
RDensity: 0.9
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 125
0 2 4.66
0 23 6.64
0 48 6.36
0 70 5.72
0 81 4.66
0 90 6.73
0 110 6.02
0 126 6.33
0 130 1.59
0 175 2.47
0 260 2.22
0 287 8.42
0 332 5.65
0 348 2.76
0 354 5.98
1 1 2.99
1 68 8.11
1 146 5.74
1 173 7.32
1 176 2.61
1 178 4.48
1 182 4.97
1 272 7.3
1 273 6.92
1 324 3.74
1 333 3.27
1 371 5.89
1 376 7.13
1 392 9.5
1 393 6.08
2 12 1.45
2 103 4.22
2 119 3.35
2 167 7.13
2 199 3.72
2 203 6.2
2 205 6
2 235 6.8
2 244 7.23
2 312 6.96
2 344 5.29
2 358 5.78
2 371 6.02
2 387 3.76
2 394 6.96
3 85 6.04
3 100 2.6
3 140 4.86
3 180 3.46
3 188 5.1
3 193 3.46
3 197 6.48
3 211 2.94
3 231 5.19
3 287 8.37
3 293 5.28
3 308 6.57
3 339 8.88
3 348 3.4
3 395 8.89
4 7 3.98
4 53 6.75
4 88 5.38
4 106 4.66
4 122 8.52
4 162 3.46
4 177 5.36
4 190 6.96
4 237 7.52
4 284 5.45
4 315 7.42
4 346 6.48
4 351 3.15
4 385 2.71
4 393 6.09
5 1 2.21
5 15 5.11
5 35 5.76
5 102 5.76
5 131 8.41
5 139 3.96
5 148 4.3
5 153 4.11
5 155 5.11
5 183 5.42
5 222 4.09
5 232 5.78
5 274 4.55
5 287 8.34
5 297 5.37
6 77 4.42
6 81 4.54
6 140 4.68
6 172 7.24
6 179 4.68
6 209 6.93
6 224 3.98
6 233 4.91
6 236 5.38
6 293 5.05
6 334 6.42
6 335 2.86
7 47 6.9
7 49 7.48
7 69 2.74
7 106 5.02
7 141 1.86
7 143 4.57
7 150 1.14
7 156 3.61
7 212 3.68
7 217 1.73
7 231 5.4
7 264 6.49
7 303 8.41
7 306 3.74
7 387 4.25
8 44 2.21
8 61 3.29
8 64 5.43
8 74 5.79
8 98 4.4
8 106 5.14
8 113 5.87
8 137 3.88
8 196 2.24
8 223 5.96
8 230 2.78
8 252 3.56
8 281 5.69
8 303 9.02
8 311 9.7
9 1 2.87
9 29 6.92
9 138 3.46
9 148 4.51
9 188 5.05
9 239 4.28
9 271 7.77
9 274 5.05
9 290 3.72
9 298 6.52
9 302 6.28
9 314 2.87
9 337 6.43
9 358 5.53
9 398 3.01
10 47 6.34
10 50 4.69
10 59 2.52
10 75 5.51
10 77 3.8
10 160 2.14
10 199 3.84
10 225 7.77
10 242 4.72
10 316 4.82
10 340 4.79
10 344 5.76
10 359 3.86
11 31 3.33
11 65 2.15
11 109 5.43
11 181 5.43
11 198 4.4
11 324 3.94
11 331 7.59
11 398 3.55
11 399 6.07
12 0 7.15
12 30 5.37
12 37 3.99
12 64 5.99
12 96 4.19
12 110 5.76
12 145 6.4
12 152 3.68
12 172 7.68
12 269 1.28
12 270 3.28
12 313 3.89
12 321 7.22
13 116 2.69
13 122 8.52
13 162 3.51
13 165 3.05
13 167 7.23
13 208 8.43
13 213 5.13
13 242 4.89
13 246 3.59
13 263 6.58
13 312 7.68
13 345 2.44
13 374 7.68
13 383 4.88
13 391 9.7
14 25 5.99
14 45 3.78
14 73 4.05
14 80 8.93
14 87 7.62
14 207 4.98
14 261 6.73
14 308 5.92
14 310 5.05
14 313 4.05
14 315 7.55
14 321 7.82
14 339 8.56
14 374 7.4
14 387 3.81
15 9 2.22
15 41 9.38
