Seed: 2757252386
Researcher: 150
Papers: 600
Edges: 1590
RDensity: 0.6
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 375
0 64 5.36
0 119 4.12
0 171 1.9
0 256 9.27
0 314 4.71
0 384 4.61
0 476 1.92
0 483 6.51
0 579 4.28
1 0 6.27
1 30 4.78
1 48 3.59
1 67 6.24
1 391 3.99
1 394 5.67
1 414 6.49
2 177 8.48
2 188 3.56
2 192 4.03
2 211 7.35
2 218 6.06
2 304 6.4
2 444 2.31
2 465 6.62
2 540 5.99
2 574 5.7
2 587 3.15
3 65 6.7
3 166 3.52
3 272 6.77
3 410 2.86
3 585 0.44
4 14 5.35
4 88 6.88
4 109 5.1
4 267 5.32
4 333 5.45
4 350 3.82
4 390 4.05
4 448 5.69
4 452 0.33
4 508 5.03
5 1 5.82
5 113 7.45
5 136 5.44
5 180 2.65
5 204 5.33
5 216 4.31
5 233 6.62
5 307 2.56
5 405 6.69
5 416 6.73
5 449 2.81
5 487 3.85
5 578 7.94
5 587 3.34
6 17 8.78
6 25 6.22
6 77 4.29
6 85 5.55
6 269 4.03
6 334 3.07
6 410 2.93
6 481 4.04
6 492 6.23
6 576 4.78
7 42 7.58
7 48 2.98
7 70 7.39
7 224 8.43
7 384 4.25
7 463 4.23
7 526 5.59
7 566 7.31
7 595 3.52
8 9 3.52
8 22 3.92
8 61 2.54
8 134 4.33
8 201 7.39
8 316 5.04
8 326 4.43
8 345 2.32
8 373 9.37
8 382 4.74
8 500 2.84
8 528 7.1
8 579 4.49
9 46 4.26
9 88 6.94
9 221 3.13
9 235 1.87
9 297 2.94
9 372 5.9
9 376 7.49
9 380 7.89
9 394 5.63
9 499 0.44
10 3 6.93
10 109 5.12
10 291 3.7
10 368 7.39
10 480 5.25
10 536 6.45
10 579 4.36
11 93 5.84
11 176 3.68
11 177 8.16
11 181 6.01
11 201 7.36
11 219 5.55
11 245 2.53
11 286 6.87
11 327 5.39
11 353 4.1
11 360 4.06
11 468 4.95
11 489 4.04
12 24 3.43
12 83 2.12
12 126 8.81
12 147 3.82
12 179 6.61
12 259 4.33
12 279 5.08
12 319 3.92
12 326 3.87
12 358 3.64
12 421 4.22
12 445 1.6
12 467 4.47
12 491 5.83
12 516 6.04
13 205 6.92
13 370 4.67
13 377 2.36
13 450 5.87
13 538 7.12
13 555 8.97
14 1 6.09
14 135 2.2
14 155 4.22
14 257 7.98
14 270 5.59
14 427 0.61
14 449 1.97
14 460 7.85
14 498 4.47
14 519 3.31
14 551 2.53
15 35 5.93
15 43 5.8
15 178 4.18
15 180 3.34
15 220 3.49
15 243 7.91
15 249 4.35
15 250 1.49
15 262 5.47
15 306 4.83
15 363 6.33
15 508 4.45
15 526 4.85
15 576 4.54
15 595 3.12
16 123 5.33
16 149 6.27
16 196 5.92
16 301 4.12
16 379 1.98
16 404 4.68
16 420 1.56
16 439 2.98
16 484 4.61
16 502 5.68
16 525 4.57
16 547 4.96
16 591 5.59
17 46 4.25
17 47 6.95
17 115 7.28
17 165 0.04
17 180 3.15
17 194 6.26
17 200 6.73
17 219 4.68
17 253 2.7
17 277 4.04
17 307 2.55
17 372 5.93
17 467 3.63
17 528 6.56
17 573 8.67
18 18 7.67
18 108 4.16
18 117 2.73
18 128 2.01
18 151 5.63
18 346 2.85
18 397 4.85
18 574 6.22
18 577 6.69
19 21 0.23
19 198 3.63
19 207 7.11
19 231 6.45
19 357 4.19
19 387 6.81
19 462 4.72
19 484 3.78
19 563 2.27
19 571 1.04
19 581 4.98
20 11 5.77
20 75 3.11
20 249 3.86
