Seed: 1522714070
Researcher: 50
Papers: 200
Edges: 365
RDensity: 0.3
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 125
0 39 3.89
0 51 3.76
0 67 4.67
0 78 1.67
0 88 6.14
0 93 4.05
0 114 8.85
0 171 3.2
0 185 9.45
0 191 3.56
0 193 2.12
1 0 5.03
1 14 6.42
1 58 4.85
1 71 2.67
1 119 9.06
1 153 8.64
1 155 4.94
1 169 5.88
1 173 7.43
1 193 1.57
2 5 3.86
2 113 8.16
2 125 1.27
2 136 4.69
2 147 2.46
2 168 5.4
3 99 7.35
3 105 4.71
3 114 8.79
3 131 1.2
4 65 3.09
4 71 2.62
4 74 6.34
4 82 6.28
4 85 5.95
4 121 3.72
4 149 2.65
4 164 4.87
4 191 3.24
5 2 4.21
5 7 9.21
5 67 4.44
5 87 7.06
5 91 3.76
5 108 2.9
5 162 2.2
5 191 3.72
5 196 5.25
5 198 4.58
6 16 7.17
6 20 3.62
6 34 2.33
6 36 3.68
6 64 4.58
6 66 7.7
6 88 6.81
6 129 7
6 141 2.86
6 142 3.83
6 149 2
7 5 4.1
7 45 6.64
7 47 2.84
7 150 6.32
7 197 5.62
8 16 7.37
8 34 2.31
8 36 3.35
8 42 3.24
8 67 4.07
8 73 4.41
8 84 8.17
8 90 7.04
8 106 3.46
8 128 3.37
8 132 5.36
8 160 4.53
8 196 5.25
9 2 4.18
9 22 3.94
9 35 2.37
9 51 4.06
9 60 5.79
9 89 4.19
9 135 1.53
10 32 5.35
10 76 9.53
10 121 4.35
10 132 5
10 134 3.57
11 13 2.49
11 14 6.41
11 66 8.35
11 109 4.5
11 126 4.53
11 156 3.92
12 81 6.06
12 133 5.58
12 169 5.44
12 191 3.41
12 193 1.41
13 2 4
13 25 5.9
13 57 2.71
13 88 6.09
13 100 4.38
13 144 6.49
13 179 7.59
13 191 2.95
14 5 3.85
14 8 6.7
14 14 6.3
14 21 6.86
14 53 5.24
14 83 5.08
15 1 4.2
15 2 3.65
15 34 2.49
15 52 7
15 60 5.99
16 54 6.26
16 82 6.63
16 116 3.39
16 118 6.85
16 159 4.49
16 196 5.32
17 13 3.05
17 28 1.98
17 54 6.25
17 79 3.94
17 80 3.05
17 88 6.59
17 100 3.87
17 127 7.91
17 146 4.47
17 175 3.18
17 181 4.99
18 39 4.03
18 47 2.33
18 54 6.35
18 95 5.32
19 11 7.96
19 19 7.66
19 23 8.22
19 36 3.12
19 51 4.02
19 56 5.95
19 68 2.48
19 77 6.1
19 91 4.26
19 117 2.67
19 126 5.12
19 132 5.27
19 148 7.22
19 194 5
19 199 3.36
20 34 3
20 92 6.95
20 114 8.89
20 128 3.56
20 143 2.94
20 196 5.71
21 2 3.8
21 10 0.79
21 39 3.28
21 84 8.34
21 104 4.83
21 110 1.36
21 182 7.26
21 194 4.94
21 195 5.5
22 45 7.33
22 51 4.08
22 52 6.56
22 67 4.06
22 94 1.82
22 100 3.94
22 109 4.95
22 114 8.85
22 180 4.4
22 190 6.6
23 27 3.51
23 39 3.3
23 62 5.53
23 70 6.89
23 107 6.18
23 168 5.38
24 37 8.87
24 39 3.2
24 75 1.54
24 76 9.08
24 86 4.98
24 99 7.6
24 109 4.65
24 116 2.73
24 174 1.91
24 177 2.37
24 187 8.05
24 194 5.2
25 43 6.04
25 67 4.75
25 69 9.64
25 121 3.62
25 150 6.94
26 36 3.95
26 61 1.8
26 71 2.57
26 162 2.57
26 198 5.01
27 4 4.63
27 59 6.1
27 61 2.35
27 101 2.09
27 120 5.25
27 138 5.73
27 179 8.46
27 190 6.6
28 26 2.56
28 98 4.85
28 154 7.65
28 165 5.1
28 166 4.6
29 5 4.16
29 23 8.05
29 91 4.25
29 102 4.52
30 122 7.37
30 170 5.17
31 38 1.49
31 66 8.18
31 123 4.83
32 6 2.44
32 31 3.53
32 39 4.16
32 44 4.86
32 60 6.08
32 115 7.72
32 149 2.48
32 152 3.75
32 162 2.51
32 172 6.43
32 190 6.71
32 192 3.36
33 49 5.01
33 70 7.32
33 107 6.57
33 116 3.39
34 33 6.65
34 57 2.34
34 105 4.23
34 116 3.49
34 138 6.37
34 151 5.3
34 191 3.51
35 18 4.98
35 35 3.3
35 36 3.61
35 48 7.4
35 175 3.35
36 2 4.23
36 12 2.79
36 105 4.41
36 111 8.7
36 191 3.12
37 7 9.32
37 13 3.03
37 57 2.3
37 112 0.79
37 124 4.94
37 158 4.69
37 159 3.95
37 166 4.23
37 184 5.83
37 187 7.77
38 13 2.29
38 50 8.03
38 63 5.92
38 139 3.96
38 194 5.53
39 3 5.37
39 17 5.8
39 36 4
39 132 4.94
39 137 6.5
39 160 4.31
39 176 4.63
39 186 6.21
40 61 1.96
40 72 8.15
40 91 4.5
40 165 5.34
40 196 5.24
41 29 3.38
41 52 6.71
41 54 6.27
41 63 6.02
41 72 7.99
41 114 9.04
41 142 4.57
41 149 2.32
42 30 7.07
42 152 4.02
42 165 5.63
42 167 6.85
42 190 7.02
43 9 7.49
43 60 5.95
43 76 9.06
43 103 8.68
43 106 3.64
43 141 3.38
43 163 2.22
43 190 6.49
44 3 4.79
44 24 4.22
44 40 3.05
44 41 5.28
44 75 0.72
44 183 4.3
44 186 6.01
44 194 4.89
45 5 4.09
45 6 1.6
45 13 2.23
45 133 6.26
45 140 7.69
45 142 4.51
45 161 4.08
45 198 4.69
46 16 7.55
46 46 5.77
46 57 2.39
46 91 4.01
46 139 3.78
46 145 6.43
46 180 4.25
46 188 5.22
47 67 3.9
47 105 4.25
47 114 8.63
47 122 6.88
47 124 4.31
47 146 4.56
47 178 6.99
47 193 1.53
48 15 5.6
48 20 3.07
48 55 4.51
48 76 8.98
48 96 2.22
48 101 1.79
48 141 3.2
48 152 3.75
48 157 4.28
49 3 4.66
49 39 3.81
49 57 2.77
49 81 6.3
49 97 2.5
49 130 4.48
49 147 3.02
49 189 3.01
49 190 7.04
49 193 2.04
