Seed: 2226026822
Researcher: 150
Papers: 600
Edges: 2084
RDensity: 0.9
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 375
0 64 5.72
0 119 6.98
0 135 4.73
0 139 7.2
0 171 4.01
0 226 0.67
0 256 2.42
0 314 4.78
0 384 3.95
0 476 2.47
0 483 3.38
0 579 0.89
1 0 9.84
1 30 3.72
1 48 1.56
1 67 7.87
1 152 6.48
1 391 8.92
1 394 4.37
1 414 5.14
1 474 6.24
2 177 7.94
2 188 5.98
2 192 2.73
2 211 5.58
2 218 6.83
2 294 4.28
2 300 4.19
2 304 7.75
2 444 2.84
2 465 6.47
2 467 5.42
2 522 0.9
2 540 9.6
2 574 5.15
2 587 6.34
3 65 3.21
3 94 9.73
3 166 6.15
3 223 3.53
3 272 3.96
3 410 5.79
3 455 6.14
3 464 4.24
3 493 2.97
3 585 2.99
3 591 3.88
4 14 1.49
4 44 2.42
4 88 6.37
4 103 6.44
4 109 5.75
4 249 5.03
4 267 2.77
4 333 9.23
4 350 7.04
4 390 2.71
4 448 3.88
4 452 4.63
4 506 4.14
4 508 2.42
4 582 3.6
5 1 8.63
5 46 5.06
5 113 7.37
5 136 4.62
5 180 4.39
5 204 4.43
5 216 8.83
5 233 4.24
5 307 6.29
5 405 3.66
5 416 3.03
5 449 4.75
5 487 5.86
5 578 3.88
5 587 5.93
6 17 9.57
6 25 3.97
6 77 6.61
6 85 2.65
6 269 5.11
6 334 7
6 372 3.38
6 410 5.3
6 432 3.33
6 471 8.04
6 481 2.94
6 492 8.79
6 535 4.85
6 539 6.1
6 576 4
7 42 3.31
7 48 1.75
7 70 4.63
7 91 4.78
7 106 7.11
7 224 5.12
7 272 4.11
7 384 3.14
7 463 6.24
7 483 3.23
7 526 3.19
7 566 5.8
7 595 6.86
8 9 6.96
8 22 4.75
8 61 2.98
8 134 6.33
8 139 6.84
8 201 1.91
8 316 4.47
8 326 6.44
8 345 6
8 373 8.64
8 382 3.02
8 400 8.49
8 500 2.63
8 528 3.17
8 579 1.05
9 46 5.79
9 88 6.26
9 168 5.57
9 221 5.18
9 235 4.64
9 253 8.46
9 297 7.91
9 369 5.82
9 372 3.08
9 376 6.49
9 380 6.56
9 394 3.97
9 423 7.91
9 499 1.68
9 558 5.8
10 3 8.04
10 50 2.03
10 109 5.93
10 245 3.14
10 291 6.8
10 368 5.67
10 480 0.96
10 495 5.44
10 536 2.84
10 579 1.29
10 591 4.2
11 89 5.33
11 93 3.68
11 176 5.39
11 177 7.28
11 181 7.23
11 201 1.44
11 219 6.15
11 245 3.82
11 286 3.36
11 327 3.93
11 353 4.14
11 355 6.28
11 360 5.02
11 468 3.02
11 489 6.48
12 24 3.91
12 83 6.35
12 126 7.87
12 147 6.68
12 179 7
12 259 5.79
12 279 5.08
12 319 7
12 326 6.18
12 358 5.91
12 421 1.49
12 445 3.96
12 467 5.07
12 491 4.44
12 516 5.26
13 204 4.61
13 205 2.1
13 292 2.42
13 370 5.5
13 377 4.24
13 408 3.85
13 450 6.21
13 460 4.45
13 538 4.67
13 555 6.69
14 1 8.7
14 23 6.06
14 85 2.22
14 135 4.35
14 155 4.95
14 193 4.93
14 257 4.82
14 270 6.98
14 280 4.76
14 427 8.42
14 449 4.78
14 460 5.02
14 498 6.15
14 519 6.37
14 551 4.97
15 35 6.63
15 43 4.32
15 178 5.84
15 180 4.61
15 220 5
15 243 3.11
15 249 5.32
15 250 4.33
15 262 5.49
15 306 7.38
15 363 4.41
15 508 2.42
15 526 3.2
15 576 3.65
15 595 6.78
16 123 4.3
16 149 6.34
16 196 4.14
16 301 6.16
16 379 8.73
16 404 7.09
16 420 0.67
16 439 3.55
16 464 4.02
16 484 3.66
16 502 6.85
16 507 2.15
16 525 3.1
16 547 4.27
16 591 4.55
17 46 5.91
17 47 6.12
17 115 6.38
17 165 4.67
17 180 4.03
17 194 5.62
17 200 8.3
17 219 5.54
17 253 7.51
17 277 2.73
17 307 6.02
17 372 2.89
17 467 5.22
17 528 2.92
17 573 5.91
18 6 3.65
18 18 6.53
18 92 9.61
18 97 7.62
18 108 5.89
18 117 0.74
18 128 2.44
18 151 1.26
18 182 2.64
18 346 4.82
18 397 5.6
18 448 3.33
18 540 9.78
18 574 4.98
18 577 5.69
19 21 2.9
19 99 4.92
19 131 1.26
19 198 2.91
19 207 4.32
19 231 0.06
19 307 6.7
19 357 6.88
19 387 5.33
19 430 5.98
19 462 4.41
19 484 3.07
19 563 8.53
19 571 2.89
19 581 4.04
20 11 6.39
20 71 4.23
20 75 4.04
20 249 4.96
20 276 5.59
20 294 3.74
20 375 7.85
20 397 5.37
20 530 4.1
20 538 4.49
20 550 6.05
20 554 2.84
21 38 4.67
21 68 4.76
21 89 4.53
21 105 3.78
21 197 5.02
21 225 2.25
21 238 4.09
21 298 3.41
21 299 6.43
21 320 2.78
21 402 4.53
21 422 3.83
21 438 3.89
21 452 5.37
21 597 3.91
22 50 2.73
22 91 4.41
22 139 7.17
22 140 7.37
22 191 2.58
