Seed: 4135050732
Researcher: 150
Papers: 1200
Edges: 1515
RDensity: 0.3
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 375
0 130 2.59
0 259 5.3
0 328 3.89
0 403 6.89
0 537 2.2
0 681 4.33
0 795 3.51
0 1155 2.65
0 1188 4.39
1 78 2.62
1 244 3.9
1 341 6.75
1 477 6.67
1 648 6.16
1 663 8.24
1 847 4.73
1 961 3.91
1 1084 5.61
1 1149 5.56
2 29 5.36
2 326 4.4
2 332 3.98
2 383 5.46
2 594 4.89
2 804 5.7
2 952 7.59
2 1014 5.79
3 20 3.39
3 307 9.08
3 480 5.78
3 648 6.42
3 714 5.67
3 793 5.77
3 851 5.52
3 989 4.34
3 996 8.77
3 1054 6
4 117 1.49
4 156 9.31
4 368 3.11
4 375 8.4
4 586 6.44
4 731 5.74
4 748 7.45
4 763 4.11
4 797 4.66
4 814 2.26
4 868 4.88
4 1086 5.28
4 1115 0.44
5 171 3.96
5 538 5.48
5 555 7
5 668 0.25
5 764 4.84
5 941 4.61
5 998 0
5 1121 5.61
6 63 6.77
6 104 6.65
6 137 6.88
6 221 6.1
6 402 3.14
6 434 3.79
6 507 1.65
6 619 5.15
6 753 5.62
6 891 4.82
6 1081 2.6
7 79 2.55
7 122 3.81
7 126 6.59
7 433 6.98
7 807 8.37
7 946 7.17
8 196 4.17
8 307 9
8 369 1.81
8 581 6.81
8 697 5.75
8 749 4.64
8 752 5.12
8 781 5.73
8 794 3.01
8 836 9.59
8 909 3.45
8 966 4.38
9 8 5.25
9 265 3.7
9 304 7.15
9 351 4.95
9 528 1.82
9 580 8.98
9 724 2.77
9 725 3.45
9 892 1.85
9 954 0
9 1087 0.11
10 134 4.31
10 388 5.48
10 512 6.77
10 810 6.88
10 893 4.66
10 920 2.09
10 1061 4.16
10 1199 0
11 106 3.77
11 295 4.22
11 353 2.82
11 715 3.53
11 776 4.07
11 882 2.27
11 988 8.05
11 1149 5.45
12 178 6.94
12 257 4.19
12 436 6.52
12 460 2.78
12 773 8.68
12 837 4.44
13 2 1.86
13 248 2.18
13 409 5.57
13 467 7.29
13 533 4.63
13 785 6.66
13 985 5.35
13 1046 7.48
13 1112 4.57
14 230 6.36
14 328 4.48
14 455 4.94
14 481 5.88
14 696 4.7
14 727 6.04
14 1016 7.06
14 1152 6.58
15 62 7.09
15 275 4.78
15 575 9.61
15 692 5.93
15 912 5.84
15 1090 5.36
15 1143 3.65
15 1175 7.59
16 23 4.02
16 126 6.07
16 184 5.99
16 188 5.65
16 271 6.84
16 313 6.11
16 455 4.49
16 770 5.16
16 1083 2.81
16 1159 3.85
17 9 4.09
17 283 2.32
17 408 2.77
17 483 4.61
17 509 5.04
17 510 5.26
18 248 2.72
