Seed: 2388561511
Researcher: 50
Papers: 600
Edges: 690
RDensity: 0.6
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 125
0 121 4.59
0 139 3.37
0 165 1.92
0 172 4.01
0 179 4.55
0 200 4.26
0 242 2.81
0 260 6.8
0 304 7.96
0 320 4.2
0 352 6.78
0 385 4.71
0 462 5.96
0 575 3.19
0 585 4.86
1 49 3.28
1 54 5.05
1 76 7.22
1 130 4.67
1 155 8.07
1 170 3.61
1 196 5.67
1 214 3.72
1 239 6.3
1 323 4.97
1 371 5.86
1 425 6.9
1 448 3.69
1 476 2.95
1 536 5.9
2 49 3.85
2 251 5.16
2 270 4.73
2 357 6.81
2 400 4.3
2 522 4.38
3 36 6.55
3 112 3.7
3 289 3.37
3 302 2.72
3 313 5.69
3 316 5.8
3 355 4.96
3 411 1.18
3 413 5.78
3 417 3.51
3 420 4.22
3 545 0.97
3 567 5.27
3 594 4.23
3 595 6.73
4 50 5.23
4 65 6.16
4 170 2.93
4 204 2.91
4 229 6.76
4 305 5.02
4 383 7.06
4 406 4
4 496 6.8
4 502 3.2
4 517 5.35
4 524 8.61
4 525 5.76
4 535 4.98
4 569 2.44
5 16 5.57
5 19 3.23
5 167 2.14
5 256 6.78
5 258 7.32
5 360 3.17
5 408 6.55
5 424 7.88
5 461 3.01
5 479 2.35
5 507 8.65
5 510 7.63
5 552 3.11
5 589 4.03
5 597 3.04
6 10 8.91
6 56 6.12
6 62 3.55
6 166 8.45
6 203 8.55
6 240 5.58
6 292 6.18
6 293 6.45
6 327 5.94
6 330 8
6 337 4.36
6 391 6.62
6 433 4.7
6 487 8.13
6 544 3.39
7 6 2.94
7 15 3.16
7 22 3.91
7 122 8.63
7 129 5.7
7 241 6.18
7 288 3.91
7 309 5.12
7 347 5.48
7 381 7.61
7 386 2.86
7 391 6.55
7 394 4.21
7 499 6.1
7 540 5.56
8 21 3.27
8 33 4.69
8 34 3.76
8 71 6.47
8 86 5.96
8 105 1.99
8 141 4.86
8 228 7.38
8 234 5.83
8 248 8.1
8 350 5.91
8 356 5.68
8 437 3.37
8 491 7.11
8 548 6.79
9 49 4.15
9 87 4.19
9 100 3.73
9 126 3.93
9 130 4.99
9 200 4.61
9 311 0.79
9 325 4.09
9 333 5.93
9 390 4.85
9 479 2.32
9 494 2.21
9 574 8.99
9 578 6.05
10 1 6.13
10 57 4.43
10 89 9.89
10 92 5.69
10 94 3.26
10 171 2.05
10 205 3.28
10 213 4.4
10 227 5.83
10 307 6.54
10 409 0.9
10 412 1.56
10 441 3.04
10 503 3.16
10 570 4.96
11 97 2.81
11 113 2.2
11 143 4.95
11 193 5.51
11 202 4.04
11 291 5.93
11 299 4.29
11 321 6.19
11 343 4.31
11 382 3.69
11 438 5.21
11 445 3.85
11 505 6.04
12 0 1.61
12 47 7.14
12 49 3.42
12 58 5.6
12 79 6.73
12 84 4.64
12 103 1.42
12 158 1.75
12 230 9.15
12 351 4.32
12 371 5.66
12 407 7.95
12 444 3.81
12 479 3.04
12 511 5.93
13 35 2.5
13 124 6.35
13 170 2.98
13 176 4.71
13 180 5.39
13 206 9.75
13 226 8.3
13 378 5.94
13 383 6.1
13 393 3.39
13 431 7.1
13 438 5.34
13 470 2.17
13 572 3.89
13 581 3.88
14 9 5.49
14 18 2.03
14 37 5.94
14 46 2.4
14 88 4.24
14 142 2.26
14 220 6.39
14 221 3.27
14 268 1.93
14 414 3.86
14 485 3.37
14 495 5.42
14 550 7.1
14 566 1.41
14 580 3.16
15 12 5.71
15 14 8.26
15 31 4.37
15 42 3.76
15 48 5.15
15 94 3.73
15 164 1.92
15 200 4.58
15 236 6.81
15 371 5.51
15 426 3.46
15 532 4.28
15 534 3.64
15 591 8.29
16 7 5.83
16 39 6.01
16 115 2.95
16 146 5.1
16 173 5.35
16 272 5.86
16 300 5.02
16 315 3.68
16 407 8
16 444 3.87
16 465 6.34
16 468 4.22
16 563 3.05
16 573 3.19
16 582 5.95
17 5 7.3
17 96 3.19
17 108 6.28
17 268 1.76
17 284 0.57
17 335 5.86
17 346 4.17
17 353 6.7
17 374 7.49
17 484 3.38
18 26 6.94
18 61 6.02
18 65 6.76
18 106 3.69
18 177 4.03
18 255 9.13
18 264 4.28
18 277 3.63
18 296 5.6
18 384 1.98
18 419 2.64
18 451 8.87
18 454 2.29
18 464 4.95
18 536 6.15
19 108 6.34
19 154 8.87
19 225 4.83
19 296 5.1
19 346 3.95
19 368 4.9
19 404 3.15
19 452 7.22
19 471 5.04
19 508 4.41
19 528 1.25
19 560 3.02
19 565 1.39
19 596 5.06
20 40 6.83
20 72 0
20 74 5.12
20 83 2.52
20 130 4.7
20 149 5.84
20 174 3.94
20 194 5.57
20 209 1.81
20 210 6.97
20 231 2.38
20 279 5.73
20 312 4.88
20 318 3.75
20 558 3.81
21 25 6.85
21 41 5.81
21 111 3.19
21 134 7.35
21 163 5.01
21 244 5.96
21 322 6.16
21 339 7.41
21 363 7.26
21 428 5.45
21 449 4.84
21 453 5.91
21 531 5.27
21 541 3.25
21 593 4.87
22 136 4.79
22 190 1.45
22 195 4.96
22 222 5.36
22 273 6.56
22 276 7.47
22 296 5.09
22 344 4.9
22 365 4.34
22 376 3.61
22 388 4.18
22 439 7.82
22 440 4.02
22 460 8.37
22 514 7.32
23 94 4.03
23 151 6.82
23 225 4.91
23 425 7.56
23 432 5.24
23 455 2.14
23 477 2.58
23 479 2.14
23 501 8.09
23 533 6.14
23 538 7.17
23 557 5.01
24 13 3.99
24 44 9.29
24 51 3.4
24 223 4.95
24 235 4.4
24 329 6.66
24 373 2.79
24 399 5.09
24 458 3.14
24 539 3.7
24 558 3.43
24 592 6.67
25 27 4.52
25 95 3.33
25 182 2.48
25 233 7.7
25 247 6.86
25 383 6.16
25 443 9.69
25 456 8.89
25 488 5.22
25 498 5.22
25 509 7.07
25 519 7.24
25 527 5.26
25 546 7.16
25 564 1.43
26 8 3.5
26 185 4.88
26 191 4.19
26 194 5.91
26 294 8.27
26 345 4.54
26 386 2.85
26 588 3.21
27 17 1.42
27 29 2.85
27 55 4.41
27 69 2.82
27 178 4.37
27 186 5.05
27 225 4.86
27 250 2.16
27 265 3.01
27 287 3.98
27 380 3.21
27 395 7.16
27 421 6.6
27 542 3
27 553 3.79
28 66 3.82
28 72 0
28 90 3.33
28 101 6.07
28 168 5.18
28 183 7.24
28 283 6.97
28 298 4.39
28 326 3.43
28 367 5.93
28 401 3.76
28 403 4
28 493 5.96
28 523 3.88
28 571 1.76
29 11 6.49
29 128 4.47
29 157 3.84
29 290 6.71
29 295 5.75
29 324 3.8
29 336 4.04
29 370 1.93
29 375 3.19
29 402 2.86
29 416 4.2
29 422 4.82
29 504 4.74
29 552 3.55
29 590 5.47
30 2 6.7
30 67 8.93
30 147 4.3
30 219 4.88
30 268 1.82
30 334 7.03
30 384 2.19
30 418 3
30 435 5.32
30 459 3.69
30 466 6.23
30 526 5.33
30 592 6.44
31 232 8.35
31 297 4.94
31 478 3.56
31 578 5.73
31 592 6.56
31 599 8.79
32 43 7.51
32 63 5.79
32 65 6.14
32 72 0
32 94 3.43
32 99 6.93
32 104 7.75
32 123 6.25
32 148 5.87
32 231 1.74
32 457 4.51
32 491 6.66
32 552 3.18
33 20 3.26
33 137 5.48
33 156 3.85
33 159 6.42
33 238 4.75
33 262 7.52
33 263 4.58
33 266 8.76
33 282 4.02
33 286 7.17
33 362 2.19
