Seed: 3329960114
Researcher: 200
Papers: 1600
Edges: 2020
RDensity: 0.3
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 500
0 42 3.88
0 71 1.69
0 109 3.16
0 386 5.08
0 449 6.4
0 499 7.04
0 1037 8.53
0 1052 3.16
0 1207 6.43
0 1516 4.37
0 1544 3.41
1 183 5.67
1 384 4.96
1 490 4.97
1 550 1.98
1 664 5.74
1 820 5.43
1 839 1.62
1 1093 4.11
1 1233 5.86
1 1342 4.17
1 1505 5.12
2 235 1.88
2 310 5.36
2 475 2.08
2 615 2.31
2 829 3.31
2 869 4.25
2 920 5.4
2 1218 5.82
2 1407 5.05
2 1449 4.53
2 1492 3.55
2 1551 2.19
2 1585 3.27
3 94 5.83
3 152 4.31
3 265 4.84
3 300 5
3 379 4.92
3 393 6.43
3 395 4.53
3 630 2.73
3 744 3.37
3 777 7.11
3 834 4.64
3 1090 3.49
3 1324 3.86
4 27 3.32
4 83 1.98
4 185 5.95
4 234 5.47
4 324 6.31
4 696 2.87
4 762 3.66
4 985 4.8
4 1143 6.23
4 1191 4.84
5 40 0.9
5 354 2.13
5 936 7.65
5 941 4.77
5 985 4.93
5 1014 6.51
5 1041 6.31
5 1092 7.34
5 1232 4.25
5 1286 5.93
5 1424 3.45
6 33 5.24
6 87 1.16
6 255 4.21
6 259 6.31
6 395 4.22
6 567 5.5
6 707 4.53
6 756 5.21
6 956 2.77
6 1329 6.21
6 1355 3.25
6 1426 7.63
6 1570 1.36
7 44 4.76
7 120 7.1
7 244 3.35
7 276 4.08
7 626 4.02
7 671 4.08
7 881 5.16
7 946 5.68
7 1015 3.09
7 1029 4.48
7 1161 6.23
7 1231 6.92
7 1271 3.32
8 8 4.31
8 21 8.31
8 28 3.82
8 146 4.91
8 169 1.94
8 202 4.77
8 387 3.04
8 435 4.18
8 797 7.03
8 1046 5.19
8 1242 3.79
8 1250 1.88
9 405 4.41
9 553 4.17
9 791 5.08
9 852 1.91
9 1074 6.8
9 1181 2.98
9 1315 5.45
9 1413 8.06
10 23 3.54
10 37 4.11
10 101 9.79
10 300 5.6
10 412 3.97
10 508 4.19
10 551 7.81
10 712 3.46
10 830 4.79
10 943 4.44
10 1005 3.23
10 1036 5.79
10 1068 3.5
10 1173 4.61
10 1490 6.95
11 80 6.29
11 262 3.58
11 303 1.77
11 584 2.76
11 753 5.76
11 969 2.14
11 1055 9.42
11 1108 6.02
11 1257 3.58
11 1383 3.42
11 1491 4.52
11 1560 5.61
12 106 8.03
12 167 4.24
12 330 4.68
12 402 3.5
12 555 4.23
12 857 3.7
12 1071 5.22
12 1264 8.16
12 1271 3.3
12 1374 2.06
12 1463 6.32
13 50 2.76
13 105 2.36
13 173 8.03
13 247 7.89
13 395 4.49
13 425 6.57
13 674 5.49
13 1023 2.22
13 1094 5.77
13 1100 8.36
13 1357 6.21
14 67 5.15
14 735 8.69
14 830 4.81
14 1185 4.98
14 1223 0.7
14 1237 3.11
14 1421 6.59
15 126 6.01
15 195 8.65
15 291 1.65
15 440 3.95
15 645 4.41
15 660 4.19
15 1011 3.39
15 1385 7.16
15 1563 6.23
16 12 7.33
16 34 6.19
16 633 8.08
16 636 3.84
16 1373 2.19
17 154 2.29
17 290 1.82
17 728 4.55
17 741 5.03
17 756 4.99
17 1072 3.2
17 1175 5.94
17 1383 3.44
18 31 4.08
18 165 3.19
18 477 5.3
18 783 6.46
18 907 3.82
18 1091 6.59
18 1114 6.59
18 1412 7.27
19 409 2.51
19 479 1.51
19 938 4.54
19 1009 5.74
19 1138 3.2
19 1255 4.69
19 1431 6.37
20 62 4.29
20 335 3.21
20 518 3.47
20 556 6.44
20 586 4.68
20 599 3.12
20 951 2.25
20 1265 3.23
20 1351 2.83
20 1542 5.2
20 1579 9.43
21 4 5.25
21 468 7.31
21 472 6.74
21 896 9.31
21 942 7.85
21 992 5.4
21 1001 4.17
21 1033 4.41
21 1133 1.27
21 1217 5.63
21 1248 5.3
21 1301 5.58
21 1469 6.15
22 174 4.24
22 274 6.75
22 460 5.89
22 489 4.1
22 495 6.24
22 616 10
22 731 3.51
22 806 4.38
22 849 4.87
22 903 6.56
22 1383 2.83
23 16 5.64
23 33 5.65
23 185 5.62
23 276 3.5
23 296 4.2
23 339 3.41
23 469 6.32
23 490 5.06
23 523 4.26
23 849 4.78
23 926 3.64
23 1085 5.26
23 1584 8.76
24 61 7.39
24 68 3.26
24 195 8.94
24 348 4.01
24 415 3.42
24 930 5.56
24 1080 4.76
24 1356 6.45
24 1436 2.31
25 57 4.51
25 122 6.13
25 531 3.88
25 566 8.7
25 1176 4.59
25 1183 7.9
25 1586 5.93
26 24 5.9
26 160 1.24
26 408 4.28
26 840 6.39
26 850 6.15
26 1025 2.09
26 1107 4.01
26 1125 9.32
26 1247 9.37
26 1383 3.6
26 1507 6.03
27 54 3.43
27 134 1.41
27 1006 5.85
27 1145 4.58
27 1299 3.62
27 1302 5.88
27 1407 5.19
27 1458 5.94
27 1504 0.29
28 46 2.69
28 204 5.37
28 380 7.66
28 545 5.24
28 548 5.36
28 583 3.93
28 865 4.68
28 1206 4.3
28 1328 4.26
28 1338 3.35
28 1488 5.26
29 100 5.23
29 519 2.99
29 524 9
29 573 7.4
29 1012 2.95
29 1552 3.03
30 88 4.31
30 154 2.58
30 527 7.38
30 651 3.62
30 840 6.38
30 848 4.51
30 1109 4.65
30 1271 3.75
31 29 3.31
31 58 3.98
31 115 5.1
31 222 5.97
31 312 3.88
31 328 2.43
31 457 4.47
31 845 2.82
31 925 7.31
31 1021 7.63
31 1061 4.24
31 1525 5.29
32 156 4.56
32 547 1.12
32 721 4.88
32 749 6.43
32 869 4.64
32 1266 5.11
32 1312 2.9
32 1389 6.77
33 281 4.93
33 429 4.14
33 449 6.2
33 577 7.42
33 620 5.12
33 822 5.9
33 1598 5.3
34 66 4.23
34 133 5.45
34 211 6.64
34 490 5.04
34 635 3.98
34 713 4.44
34 767 5.15
34 923 4.17
34 1147 5.11
34 1149 2.14
34 1165 5.31
34 1220 9.21
34 1275 4.08
34 1490 7.83
34 1536 5.96
35 1 4.83
35 200 2.16
35 505 2.1
35 704 5.26
35 710 2.45
35 727 6.01
35 1003 3.46
35 1171 4.77
35 1276 4.48
35 1319 3.35
35 1456 8.19
36 188 6.31
36 247 7.79
36 1222 1.75
36 1289 3.56
36 1414 6.83
36 1496 6.45
37 33 5.84
37 127 7.64
37 140 5.7
37 149 6.36
37 228 4.96
37 481 3.94
37 676 3.99
37 811 5.74
37 1159 5.28
37 1285 2.12
37 1355 3.69
38 180 5.74
38 324 6.11
38 329 7.75
38 470 4.31
38 574 4.17
38 649 4.53
38 724 3.4
38 862 3.6
38 869 5.02
38 915 4.96
38 991 4.17
38 1081 5
38 1088 4.27
38 1190 2.89
38 1524 3.73
39 191 2.95
39 276 3.82
39 825 2.27
39 1202 6.27
39 1239 0.49
39 1240 3.86
39 1592 1.26
40 426 1.46
40 507 6.41
40 558 4.03
40 582 2.67
40 695 6.79
40 702 6.28
40 748 1.96
40 826 6.82
40 836 5.25
40 849 5.24
40 955 6.29
40 1111 7.71
40 1334 3.75
40 1419 1.5
40 1555 4.77
41 33 5.23
41 103 8.53
41 613 8.5
41 642 7.76
41 698 4.62
41 813 2.72
41 849 5.68
41 1156 6.76
41 1314 4.44
41 1407 5.15
41 1522 4.23
42 413 7.57
42 494 4.16
42 497 4.17
42 928 3.87
42 937 5.82
42 1085 5.35
42 1158 1.64
42 1249 6.28
42 1287 4.15
42 1403 2.01
42 1460 7.03
43 340 4.61
43 364 5.15
43 729 8.51
43 766 4.67
43 1058 1.4
43 1066 5.83
44 10 2.33
44 75 8.17
44 325 3.27
44 603 7.91
44 643 7.04
44 715 3.91
44 765 4.55
44 896 8.69
44 1006 5.96
44 1030 4.68
44 1053 5.07
44 1056 2.72
44 1066 6.09
45 226 0.9
45 574 3.92
45 893 4.94
45 909 0.97
45 948 3.72
45 1022 3.8
45 1078 7.27
45 1408 5.35
45 1479 0.37
45 1519 6.76
46 20 7.75
46 130 2.12
46 357 4.54
46 490 5.02
46 652 4.03
46 871 6.51
46 1554 5.7
47 98 7.53
47 215 5.27
47 321 6.15
47 666 3.97
47 718 5.26
47 770 6.51
47 795 6.91
47 1000 5.83
47 1007 5.32
47 1281 1.32
47 1313 3.59
48 822 5.02
48 830 4.48
48 863 1.13
48 1110 7.04
48 1229 4.89
48 1260 5.81
48 1520 2.33
49 123 5.02
49 327 6.42
49 351 4.95
49 428 3.72
49 582 2.58
49 646 7.64
49 668 4.4
49 1384 7.58
49 1434 2.56
50 233 2.84
50 1091 6.19
50 1120 3.99
50 1342 4.19
50 1575 5.62
51 11 4.06
51 17 4.11
51 172 6.56
51 272 7.18
51 393 7.04
51 485 6.21
51 486 6.7
51 593 5.31
51 621 3.29
51 750 4.48
51 889 6.46
51 894 2.91
51 983 5.22
51 1372 1.03
51 1420 3.63
52 99 3.61
52 176 8.57
52 368 3.06
52 455 6.26
52 581 8.75
52 608 7.62
52 1020 7.26
52 1038 6.17
52 1104 2.88
52 1251 6.16
52 1273 6.11
52 1341 2.67
52 1504 0
52 1538 5.03
53 79 2.15
53 228 5.53
53 317 7.85
53 420 5.37
53 422 4.12
53 525 5.04
53 720 5.08
53 738 5.94
53 849 5.23
53 973 2.11
53 1253 5.5
53 1360 4.5
53 1572 4.48
54 346 7.07
54 393 6.42
54 600 4.12
54 967 1.79
54 1060 6.06
54 1472 5.85
55 360 7.04
55 416 5.06
55 616 9.35
55 660 3.97
55 944 7.68
55 1224 2.14
55 1283 3.26
55 1330 5.83
55 1586 5.91
55 1597 3.87
56 6 4.08
56 89 6.18
56 333 5.64
56 500 4.02
56 549 5.79
56 592 4.69
56 802 3.1
56 852 1.69
56 916 3.21
56 986 3.48
56 1012 3.43
56 1331 3.02
57 131 7.47
57 236 5.58
57 419 7.21
57 562 6.07
57 598 3.59
57 681 7.77
57 710 2.19
57 913 5.04
57 1024 5.6
57 1178 6.15
57 1300 6.1
57 1387 8.03
58 2 3.43
58 194 2.56
58 204 5.77
58 338 3.59
