Seed: 814410155
Researcher: 150
Papers: 1800
Edges: 1935
RDensity: 0.3
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 375
0 175 4.14
0 315 5.91
0 359 3.25
0 413 4.2
0 620 8.57
0 851 5.28
0 853 4.64
0 1175 3.79
0 1450 3.11
0 1510 4.19
0 1546 5.19
0 1668 3.57
1 4 5.55
1 36 7.08
1 451 4.74
1 559 7.24
1 671 6.11
1 820 3.65
1 870 4.5
1 1184 6.16
1 1365 6.43
1 1474 8.57
1 1479 3.7
2 17 4.24
2 49 7.98
2 58 2.05
2 150 6.7
2 267 2.69
2 565 9.2
2 665 5.21
2 754 6.08
2 858 7.02
2 1022 5.54
2 1031 4.77
2 1067 0.61
2 1342 3.55
2 1424 5.38
2 1647 4.78
3 2 3.86
3 109 7.26
3 496 3.36
3 535 3.1
3 653 5.02
3 769 3.7
3 821 6.56
3 846 4.33
3 910 4.16
3 925 4.56
3 1163 6.46
3 1256 6.81
3 1651 6.21
3 1695 5.74
4 294 7.6
4 346 8.01
4 363 2.71
4 526 4.28
4 669 5.86
4 801 7.07
4 1050 3.51
4 1091 3.64
4 1492 1.81
4 1548 8.85
4 1581 5.19
5 272 5.2
5 391 4.62
5 415 5.97
5 439 3.43
5 569 4.5
5 618 5.57
5 694 2.68
5 837 4.96
5 1000 1.29
5 1068 4.14
5 1481 4.41
5 1611 4.76
5 1645 5
5 1722 5.09
5 1767 0.74
6 85 2.01
6 108 3.96
6 236 3.99
6 266 8.07
6 437 10
6 525 4.35
6 537 3.8
6 545 4.42
6 693 5.4
6 779 5.96
6 1108 4.61
6 1200 6.22
6 1388 8.54
6 1585 6.19
6 1742 4.39
7 37 5
7 265 6.99
7 284 3.97
7 300 6.11
7 469 4.07
7 627 5.49
7 676 5.15
7 706 8.13
7 868 4.58
7 937 3.19
7 1301 4.23
7 1526 6.78
7 1560 6.63
7 1627 2
7 1667 4.55
8 99 4.01
8 232 8.03
8 246 2.77
8 583 3.45
8 690 4.52
8 814 1.28
8 854 5.56
8 896 3.81
8 926 7.38
8 963 5.64
8 976 1.87
8 994 5.83
8 1363 5.27
8 1408 3.51
8 1719 5.49
9 71 7.97
9 360 6.59
9 951 5.15
9 1137 2.12
9 1441 5.79
9 1494 6.7
9 1748 5.52
10 154 3.54
10 258 5.42
10 283 7.07
10 410 9.1
10 1081 8.46
10 1194 5.22
10 1232 5.02
10 1411 3.56
10 1425 5.61
10 1456 7.73
10 1484 2.33
10 1536 6.05
10 1672 5.67
10 1675 4.13
10 1761 6.78
11 54 4.81
11 86 6.54
11 501 9.57
11 786 5.67
11 882 2.77
11 1054 6.19
11 1153 5.36
11 1267 6.35
11 1418 4.55
11 1478 6.37
12 76 0.8
12 117 7.1
12 211 2.71
12 499 3.1
12 508 4.35
12 630 2.86
12 722 5.61
12 921 3.82
12 1011 5.65
12 1057 4.02
12 1181 6.67
12 1415 5.94
12 1549 2.79
13 136 7.18
13 663 5.33
13 984 2.72
13 1060 1.63
13 1064 4.63
13 1220 7.65
13 1269 3.86
13 1503 5.03
13 1735 3.91
14 1124 6.56
14 1168 3.1
14 1311 3.06
14 1345 7.66
14 1753 4.04
15 327 3.45
15 561 3.97
15 577 8.15
15 729 6.64
15 931 2.27
15 1160 4.35
15 1201 4.72
15 1242 4.56
15 1250 2.38
15 1711 5.68
16 189 5.09
16 228 6.49
16 312 5.38
16 519 8.69
16 681 6.48
16 1007 4.39
16 1166 3.72
16 1514 4.61
16 1521 6.34
16 1556 8.11
16 1583 6.61
17 206 2.85
17 228 6.3
17 304 4.12
17 664 1.54
17 716 4.88
17 781 3.07
17 1483 6.76
17 1567 4.33
18 320 6.96
18 321 6.14
18 416 5.18
18 533 4.37
18 866 7.85
18 918 5.3
18 1192 5.23
18 1324 1.83
18 1396 3.63
18 1446 6.9
