Seed: 421462092
Researcher: 200
Papers: 1600
Edges: 2859
RDensity: 0.9
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 500
0 42 3.47
0 71 5.49
0 109 6.4
0 386 5.9
0 449 5.28
0 499 7.61
0 825 3.58
0 1037 4.7
0 1040 5.09
0 1052 3.22
0 1207 3.51
0 1326 6.27
0 1496 4.03
0 1516 5.85
0 1544 2.61
1 183 6.57
1 241 5.2
1 384 5.69
1 490 6.39
1 550 6.84
1 664 7.13
1 699 6.71
1 820 3.9
1 839 4.59
1 952 4.95
1 1093 6.35
1 1189 1.42
1 1233 5.7
1 1342 5.86
1 1505 4.99
2 235 5
2 310 6.69
2 475 7.47
2 615 4.65
2 826 4.29
2 829 2.58
2 869 7.91
2 920 2.66
2 1218 3.19
2 1228 7.41
2 1407 1.75
2 1449 4.33
2 1492 3.08
2 1551 5.28
2 1585 5.36
3 94 5.08
3 152 4.79
3 265 7.89
3 300 4.75
3 379 6.14
3 393 5.68
3 395 5.07
3 630 0.49
3 744 5.89
3 777 7.63
3 834 7.73
3 1031 2.57
3 1090 7.19
3 1130 6.5
3 1324 3.44
4 27 3.92
4 47 9.1
4 83 3.95
4 185 7.3
4 234 3.2
4 309 4.78
4 324 4.77
4 495 4.41
4 696 3.82
4 762 6.12
4 765 2.91
4 985 4.85
4 1110 4.68
4 1143 4.94
4 1191 3.12
5 40 8.91
5 321 4.68
5 354 1.39
5 830 5.62
5 936 6.19
5 941 5.11
5 985 4.92
5 1014 5.4
5 1041 5.41
5 1092 6.59
5 1102 5.77
5 1232 4.49
5 1286 4.88
5 1417 4.18
5 1424 5.54
6 33 2.1
6 58 7.99
6 87 1.49
6 104 4.8
6 255 1.84
6 259 4.52
6 395 4.91
6 567 4.41
6 707 7.99
6 756 8.16
6 956 7.34
6 1329 7.44
6 1355 5.8
6 1426 4.92
6 1570 6.73
7 44 5.63
7 120 0.75
7 244 5.86
7 276 6.76
7 626 3.59
7 671 5.19
7 881 6.15
7 946 2.59
7 1015 5.38
7 1029 4.55
7 1161 2.27
7 1231 6.65
7 1269 5.11
7 1271 2.97
7 1555 7.51
8 8 5.45
8 21 5.13
8 23 2.86
8 28 7.54
8 146 5.84
8 169 5.91
8 202 7.54
8 387 2.54
8 435 3.81
8 797 8.27
8 1043 7.05
8 1046 3.58
8 1050 0
8 1242 5.37
8 1250 4.19
9 8 5.79
9 405 5.21
9 473 2.12
9 545 7.44
9 553 0.83
9 791 6.14
9 852 6.06
9 1074 9.31
9 1118 2.94
9 1181 5.18
9 1315 7.41
9 1362 6.1
9 1413 5.05
9 1574 5.01
10 23 2.81
10 37 4.77
10 101 7.52
10 300 4.65
10 412 5.76
10 508 6.42
10 551 4.37
10 712 4.77
10 830 5.25
10 943 3.21
10 1005 2.07
10 1036 4.31
10 1068 6.47
10 1173 5.61
10 1490 2.71
11 80 4.05
11 262 5.42
11 293 3.09
11 303 6.08
11 584 4.69
11 624 6.92
11 717 5.19
11 753 3.11
11 969 0.54
11 1055 6.83
11 1108 3.88
11 1257 2.78
11 1383 6.58
11 1491 6.35
11 1560 4.38
12 106 5.44
12 167 2.43
12 272 1.06
12 330 6.12
12 402 2.75
12 555 7.94
12 857 3.73
12 1000 2.69
12 1014 5.09
12 1071 4.11
12 1264 6.48
12 1271 3.23
12 1316 6.29
12 1374 2.19
12 1463 6.55
13 50 3.64
13 105 3.34
13 173 4.72
13 247 3.09
13 291 6.59
13 385 5.3
13 395 4.88
13 425 7.89
13 481 6.89
13 674 5.58
13 988 2.03
13 1023 4.98
13 1094 6.23
13 1100 3.59
13 1357 4.78
14 67 5.25
14 487 4.84
14 705 4.72
14 735 6.09
14 830 6.1
14 856 3.9
14 1048 3.67
14 1058 5.35
14 1185 5.75
14 1223 3.8
14 1233 6.22
14 1234 2.89
14 1237 5.59
14 1421 6.52
14 1500 6.55
15 126 6.49
15 195 3.72
15 247 3.59
15 291 7.09
15 440 6.05
15 645 7.41
15 660 4.22
15 935 7.29
15 1011 1.97
15 1140 4.99
15 1385 7.48
15 1461 7.51
15 1563 5.81
16 12 1.29
16 34 3.11
16 176 4.51
16 213 6.94
16 229 1.14
16 289 8.4
16 381 7.58
16 633 3.34
16 636 2.3
16 768 3.36
16 1063 4.49
16 1108 4.1
16 1373 3.03
16 1411 6.23
16 1450 4.12
17 153 3.62
17 154 4.79
17 290 6.53
17 433 6.46
17 728 5.41
17 741 7.16
17 756 8.72
17 1072 0.47
17 1175 5.6
17 1383 6.48
17 1454 3.63
18 31 4.83
18 165 4.21
18 477 6.84
18 506 5.25
18 783 3.15
18 907 6.13
18 1091 6.77
18 1114 7.46
18 1412 3.22
18 1452 1.3
19 127 4.74
19 341 6.24
19 409 3.84
19 479 6.59
19 565 4.79
19 624 7.16
19 647 8.24
19 938 4.24
19 1009 5.16
19 1138 5.43
19 1167 6.47
19 1231 6.74
19 1255 3.19
19 1431 2.84
19 1518 2.97
20 62 5.24
20 152 4.82
20 168 7.34
