Seed: 957567154
Researcher: 50
Papers: 400
Edges: 505
RDensity: 0.3
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 125
0 2 4.56
0 23 1.84
0 48 2.77
0 70 4.62
0 81 4.04
0 90 4.56
0 110 4.69
0 126 7.31
0 130 4.63
0 175 3.48
0 260 7.11
0 287 7.29
0 332 4.51
0 348 5.94
0 354 6.99
1 68 3.72
1 146 1.33
1 173 7.68
1 176 3.24
1 178 4.53
1 272 9.13
1 273 6.7
1 324 4.96
1 392 4.53
1 393 5.35
2 103 4.34
2 119 6.24
2 203 6.41
2 205 6.66
2 235 4.39
2 312 4.85
2 344 6.73
2 358 7.31
2 371 6.26
2 387 3.76
2 394 2.6
3 85 4.32
3 140 6.21
3 180 5.7
3 193 2.07
3 197 4.5
3 287 6.84
3 293 5.64
3 308 6.26
3 395 8.48
4 7 2.97
4 53 5.42
4 106 8.7
4 122 6.29
4 162 4.58
4 177 6.85
4 190 4.03
4 237 6.43
4 284 6.21
4 315 5.97
4 346 2.29
4 385 4.03
5 1 4.07
5 15 3
5 35 1.82
5 102 9.85
5 131 2.37
5 139 9.45
5 148 7.88
5 153 3.36
5 155 3.77
5 183 5.29
5 222 2.9
5 232 5.18
5 274 5.44
5 287 6.97
5 297 5.21
6 77 7.54
6 140 6.01
6 179 6.66
6 209 6.88
6 224 5.46
6 293 5.58
6 334 4.84
7 47 5.25
7 49 3.12
7 69 7.37
7 141 8.71
7 143 3.01
7 150 3.59
7 156 3.39
7 212 6.13
7 217 7.15
7 264 0
7 306 3.74
7 387 3.58
8 64 4.95
8 98 6.41
8 106 8.43
8 113 4.39
8 137 4.3
8 196 2.95
8 223 5.13
8 230 3.85
8 281 6.01
8 311 6.69
9 29 7.04
9 138 5.83
9 188 3.49
9 239 3.73
9 271 5.12
9 290 5.51
9 302 6.47
9 314 6.38
9 358 8.03
10 50 2.87
10 59 10
10 75 9.34
10 199 2.62
10 225 7.64
10 242 5.21
10 316 3.47
10 340 4.1
10 344 6.97
10 359 3.72
11 31 8.04
11 65 6.85
11 109 4.28
11 181 0.31
11 198 3.72
11 324 4.82
11 399 4.04
12 0 7.7
12 30 3.76
12 96 4.68
12 152 2.11
12 172 6.48
12 269 2.87
12 270 4.59
12 321 6.28
13 167 3.35
13 208 6.49
13 246 5.82
13 263 4.5
13 345 5.9
13 374 1.97
13 383 3.56
13 391 6.17
14 25 4.12
14 45 5.09
14 73 4.88
14 80 7.27
14 207 2.8
14 310 7.72
14 313 5.56
14 321 5.94
14 339 4.13
15 9 0.38
15 41 6.9
15 73 4.69
15 98 6.51
15 111 4.15
15 116 4.87
15 124 4.79
15 186 2.25
15 227 5.97
15 279 4.71
15 293 5.55
15 294 1.93
15 351 4.43
15 355 9.28
16 3 4.99
16 56 8.16
16 63 4.64
16 82 4.69
16 129 3.19
16 231 5.41
16 243 4.51
16 313 6.27
16 347 3.86
16 351 4.54
17 10 2.58
17 54 4.91
17 147 6.35
17 246 5.64
17 252 3.61
17 386 7.43
18 22 6.22
18 97 4.38
18 106 8.32
18 243 5.11
18 318 4.23
18 344 7.52
18 361 2.56
19 27 7.63
19 52 2.9
19 101 6.56
19 251 1.94
19 292 3.62
19 326 4.57
19 352 6.77
20 8 5.14
20 18 6.06
20 48 2.88
20 62 3.04
20 91 4.62
20 100 3.96
20 215 6.4
20 249 5.32
20 289 4.28
20 379 7.53
21 16 8.39
21 55 0.79
21 118 4.6
21 191 6.19
21 202 5.06
21 248 1.09
21 276 2.61
21 285 3.6
21 327 5.86
21 350 4.2
21 357 7.99
21 370 4.34
21 375 4.58
21 384 1.73
21 399 4.26
22 0 8.35
22 4 5.14
22 5 4.04
22 12 1.54
22 151 5.21
22 187 3.59
22 205 7.18
22 210 7.83
22 274 5.46
22 295 6.63
22 312 5.47
22 322 3.17
22 374 2.15
23 110 4.45
23 136 7.26
23 140 5.68
23 160 1.87
23 168 5.15
23 200 5.65
23 219 4.94
23 267 2.44
23 287 7.66
23 291 7.73
23 299 5.5
23 307 9.93
23 359 3.74
24 21 8.17
24 104 4.44
24 115 6.79
24 140 5.4
24 169 6.31
24 312 5.52
24 374 2.34
25 0 8.18
25 42 4.73
25 89 6.34
25 112 3.57
25 160 1.4
25 216 7.76
25 262 0.81
25 282 4.51
25 313 6.19
25 367 6.04
26 33 6.95
26 36 5.32
26 51 7.95
26 57 8.85
26 92 3.7
26 231 5.52
26 322 2.82
26 344 6.65
26 397 4.29
27 37 2.22
27 50 3.19
27 98 6.6
27 106 8.87
27 204 2.65
27 258 3.8
27 278 3.15
27 288 4.89
27 329 6.3
27 336 5.65
27 358 7.98
28 19 4.74
28 40 7.35
28 44 4.62
28 66 9.06
28 94 5.93
28 142 5.22
28 206 4.04
28 231 5.57
28 274 4.73
28 342 6.93
28 358 7.37
28 363 2.73
29 28 3.26
29 105 5.31
29 113 4.52
29 114 2.32
29 161 2.72
29 165 0.95
29 218 3.39
29 261 5.31
29 274 4.71
29 286 6.35
29 324 5.08
29 330 9.23
29 331 3.43
30 71 2.63
30 84 5.73
30 208 5.98
30 275 4.95
30 292 4.12
30 322 2.7
30 376 5.48
30 386 7.8
31 86 3.44
31 158 4.39
31 174 7.34
31 195 6.69
31 201 7
31 220 6.35
31 231 5.29
31 243 4.49
31 321 5.87
31 322 3.23
32 58 7.88
32 80 7.79
32 83 6.5
32 184 5.6
32 257 7.66
32 300 5.13
32 309 4.76
32 366 3.88
32 388 7.32
32 398 5.25
33 13 5.09
33 46 3.92
33 107 3.27
33 157 3.97
33 233 6.66
33 277 7.65
33 303 5.41
33 356 9.34
34 50 3.48
34 95 6.93
34 99 4.96
34 121 5.17
34 125 6.2
34 127 3.09
34 145 3.06
34 210 7.87
34 266 7.21
34 335 6.71
34 368 4.89
34 381 8.25
34 390 0
35 85 3.96
35 123 5.38
35 208 6.23
35 214 5.89
35 328 4.5
36 60 7.17
36 72 8.14
36 78 4.9
36 133 7.59
36 221 3.8
36 228 6.97
36 259 2
36 317 2.41
36 318 4.32
36 397 4.65
37 144 6.6
37 149 2.55
37 171 6.24
37 185 4.92
37 205 6.57
37 234 3.23
37 247 8.08
37 324 4.2
37 365 2.03
37 373 6.7
37 377 5.24
38 39 4.85
38 69 6.88
38 135 3.74
38 208 6.31
38 226 6.53
38 241 5.37
38 274 4.7
38 283 4.64
38 305 2.52
38 307 9.22
38 341 9.67
38 377 4.94
39 6 3
39 17 3.05
39 32 7.28
39 46 4.35
39 69 7.09
39 73 5.17
39 108 3.92
39 166 4.79
39 208 6.69
39 210 7.36
39 304 3.22
39 349 8.22
39 369 6.06
40 24 6.08
40 61 2.9
40 88 4.89
40 311 6.53
40 333 7.59
40 344 6.78
40 362 1.58
40 382 8.45
41 50 2.94
41 79 7.78
41 117 5.1
41 189 9.08
41 231 6.06
41 245 3.85
41 253 3.09
41 255 0.79
41 268 6.92
41 293 5.09
41 322 3.34
41 360 3.84
41 396 4.31
42 43 8.12
42 67 5.25
42 113 4.49
42 128 4.09
42 246 5.13
42 298 2.99
42 364 2.2
42 372 2.9
42 374 1.93
42 378 1.31
43 20 4.6
43 134 0.77
43 154 2.73
43 311 6.14
43 318 3.56
43 320 5.95
43 351 4.69
43 353 3.89
44 38 2.5
44 93 7.57
44 163 3.75
44 236 5.47
44 240 3.11
44 338 5.31
44 380 4.65
44 394 2.53
45 0 8.28
45 14 5.99
45 74 5.25
45 120 9.61
45 211 4.05
45 217 7.32
45 296 5.82
45 319 5.59
45 343 4.45
45 387 3.47
46 11 6.34
46 98 6.45
46 170 5.19
46 192 3.61
46 194 2.86
46 244 5.18
46 254 6.33
46 280 4.71
46 321 6.41
46 325 5.36
46 351 4.01
47 34 4.05
47 132 6.99
47 140 5.69
47 164 8.7
47 210 7.99
47 238 4.23
47 265 2.14
47 301 2.18
47 323 2.78
47 337 6.58
47 386 7.51
48 0 8.05
48 87 6.25
48 98 7
48 159 5.29
48 182 6.35
48 256 4.02
48 312 4.97
48 389 2.89
49 26 6.06
49 76 2.84
49 110 3.91
49 213 4.35
49 229 4.46
49 246 5.25
49 250 3.42
49 312 5.37
49 397 4.36
