Seed: 661763464
Researcher: 50
Papers: 400
Edges: 610
RDensity: 0.6
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 125
0 2 9.39
0 23 6.14
0 48 6.38
0 70 3.05
0 81 3.71
0 90 4.39
0 110 2.25
0 126 4.78
0 130 6.49
0 175 4.54
0 260 9.67
0 287 3.88
0 332 4.59
0 348 4.8
0 354 4.18
1 1 2.34
1 68 4.24
1 146 3.54
1 173 4.48
1 176 5.47
1 178 1.26
1 182 9.59
1 272 6.65
1 273 6.77
1 324 4.75
1 371 5.69
1 376 2.73
1 392 5.38
1 393 6.33
2 12 0.95
2 103 3.48
2 119 2.62
2 167 3.98
2 199 2.61
2 203 0
2 205 0.66
2 235 5.02
2 312 3.58
2 344 3.48
2 358 6.67
2 371 5.84
2 387 6.39
2 394 5.7
3 85 3.36
3 100 7.44
3 140 4.62
3 180 7.17
3 188 0
3 193 1.19
3 197 5.44
3 231 5.56
3 287 4.65
3 293 2.18
3 308 6.68
3 339 5.72
3 348 4.39
3 395 7.06
4 7 6.27
4 53 4.53
4 106 5.7
4 122 5.06
4 162 4.23
4 177 2.55
4 190 6.94
4 237 2.08
4 284 2.73
4 315 2.04
4 346 7.22
4 385 3.69
4 393 5.6
5 1 2.86
5 15 5.36
5 35 5.83
5 102 7.34
5 131 2.38
5 139 4.98
5 148 5.59
5 153 4.46
5 155 5.41
5 183 5.45
5 222 6.47
5 232 8.69
5 274 3.89
5 287 4.4
5 297 1.31
6 77 3.01
6 140 4.94
6 179 6.46
6 209 5.82
6 224 3.22
6 236 7.41
6 293 1.76
6 334 4.28
7 47 3.81
7 49 5.29
7 69 1.81
7 106 6.48
7 141 7.15
7 143 3.59
7 150 5.98
7 156 1.78
7 212 6.65
7 217 2.83
7 231 5.17
7 264 3.91
7 303 2.73
7 306 7.18
7 387 6.17
8 61 7.43
8 64 2.69
8 98 5.37
8 106 5.69
8 113 3.82
8 137 5.59
8 196 6.7
8 223 5.41
8 230 3.55
8 281 3.82
8 311 4.68
9 29 4.62
9 138 5.54
9 188 0.29
9 239 5.95
9 271 6.65
9 290 6.26
9 298 7.53
9 302 0.95
9 314 3.09
9 358 6.55
9 398 3.05
10 50 2.01
10 59 3.78
10 75 5.22
10 77 3.04
10 160 3.23
10 199 2.75
10 225 2.52
10 242 1.99
10 316 6.28
10 340 5.49
10 344 3.99
10 359 3.64
11 31 7.21
11 65 4.24
11 109 4.92
11 181 1.05
11 198 4.95
11 324 5.41
11 398 3.37
11 399 4.21
12 0 2.9
12 30 3.7
12 96 5.31
12 110 1.47
12 145 3.8
12 152 6.97
12 172 3.26
12 269 5.12
12 270 4.94
12 321 4.98
13 162 3.62
13 167 3.29
13 208 4.81
13 242 1.64
13 246 5.77
13 263 3.71
13 312 4.01
13 345 3.17
13 374 1.63
13 383 4.73
13 391 8.76
14 25 2.73
14 45 6.36
14 73 6.16
14 80 5.35
14 87 7.26
14 207 4.02
14 261 6.93
14 310 5.65
14 313 3.93
14 315 2.48
14 321 5.56
14 339 5.69
14 387 5.78
15 9 0.97
15 41 4.52
15 73 5.97
15 98 5.76
15 111 4.04
15 116 6.29
15 124 2.65
15 186 3.04
15 227 9.93
15 245 7.53
15 279 6.5
15 293 1.72
15 294 8.13
15 351 7.18
15 355 7.08
16 3 6.21
16 30 3.81
16 48 6.58
16 56 5.4
16 63 3.19
16 82 3.59
16 129 2.8
16 231 5.24
16 243 3.5
16 282 4.77
16 305 2.61
16 313 4.01
16 347 5.09
16 351 7.58
17 10 9.36
17 11 4.13
17 13 5.22
17 54 6.24
17 147 4.12
17 246 5.97
17 252 4.6
17 386 6.09
18 22 5.18
18 97 3.87
18 106 6.11
18 135 4.79
18 243 2.97
18 318 3.45
18 344 4.06
18 361 7.15
19 27 6.34
19 52 5.79
19 101 9.07
19 251 1.65
19 292 6.7
19 326 7.12
19 352 4.56
20 8 4.94
20 11 3.94
20 18 7.27
20 48 6.34
20 62 4.09
20 91 5.29
20 93 2.72
20 100 7.43
20 215 6.63
20 249 6.97
20 289 4.34
20 374 1.09
20 379 5.91
21 16 4.9
21 55 4.86
21 118 3.72
21 191 9.28
21 202 6.94
21 248 4.52
21 276 1.42
21 285 2.2
21 327 3.88
21 350 3.73
21 357 6.99
21 370 8.43
21 375 6.68
21 384 3.27
21 399 3.83
22 0 3.38
22 4 4.6
22 5 5.72
22 12 0.92
22 151 5.97
22 165 4.79
22 187 4.5
22 205 1.23
22 210 4
22 274 4.36
22 295 5.48
22 312 3.79
22 322 4.47
22 374 1.58
22 375 6.92
23 67 3.55
23 103 3.73
23 110 1.73
23 136 5.73
23 140 5.05
23 160 2.94
23 168 4.14
23 200 4.49
23 219 5.5
23 267 6.33
23 287 4.86
23 291 2.9
23 299 7.43
23 307 4.75
23 359 4.23
24 21 3.12
24 104 5.81
24 115 3.44
24 140 4.8
24 169 2.41
24 312 4.01
24 374 1.6
25 0 2.72
25 42 8.26
25 89 3.97
25 112 6.43
25 160 3.45
25 216 6.62
25 234 6.88
25 262 4.97
25 282 5.09
25 313 3.96
25 367 6.02
26 33 2.62
26 36 5.94
26 51 3.19
26 57 5.88
26 92 1.87
26 116 5.87
26 231 5.86
26 236 7.85
26 292 6.1
26 295 5.22
26 322 4.33
26 344 4.23
26 397 5.09
27 37 4.08
27 50 1.91
27 98 5.31
27 106 6.66
27 204 4.31
27 258 4.13
27 278 4.87
27 288 6.08
27 328 7.54
27 329 7.73
27 336 4.47
27 347 5.23
27 358 6.7
28 19 4.56
28 40 7.64
28 44 5.05
28 66 5.39
28 94 6.6
28 142 4.11
28 189 8.76
28 206 7.85
28 231 5.91
28 274 4.44
28 330 5.46
28 342 4.84
28 358 7.23
28 363 3.1
29 28 4.56
29 35 6.33
29 105 7
29 113 3.59
29 114 2.23
29 161 4.95
29 165 4.63
29 218 5.19
29 261 6.58
29 274 4.67
29 286 2.03
29 324 4.73
29 330 5.38
29 331 3.65
30 71 5.04
30 84 2.11
30 94 6.94
30 208 4.94
30 275 5.54
30 292 6.36
30 322 3.67
30 351 7.98
30 376 2.87
30 386 5.7
31 67 2.66
31 86 4.5
31 146 3.33
31 158 5.18
31 174 5.86
31 195 9.13
31 201 5.23
31 220 5.13
31 231 5.36
31 243 3
31 321 5.97
31 322 4.19
32 56 5.38
32 58 2.12
32 80 5.41
32 83 5.21
32 184 4.21
32 257 5.31
32 300 3.53
32 309 3.4
32 366 5.78
32 388 4.4
32 398 3.66
33 13 5.53
33 46 2.45
33 75 5.11
33 107 0
33 157 3.25
33 190 7.17
33 233 7.23
33 266 5.43
33 277 5.36
33 303 3.3
33 356 4.87
34 50 2.28
34 80 5.09
34 95 4.55
34 99 3.41
34 121 7
34 125 6.66
34 127 5.08
34 145 3.84
34 210 3.56
34 266 5.37
34 335 4.44
34 358 7.33
34 368 5.6
34 381 1.12
34 390 4.52
35 85 3.21
35 123 6.41
35 208 5.63
35 214 7.36
35 328 7.17
36 60 6.43
36 72 2.07
36 78 3.61
36 133 6.88
36 186 3.38
36 221 2.18
36 228 6.14
36 259 4.1
36 317 3.51
36 318 2.94
36 397 5.64
37 50 2.22
37 80 5.57
37 144 4.67
37 149 4.46
37 171 5.49
37 185 1.98
37 205 0.44
37 234 6.36
37 247 5.76
37 324 5.18
37 341 6.14
37 365 6.59
37 373 5.57
37 377 4.63
37 384 2.87
38 39 5.14
38 69 1.37
38 92 1.4
38 104 5.74
38 135 4.08
38 208 5.06
38 226 3.74
38 241 6.21
38 274 4.23
38 283 1.58
38 305 2.85
38 307 4.55
38 341 6.46
38 355 7.57
38 377 3.87
39 6 4.8
39 17 7.78
39 32 4.47
39 46 1.99
39 69 1.72
39 73 5.63
39 108 5.6
39 166 9.75
39 208 4.7
39 210 4.05
39 304 9.32
39 349 8.3
39 369 5.19
40 24 6.72
40 61 7.11
40 63 3.37
40 88 3.39
40 236 7.89
40 311 4.76
40 333 3.48
40 344 4.21
40 362 5.71
40 382 4.48
41 50 2.48
41 79 3.14
41 117 7.2
41 139 4.45
41 189 8.44
41 231 5.76
41 245 6.65
41 253 4.84
41 255 5.65
41 268 4.97
41 293 1.4
41 322 3.9
41 360 4.48
41 396 5.93
42 10 8.96
42 43 3.89
42 67 2.98
42 99 3.03
42 113 3.36
42 128 4.26
42 246 6.53
42 298 7.65
42 307 4.13
42 349 7.79
42 364 4
42 372 7.41
42 374 0.92
42 378 7.21
43 20 2.42
43 58 3.04
43 97 3.52
43 133 7.43
43 134 7.87
43 154 3.85
43 164 7.02
43 311 5.46
43 318 3.67
43 320 2.84
43 351 7.94
43 353 4.92
43 369 5.03
44 38 6.32
44 52 6.03
44 93 3.41
44 163 2.68
44 186 3.16
44 236 7.98
44 240 6.28
44 251 1.06
44 338 6.12
44 362 5.99
44 378 7.74
44 380 5.99
44 394 6.13
45 0 3.38
45 14 6.91
45 74 4.8
45 94 7.36
