Seed: 2353923931
Researcher: 150
Papers: 1200
Edges: 2144
RDensity: 0.9
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 375
0 63 5.06
0 119 3.17
0 130 2.09
0 259 4.7
0 328 2.81
0 403 6.08
0 422 4.75
0 488 7.02
0 537 1.86
0 681 7.13
0 738 8.39
0 791 7.66
0 795 2.2
0 1155 4.59
0 1188 7.31
1 78 4.01
1 244 4.74
1 341 8.47
1 477 1.62
1 648 6.48
1 663 6.89
1 847 6.54
1 904 2.16
1 912 6.98
1 961 7.29
1 1084 4.97
1 1149 3.33
2 29 1.56
2 135 6.72
2 197 7.51
2 279 2.46
2 309 2.61
2 318 3.62
2 326 9.21
2 332 3.08
2 383 4.46
2 594 7.61
2 804 7.45
2 952 2.15
2 1014 3.98
2 1035 6.34
2 1076 6.14
3 2 8.31
3 20 5.93
3 210 5.53
3 307 2.76
3 480 4.45
3 508 3.69
3 648 6.75
3 714 4.81
3 793 6.26
3 851 6.56
3 927 6.59
3 989 4.95
3 996 5.92
3 1054 3.34
3 1118 5.61
4 117 2.69
4 156 4.46
4 368 8.6
4 375 5.6
4 532 0.22
4 586 5.73
4 731 3.37
4 748 7.8
4 763 1.67
4 797 4.65
4 814 0.49
4 868 5.26
4 1086 4.95
4 1115 4.17
4 1126 7.02
5 54 5.78
5 171 5.22
5 242 2.83
5 538 8.93
5 555 7.43
5 568 5.68
5 668 5.2
5 724 3.53
5 764 1.23
5 914 3.09
5 941 4.88
5 998 5.84
5 1035 6.23
5 1042 7.37
5 1121 5.61
6 9 5.65
6 63 5.11
6 104 6.85
6 137 7.71
6 151 1.68
6 221 6.56
6 402 2.3
6 434 7.49
6 507 0.68
6 619 8.3
6 628 5.81
6 753 5.25
6 891 4.25
6 1034 1.76
6 1081 6.06
7 79 6.57
7 122 7.61
7 126 2.59
7 219 3.47
7 384 9.69
7 433 4.52
7 468 5.59
7 511 1.76
7 620 5.7
7 680 4.98
7 807 4.06
7 946 6.14
7 982 7.83
8 196 3.66
8 307 2.83
8 369 6.8
8 581 5.38
8 697 3.31
8 749 6.12
8 752 4.23
8 763 0.72
8 781 6.46
8 794 5.33
8 836 4.13
8 909 2.43
8 951 5.81
8 966 2.8
8 986 4.58
9 8 3.09
9 230 3.84
9 265 6.48
9 304 4.9
9 351 5.66
9 528 6.89
9 580 5.21
9 724 3.1
9 725 4.4
9 771 8.14
9 869 4.13
9 892 3.83
9 954 2.22
9 1048 6.76
9 1087 6.91
10 134 5.94
10 330 5.14
10 388 6.87
10 415 6.04
10 512 3.89
10 525 1.5
10 615 3.12
10 724 2.91
10 744 6.21
10 810 6.76
10 893 7.12
10 920 4.46
10 983 2.4
10 1061 5.96
10 1199 4.39
11 0 4.19
11 106 8.25
11 172 3.38
11 295 7.45
11 312 2.52
11 353 8.05
11 413 4.41
11 468 5.55
11 493 5.08
11 715 7.51
11 776 8.42
11 882 7.48
11 970 1.83
11 988 4.03
11 1149 2.81
12 178 2.81
12 257 5.26
12 354 8.18
12 436 4.11
12 460 5.88
12 773 2.83
12 837 5.25
12 1020 5.84
13 2 7.86
13 248 5.49
13 311 1.52
13 409 6.47
13 467 4.41
13 533 8.36
13 785 3.66
13 985 6.14
13 1022 3.11
13 1046 7.15
13 1112 5.5
13 1141 4.01
14 48 3.79
14 230 4.34
14 328 1.97
14 398 4.76
14 430 2.87
14 455 0.36
14 470 7.69
14 481 6.44
14 696 5.25
14 727 6.64
14 737 4.68
14 1016 6.1
14 1103 6.43
14 1152 8.44
14 1158 9.05
15 62 2.43
15 275 6.26
15 515 5.11
15 575 5.83
15 692 3.64
15 700 4.22
15 783 2.8
15 912 6.25
15 979 6.01
15 1009 4.77
15 1081 6.09
15 1090 4.65
15 1143 7.49
15 1174 2.03
15 1175 5.23
16 23 6.7
16 126 2.59
16 140 4.12
16 165 4.09
16 184 3.25
16 188 7.86
16 271 1.37
16 313 4.28
16 455 0.88
16 518 6.24
16 770 6.28
16 775 3.51
16 927 7.36
16 1083 6.23
16 1159 5.3
17 9 5.71
17 142 9.02
17 204 5.03
17 283 3.98
17 408 3.21
17 424 5.9
17 483 4.31
17 509 3.45
17 510 7.88
17 571 5.36
17 802 0.7
17 817 1.01
17 968 9.8
17 1006 5.72
17 1094 4.82
18 70 3.79
18 92 4.12
18 248 5.26
18 257 5.54
18 281 1.72
18 335 6.85
18 535 6.64
18 555 7.68
18 592 7.32
18 606 5.46
18 729 3.16
18 815 4.26
18 1112 5.43
18 1113 7.34
19 21 4.65
19 37 5.01
19 197 7.28
19 526 1.69
19 531 8.59
19 560 4.54
19 604 4.15
19 675 5.41
19 708 6.46
19 748 7.33
19 861 4.27
19 911 7.36
19 941 4.58
19 953 5.27
19 1157 1.86
20 27 5.08
20 187 3.57
20 500 7.36
20 534 2.08
20 601 7.15
20 723 0.4
20 783 3.21
20 840 4.08
20 851 6.83
20 1006 5.36
20 1091 6.67
20 1092 6.53
20 1119 8.45
20 1157 1.9
20 1177 7.02
21 10 5.33
21 45 2.94
21 87 6.72
21 157 1.73
21 260 8
21 272 2.05
21 377 1.23
21 378 3.55
21 419 4.03
21 504 6.92
21 653 5.43
21 795 2.1
21 876 5.73
21 1003 5.94
21 1049 7.26
22 4 6.33
22 11 6.27
22 68 2.15
22 184 3.33
22 423 4.68
22 529 3.23
22 711 2.88
22 738 8.46
22 787 5.96
22 789 6.53
22 966 3.1
22 1111 0.42
22 1117 6.25
22 1153 6.8
22 1182 6.1
23 82 7.9
23 277 5.07
23 325 8.44
23 466 2.27
23 539 4.96
23 806 4.89
23 826 3.58
23 848 4.63
23 910 2.86
23 916 3.88
23 970 2.25
24 25 6.68
24 132 8.11
24 235 4.8
