Seed: 2807671748
Researcher: 100
Papers: 1200
Edges: 1380
RDensity: 0.6
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 250
0 247 6.21
0 269 6.02
0 324 4.79
0 400 6.09
0 403 3.49
0 441 3.27
0 475 6.28
0 652 3.31
0 676 6.89
0 715 5.39
0 787 5.02
0 871 6.36
0 921 3.45
0 1028 3.22
0 1122 4.51
1 110 7.01
1 217 7.09
1 226 4.36
1 293 6.57
1 360 9.42
1 514 3.26
1 777 7.29
1 828 2.46
1 888 8.02
1 999 4.91
1 1087 7.23
2 112 4.37
2 157 6.37
2 310 1.12
2 320 5.42
2 491 5.83
2 519 6.92
2 611 6.07
2 756 6.45
2 850 8.37
2 923 6.84
2 961 5.19
2 984 3.19
2 1056 5.72
3 104 3.4
3 144 3.48
3 231 5.7
3 268 5.34
3 290 4.21
3 306 2.93
3 415 6.03
3 432 4.26
3 471 5.78
3 499 1.71
3 671 5.24
3 724 4.75
3 1013 4.4
3 1023 9.59
3 1120 4.56
4 20 0.28
4 54 6.07
4 246 5.96
4 305 3.42
4 315 6.74
4 435 7.68
4 565 2.66
4 568 6.58
4 639 3.59
4 640 8.42
4 646 3.3
4 713 8.23
4 745 2.72
4 886 5.29
4 1165 5.04
5 98 4.99
5 163 1.92
5 172 5.92
5 217 6.96
5 227 2.77
5 323 4.72
5 330 8.32
5 425 4.25
5 563 7.35
5 599 2.76
5 647 1.48
5 792 6.89
5 895 4.04
5 960 3.07
5 986 3.22
6 27 6.98
6 54 5.72
6 79 5.28
6 118 4.03
6 244 6.32
6 255 6.82
6 555 3.59
6 558 3.11
6 609 3.99
6 735 6.47
6 738 0.85
6 944 1.99
6 1043 8.13
6 1145 5.69
6 1155 6.67
7 172 5.43
7 266 3.08
7 473 5.69
7 650 2.82
7 692 6.05
7 827 7.87
7 855 8.82
7 887 8.73
7 1024 4.51
7 1028 3.72
8 142 2.09
8 168 4.13
8 207 3.71
8 249 1.71
8 388 2.44
8 398 8.57
8 505 4.05
8 590 2.73
8 651 2.57
8 790 3.51
8 809 1.85
8 866 6.16
8 904 2.4
