Seed: 3666903963
Researcher: 150
Papers: 1800
Edges: 2204
RDensity: 0.9
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 375
0 175 8.34
0 315 2.53
0 359 4.02
0 413 3.94
0 545 4.54
0 589 4.36
0 620 3.39
0 750 3.96
0 851 1.85
0 853 1.12
0 1175 5.49
0 1450 3.54
0 1510 0.44
0 1546 6.9
0 1668 3.88
1 4 5.2
1 36 4.67
1 79 2.81
1 131 3.18
1 353 3.21
1 451 6.57
1 559 3.01
1 671 5.7
1 820 5.8
1 870 3.97
1 1184 5.93
1 1365 3.71
1 1474 9.28
1 1479 6
1 1548 6.82
2 17 2.33
2 49 6.14
2 58 4.47
2 150 4.22
2 267 5.11
2 565 3.94
2 665 2.72
2 754 8.89
2 858 4.36
2 1022 6.15
2 1031 6.15
2 1067 3.9
2 1342 2.69
2 1424 7.14
2 1647 5.9
3 2 6.32
3 109 7.78
3 496 4.07
3 535 3.64
3 653 5.13
3 769 7.19
3 821 4.49
3 846 3.79
3 910 4
3 925 6.59
3 1162 6.12
3 1163 4.12
3 1256 8.26
3 1651 7.24
3 1695 4.88
4 294 5.82
4 346 7.43
4 363 5.21
4 526 4.27
4 669 6.06
4 792 8.42
4 801 6.58
4 943 9
4 1050 4.51
4 1091 0.94
4 1326 4.36
4 1492 2.11
4 1548 6.82
4 1581 4.78
5 272 6.49
5 391 8.23
5 415 5.74
5 439 8.54
5 569 5.91
5 618 5.74
5 694 4.44
5 837 3.72
5 1000 2.25
5 1068 8.25
5 1481 3.84
5 1611 1.66
5 1645 3.12
5 1722 5.46
5 1767 5.13
6 85 6.55
6 108 4.05
6 236 3.98
6 266 3.21
6 437 9.88
6 525 5.59
6 537 4.1
6 545 4.85
6 693 2.4
6 779 6.37
6 1108 6.34
6 1200 4.04
6 1388 3.83
6 1585 9.58
6 1742 7.17
7 37 4.71
7 265 8.64
7 284 2.38
7 300 1.41
7 469 2.17
7 627 6.59
7 676 5.57
7 706 2.77
7 868 2.98
7 937 3.82
7 1301 5.34
7 1526 5.49
7 1560 2.13
7 1627 6.86
7 1667 4.42
8 99 5.64
8 232 2.53
8 246 7.07
8 583 8.31
8 690 4.82
8 814 3.83
8 854 7.2
8 896 10
8 926 7.22
8 963 6.83
8 976 2.83
8 994 6.16
8 1363 2.85
8 1408 5.56
8 1719 3.15
9 71 4.44
9 207 2.46
9 216 8.16
9 360 5.65
9 499 8.53
9 827 1.75
9 926 7.29
9 947 2.16
9 951 6.89
9 1137 2.43
9 1441 5.02
9 1494 5.73
9 1638 6.4
9 1748 6.08
10 154 4.14
10 258 8.07
10 283 5.43
10 410 4.88
10 1081 8.22
10 1194 1.53
10 1232 6.63
10 1411 1.23
10 1425 4.48
10 1456 7.33
10 1484 2.34
10 1536 5.79
10 1672 2.53
10 1675 6.09
10 1761 4.74
11 54 6.36
11 86 3.94
11 501 7.31
11 555 5.07
11 786 6.1
11 882 2.8
11 895 8.2
11 1003 6.14
11 1054 2.71
11 1153 6.14
11 1267 3.31
11 1324 2.03
11 1382 2.24
11 1418 6.83
11 1478 5.11
12 76 7.53
12 117 3.91
12 211 5.18
12 499 8.42
12 508 4.08
12 630 3.47
12 722 7.49
12 921 0.88
12 1011 8.06
12 1057 3.69
12 1181 8.85
12 1231 6.04
12 1415 7.59
12 1549 1.85
12 1586 1.61
13 109 7.12
13 136 3.52
13 414 3.52
13 518 0.7
13 536 5.28
13 594 3.48
13 663 7.07
13 984 6.02
13 1060 8.4
13 1064 3.8
13 1220 7.44
13 1269 2.34
13 1387 0.88
13 1503 6.56
13 1735 8.95
14 631 3.83
14 1098 9.18
14 1124 4.59
14 1168 8.49
14 1311 1.96
14 1345 2.88
14 1379 8.18
14 1753 5.58
15 154 3.88
15 327 5.49
15 561 2.77
15 577 7.28
15 729 4.91
15 931 6.56
15 1160 6.96
