Seed: 1335059317
Researcher: 150
Papers: 1800
Edges: 2070
RDensity: 0.6
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 375
0 175 0.98
0 315 2.53
0 359 4.38
0 413 4.03
0 545 7.38
0 620 4.78
0 750 3.81
0 851 4.78
0 853 5.44
0 1175 6.53
0 1450 5.3
0 1510 4.29
0 1546 5.9
0 1668 9.28
1 4 4.19
1 36 6
1 353 3.59
1 451 4.93
1 559 6.64
1 671 4.88
1 820 3.82
1 870 2.76
1 1184 7.15
1 1365 3.42
1 1474 3.75
1 1479 2.79
1 1548 5.04
2 17 6.14
2 49 6.22
2 58 4.13
2 150 7.18
2 267 4.19
2 565 6.9
2 665 4.23
2 754 4.44
2 858 6.8
2 1022 3.57
2 1031 5.5
2 1067 7.13
2 1342 2.38
2 1424 6.85
2 1647 6.89
3 2 8.1
3 109 1.14
3 496 0.5
3 535 6.11
3 653 4.91
3 769 5.4
3 821 2.62
3 846 4.86
3 910 6.31
3 925 4.41
3 1162 7.16
3 1163 5.85
3 1256 2.69
3 1651 4.82
3 1695 3.73
4 294 2.16
4 346 10
4 363 7.62
4 526 4.41
4 669 6.86
4 801 2.44
4 943 2.27
4 1050 6.64
4 1091 4.88
4 1326 5.96
4 1492 5.34
4 1548 4.39
4 1581 3.75
5 272 6.66
5 391 2.14
5 415 7
5 439 5.49
5 569 10
5 618 4.87
5 694 8.93
5 837 6.58
5 1000 5.36
5 1068 4.21
5 1481 8.6
5 1611 6.94
5 1645 5.6
5 1722 1.42
5 1767 1.22
6 85 9.51
6 108 1.99
6 236 4.96
6 266 6.41
6 437 5.2
6 525 7.85
6 537 5.04
6 545 7.28
6 693 5.04
6 779 6.26
6 1108 5.9
6 1200 4.04
6 1388 8.24
6 1585 5.56
6 1742 1.52
7 37 1.77
7 265 4.62
7 284 2.28
7 300 0.68
7 469 4.33
7 627 3.69
7 676 5.2
7 706 3.64
7 868 5.29
7 937 8.42
7 1301 4.17
7 1526 5.36
7 1560 6.34
7 1627 2.56
7 1667 2.38
8 99 0.36
8 232 2.08
8 246 4.16
8 583 1.26
8 690 6.32
8 814 4.76
8 854 1.29
8 896 4.81
8 926 6.7
8 963 3.55
8 976 4.97
8 994 1.13
8 1363 8.52
8 1408 3.62
8 1719 7.37
9 71 4.51
9 216 4.47
9 360 6.73
9 827 5.19
9 926 6.74
9 947 7.61
9 951 3.61
9 1137 6.66
9 1441 3.35
9 1494 3.77
9 1748 5.6
10 154 6.32
10 258 4.91
10 283 4.58
10 410 5.69
10 1081 3.62
10 1194 5.9
10 1232 5.24
10 1411 7.44
10 1425 8.64
10 1456 7.01
10 1484 9.11
10 1536 7.67
10 1672 4.94
10 1675 5.95
10 1761 4.76
11 54 5.34
11 86 5.23
11 501 0.8
11 786 6.59
11 882 2.6
11 1003 1.75
11 1054 3.76
11 1153 6.86
11 1267 3.58
11 1418 4.96
11 1478 4.67
12 76 5.78
12 117 9.22
12 211 3.92
12 499 4.19
12 508 5.68
12 630 4.68
12 722 7.85
12 921 4.45
12 1011 3.72
12 1057 3.24
12 1181 6.32
12 1415 5.86
12 1549 5.1
13 136 5.27
13 536 6.75
13 663 5.02
13 984 4.26
13 1060 4.36
13 1064 3.48
13 1220 8.06
13 1269 3.19
13 1387 8.18
13 1503 2.22
13 1735 5.47
14 1124 6.7
14 1168 5.51
14 1311 2.33
14 1345 5.95
14 1379 5.9
14 1753 4.76
15 327 5.33
15 561 5.28
15 577 4.56
15 729 4.15
15 931 6.72
15 1160 7.65
15 1201 3.82
15 1242 7.21
15 1250 5.38
15 1711 3.87
15 1783 5.29
16 189 5.63
16 228 4.49
16 260 1
16 312 5.14
16 519 5.02
16 681 7.61
16 1007 0.94
16 1166 6.02
16 1514 6.52
16 1521 2.58
16 1556 2.85
16 1583 3.89
17 132 2.77
17 206 7.43
17 228 4.89
17 304 5.77
17 664 8.36
17 716 7.65
17 781 7.38
17 925 3.97
17 1112 6.63
17 1483 1.97
17 1567 4.39
18 320 4.74
18 321 4.76
18 416 3.34
18 533 3.31
18 545 6.9
18 731 5.94
18 866 4.76
18 918 7.44
18 1192 3.62
18 1324 6.26
18 1396 0.6
18 1446 5.15
19 4 3.5
19 270 4.76
19 287 1.1
19 532 3.55
19 809 2.43
19 913 3.4
19 1061 1.32
19 1273 2.58
19 1374 6.42
19 1437 5.08
19 1659 5.2
19 1739 6.35
20 93 3.27
20 173 6.5
20 411 2.81
20 428 9.29
20 800 4.94
20 1021 4.5
20 1030 2.72
20 1047 6.87
20 1135 6.89
20 1151 7.25
20 1268 4.71
20 1312 6.98
20 1553 6.93
20 1754 6.99
21 39 4.99
21 74 5.81
21 161 2.67
21 306 10
21 372 4.82
21 460 6.5
21 558 7.12
21 626 8.58
21 672 1.28
21 725 5.73
21 912 5.62
21 1023 7.57
21 1464 4.04
21 1561 5.51
21 1563 5.52
22 296 5.77
22 588 1.37
22 702 4.08
22 816 8.53
22 856 6.49
22 869 2.81
22 885 3.48
22 1162 6.61
22 1231 4.51
22 1404 5.61
22 1422 6.04
22 1718 5.75
23 107 4.77
23 216 4.69
23 443 4.99
23 466 2.5
23 596 2.5
23 809 2.28
23 928 3.65
23 1027 6.28
23 1071 4.58
23 1332 6.08
23 1352 2.39
23 1458 2.83
23 1534 2.69
23 1563 5.37
23 1629 3.88
24 131 6.17
24 324 5.76
24 446 2.38
24 701 5.28
24 729 3.9
24 1224 3.08
24 1263 3.71
24 1309 3.66
24 1376 3
24 1453 6.11
24 1473 5.69
24 1518 3.72
24 1605 3.44
24 1652 5.68
24 1788 2.86
25 14 6.28
25 29 4.22
25 149 6.08
25 225 4.46
25 313 1.6
25 417 4.27
25 528 6.42
25 1587 5.63
25 1619 4.42
25 1709 5.37
25 1772 7.78
26 245 4.49
26 262 9.39
26 269 3.75
26 421 6.21
26 641 4.7
26 780 4.56
26 1003 2.1
26 1008 7.45
26 1038 6.34
26 1172 7.36
26 1243 4.49
26 1300 4.41
26 1334 3.11
26 1480 7.02
26 1507 2.14
27 279 1.92
27 280 7.47
27 326 5.67
27 413 4.79
27 491 7.03
27 643 5.02
27 670 4.55
27 1020 3.79
27 1044 2.98
27 1273 3.14
27 1308 8.84
27 1369 3.3
27 1414 4.86
27 1452 2.12
28 137 3.25
28 290 3.93
28 308 3.43
28 536 7.33
28 608 2.67
28 623 7.11
28 795 2.33
28 796 8.42
28 808 6.88
28 859 4.91
28 1093 3.59
28 1120 4.91
28 1361 3.88
28 1537 2.88
28 1654 7.29
29 41 6.77
29 113 5.99
29 261 5.01
29 365 1.74
29 414 1.61
29 640 5.96
29 731 5.57
29 803 8.94
29 948 2.64
29 960 3.6
29 1065 5.57
29 1237 7.94
29 1514 6.62
29 1730 6.14
30 90 2.85
30 260 1.3
30 310 4.61
30 396 6.79
30 512 4.34
30 622 8.27
30 782 3.23
30 849 8.29
30 897 7.51
30 986 1.23
30 1013 4.25
30 1144 6.68
30 1514 6.99
30 1591 5.3
31 125 2.18
31 132 2.89
31 146 3.02
31 314 5.23
31 497 6.87
31 544 2.87
31 666 8.39
31 697 4.27
31 919 4.48
31 1066 5.95
31 1207 2.56
31 1289 0.7
31 1470 5.08
31 1490 5.7
31 1678 3.23
32 208 3
32 353 3.2
32 598 3.09
32 615 5.7
32 709 4.64
32 735 6.63
32 882 2.81
32 1042 4.54
32 1078 3.28
32 1168 5.65
32 1382 6.63
32 1419 0.89
32 1499 6.73
32 1608 9.11
32 1776 5.71
33 41 6.38
33 230 6.82
33 239 1.29
33 292 4.45
33 303 2.51
33 517 8.25
33 733 6.29
33 826 4.27
33 959 6
33 1098 7.05
33 1129 4.6
33 1147 5.41
33 1185 6.87
33 1443 4.19
33 1580 6.35
34 179 6.69
34 277 2.24
34 334 3.43
34 352 4.85
34 435 3.98
34 485 3.24
34 505 5.33
34 646 4.95
34 659 3.87
34 685 7.98
34 1076 8.67
34 1189 6.43
34 1354 1.32
34 1436 5.86
34 1608 8.83
35 9 3.52
35 29 4.18
35 143 8.97
35 238 6.43
35 298 7.49
35 510 7.06
35 549 3.01
35 593 6.75
35 732 3.01
35 830 2.71
35 987 4.3
35 1134 3.03
35 1229 0.98
35 1366 5.49
35 1542 6.61
36 3 7.74
36 50 8.43
36 237 5.44
36 364 5.57
36 491 7.94
36 507 2.34
36 701 5.62
36 824 3.47
36 1095 2.35
36 1107 6.06
36 1116 3.75
36 1571 8.05
36 1651 4.55
37 87 9.18
37 183 8.47
37 358 6.4
37 374 4.95
37 487 5.83
37 633 3.73
37 668 7.82
37 730 2.79
37 790 6.64
37 873 1.65
37 1037 4.39
37 1084 3.87
37 1337 5.97
37 1468 4.46
37 1570 4.86
38 80 5.1
38 103 2.7
38 264 2.1
38 451 5.02
38 478 2.09
38 536 6.77
38 581 5.75
38 863 5.37
38 932 6.5
38 1216 3.5
38 1307 4.37
38 1356 5.85
38 1505 1.97
38 1557 7.4
38 1571 8.54
39 82 5.66
39 98 6.12
39 128 4.28
39 187 4.69
39 227 5.71
39 256 8.33
