Seed: 2414463762
Researcher: 100
Papers: 1200
Edges: 1290
RDensity: 0.3
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 250
0 247 5.09
0 269 4.03
0 324 2.53
0 400 5.17
0 403 5.25
0 441 3.99
0 475 2.71
0 652 3.27
0 676 7.24
0 715 5.19
0 787 4.41
0 871 7.71
0 921 4.55
0 1122 0.33
1 217 2.4
1 226 3.39
1 293 2.59
1 360 3.15
1 514 5.85
1 777 3.78
1 828 5.5
1 888 4.92
1 999 7.89
1 1087 5.68
2 112 5.45
2 157 2.25
2 320 7.14
2 491 7.04
2 519 2.36
2 611 5.08
2 756 5.78
2 850 4.28
2 923 5.3
2 961 6.96
2 984 4.82
2 1056 1.28
3 104 4.22
3 144 6.24
3 231 3.42
3 268 3.21
3 290 3.46
3 306 3.82
3 415 7.13
3 432 3.31
3 471 6.1
3 499 4.31
3 671 3.96
3 724 3.02
3 1013 4.74
3 1023 6.85
3 1120 8.07
4 20 5.72
4 54 5.89
4 246 6.58
4 305 2.97
4 315 4.25
4 435 5.3
4 565 3.28
4 568 7.13
4 639 5.43
4 640 5.09
4 646 6.89
4 713 6.7
4 745 6.05
4 886 6.8
4 1165 5.08
5 98 3.86
5 163 7.09
5 172 5.22
5 217 3
5 227 0.97
5 323 7.4
5 330 3.22
5 425 4.4
5 599 5.67
5 647 4.96
5 792 5.37
5 895 1.73
5 960 4.65
5 986 5.31
6 27 5.32
6 54 5.92
6 79 7.16
6 118 4.14
6 244 5.09
6 255 3.19
6 555 5.28
6 558 4.91
6 609 3.94
6 735 7.41
6 738 4.13
6 944 6.44
6 1043 5.11
6 1145 4.99
6 1155 3.89
7 266 4.86
7 473 5.11
7 650 6.5
7 692 6.83
7 827 6.7
7 855 3.61
7 1024 1.85
8 142 4.45
8 168 4.45
8 207 6.36
8 388 5.84
8 398 0.95
8 505 3.33
8 590 3.74
8 651 6.09
8 790 4.54
8 809 7.6
8 866 7.6
8 904 5.05
8 976 3.18
9 1 8.46
9 119 5.32
9 149 2.44
9 177 5.96
9 218 5.49
9 259 2.5
9 301 4.96
9 390 1.29
9 522 6.91
9 632 7.34
9 854 8.26
9 914 2.22
9 1017 4.82
9 1076 4.35
9 1086 8.24
10 67 8.77
10 110 3.46
10 156 4.34
10 302 6.39
10 483 3.04
10 504 7.31
10 618 4.81
10 897 6.92
10 1107 4.54
10 1110 5.42
10 1111 7.78
11 88 3.15
11 106 4.82
11 123 8.44
11 152 5.8
11 294 6.3
11 313 3.2
11 455 2.76
11 535 4.69
11 585 6.5
11 746 1.97
11 1025 4.3
11 1057 2.95
11 1109 6.09
11 1135 9.2
11 1140 4.14
12 96 1.56
12 336 4.37
12 338 2.41
12 413 4.68
12 439 6.19
12 461 6.29
12 508 9.34
12 531 5.3
12 779 0.36
12 893 6.14
13 132 3.99
13 208 6.23
13 299 5
13 373 2.78
13 560 6.02
13 574 4.33
13 659 3.28
13 712 1.27
13 733 6.92
13 829 2.95
13 950 6.97
13 1041 4.68
13 1182 8.59
14 138 8.88
14 394 4.79
14 600 7.36
14 683 6.21
14 709 8.3
14 810 5.91
14 892 6.96
14 968 3.47
14 984 4.85
15 101 3.51
15 211 7.77
15 380 1.09
15 399 6.3
