Seed: 2022180075
Researcher: 50
Papers: 200
Edges: 694
RDensity: 0.9
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 125
0 39 6.35
0 51 5.1
0 55 7.53
0 67 7.02
0 72 2.2
0 78 6.25
0 88 3.64
0 93 4.22
0 113 7.64
0 114 1
0 134 5.52
0 171 1.28
0 185 6.77
0 191 2.08
0 193 4.94
1 0 3.87
1 14 8.93
1 58 4.09
1 68 7.76
1 71 3.15
1 119 5.45
1 127 8.39
1 136 4.52
1 153 4.19
1 155 5.16
1 169 4.2
1 173 6.24
1 183 5.69
1 193 5.29
2 5 5.66
2 14 9.22
2 37 6.67
2 73 4.61
2 88 4.21
2 113 7.82
2 117 2.83
2 124 4.71
2 125 6.91
2 136 4.89
2 147 7.32
2 157 2.3
2 168 5.47
2 170 6.59
3 8 4.04
3 16 6.93
3 19 7.09
3 25 5.86
3 31 6.9
3 86 5.48
3 87 2.74
3 93 3.75
3 99 3.26
3 103 2.33
3 105 5.35
3 114 1.56
3 119 6.11
3 131 7.02
3 156 3.5
4 24 6.6
4 26 2.03
4 29 5.65
4 45 5.8
4 65 5.87
4 71 3.07
4 74 7.43
4 82 5.7
4 85 3.37
4 121 3.28
4 131 7.17
4 144 5.16
4 149 3.69
4 164 6.79
4 191 2.8
5 2 3.89
5 7 4.52
5 13 8.64
5 67 7.03
5 76 5.3
5 87 2.63
5 91 5.2
5 108 5.96
5 131 7.04
5 139 2.81
5 162 2.04
5 167 4.26
5 191 2.93
5 196 3.86
5 198 4.29
6 16 6.73
6 20 4.64
6 34 6.94
6 36 7.28
6 64 5.17
6 66 6.41
6 88 4.03
6 105 5.57
6 114 1.09
6 129 5.64
6 138 5.29
6 141 7.11
6 142 7.72
6 149 3.49
6 181 5.7
7 5 6.01
7 41 5.29
7 45 6.43
7 47 5.95
7 59 2
7 83 4.7
7 106 4.27
7 118 5.47
7 132 8.24
7 144 4.72
7 150 3.28
7 168 5.54
7 192 8.02
7 197 7.92
8 16 7.16
8 34 7.03
8 36 6.66
8 42 4.55
8 67 7.16
8 73 5.03
8 84 7.05
8 90 4.62
8 103 1.64
8 106 3.58
8 121 3.72
8 128 3.85
8 132 8.53
8 160 4.2
8 196 3.46
9 2 4.13
9 22 2.88
9 35 3.15
9 38 6.9
9 51 4.83
9 60 4.19
9 70 5.37
9 89 5.01
9 97 3.72
9 120 3.63
9 134 6.26
9 135 5.83
10 6 4.93
10 11 7.93
10 32 2.85
10 33 7.55
10 67 7.86
10 76 5.59
10 79 5.57
10 89 4.59
10 121 3.19
10 132 8.54
10 134 5.87
10 153 4.58
10 186 6.36
11 13 8.31
11 14 9.08
11 66 6.64
11 106 3.68
11 109 4.83
11 126 6.01
11 156 4.04
11 158 8.21
11 174 2.05
11 181 5.16
11 186 5.85
12 0 3.35
12 81 1.67
12 92 5.76
12 117 1.97
12 129 6.23
12 133 5.39
12 161 7.11
12 169 4.06
12 180 5.78
12 191 2.47
12 193 5.02
13 2 3.78
13 9 2.65
13 18 4.39
13 25 5.62
13 57 3.09
13 68 7.74
13 88 3.9
13 100 6.27
13 131 7
13 144 4.94
13 145 5.78
13 161 6.89
13 163 1.15
13 179 0.79
13 191 2.28
14 5 5.67
14 8 4.42
14 14 8.71
14 21 6.54
14 23 5.76
14 44 4.41
14 53 6.95
14 73 5.08
14 83 4.51
14 95 1.14
14 109 4.14
14 134 5.85
14 148 7.78
14 178 5.29
14 193 5.51
15 1 5.14
15 2 3.8
15 16 7.14
15 34 6.77
15 52 6.53
15 60 4.33
15 65 5.77
15 91 4.97
15 97 4.04
15 131 7.2
15 146 7.24
16 29 5.83
16 33 7.44
16 41 5.59
16 50 5.28
16 54 5.95
16 59 2.09
16 63 5.85
16 82 5.84
16 85 3.71
16 116 7.79
16 118 5.82
16 124 4.94
16 140 3.7
16 159 5.59
16 196 3.59
17 13 8.66
17 28 7.09
17 48 5.68
17 54 5.9
17 55 7.35
17 79 5.7
17 80 6.33
17 88 4.35
17 100 6.03
17 119 6
17 121 3.55
17 127 8.11
17 146 7.19
17 175 5.02
17 181 5.09
18 14 9.04
18 37 6.44
18 39 6.48
18 47 5.45
18 54 5.97
18 73 4.36
18 85 3.7
18 95 0.67
18 104 3.35
18 144 5.24
18 160 3.92
18 171 1.51
18 179 0.67
18 192 7.96
18 197 7.19
19 11 8.07
19 19 6.67
19 23 5.45
19 36 6.84
19 51 5.34
19 56 3.5
19 68 8.04
19 77 6.97
19 91 5.61
19 117 2.06
19 126 5.46
19 132 8.15
19 148 7.66
19 194 4.85
19 199 4.96
20 34 6.98
20 38 6.35
20 43 6.54
20 54 5.95
20 68 7.42
20 92 5.85
20 114 1.53
20 128 4.21
20 143 2.16
20 149 3.1
20 196 3.04
21 2 3.69
21 9 2.39
21 10 4.62
21 17 2.33
21 39 6.18
21 49 7.05
21 84 6.62
21 104 3.8
21 110 2.8
21 122 9.3
21 163 1.87
21 182 10
21 194 5.2
21 195 8.41
21 198 4.23
22 45 6.35
22 51 4.47
22 52 6.4
22 67 7.34
22 94 9.2
22 100 7.01
22 102 7.94
22 109 4.85
22 114 1.86
22 164 6.5
22 170 7.18
22 173 6.69
22 178 5.64
22 180 5.76
22 190 7.31
23 27 2.85
23 38 6.19
23 39 5.92
23 42 4.04
23 55 7.34
23 57 2.66
23 61 4.49
23 62 4.22
23 70 6.24
23 107 4.55
23 115 3.28
23 123 4.58
23 153 4.65
23 168 5.6
23 196 3.6
24 23 6.01
24 37 6.49
24 39 5.91
24 43 6.17
24 75 3.33
24 76 5.27
24 86 5.81
24 89 4.42
24 99 3.76
24 109 4.8
24 116 8.2
24 174 2.55
24 177 6.74
