Seed: 2865961592
Researcher: 100
Papers: 400
Edges: 1060
RDensity: 0.6
minScore: 0
maxScore: 10
maxResearcherForPaper: 7
maxPaperForResearcher: 15
ToAssign: 250
0 11 8.43
0 47 7.67
0 97 6.74
0 109 6.66
0 145 6.1
0 146 4.67
0 270 5.71
0 300 3.39
0 363 2.57
0 368 5.46
0 390 6.35
0 396 3.87
1 33 1.99
1 84 2.11
1 140 3.59
1 167 3.44
1 217 4.46
1 224 5.01
1 246 3.51
1 279 6.65
1 305 8.27
1 311 2.59
1 337 5.53
1 351 3.56
1 353 3.81
1 373 4.9
1 385 3.35
2 14 3.32
2 102 5.68
2 179 5.16
2 201 3.55
2 229 4.4
2 241 8.12
3 121 5.2
3 132 6.45
3 180 4.02
3 184 3.69
3 252 4
3 279 6.07
3 311 2.38
3 320 2.95
3 323 5.41
3 325 1.48
4 17 4.35
4 26 4.96
4 113 6.16
4 116 5.34
4 159 4
4 184 3.94
4 209 5.96
4 273 5.41
4 276 3.17
4 282 3.51
4 385 3.44
4 393 4.98
5 26 5.38
5 92 5.15
5 125 9.7
5 137 5.1
5 158 2.86
5 199 3.51
5 226 4.1
5 307 1.15
5 319 5.26
5 348 7.33
5 389 1.94
6 31 6.2
6 53 7.14
6 75 7.76
6 156 3.95
6 201 3.49
6 279 6.18
6 348 7
6 353 4.28
7 15 5.29
7 17 4.43
7 34 5.51
7 62 5.78
7 73 5.84
7 152 5.91
7 181 3.4
7 187 7.22
7 240 3.98
7 265 8.59
7 341 9.63
7 344 6.31
7 347 6.29
7 362 2.59
7 397 5.82
8 15 5.63
8 24 5.35
8 58 7.77
8 73 5.58
8 85 6.65
8 102 5.76
8 117 9.25
8 149 6.74
8 253 4.85
8 279 6.13
8 281 3.47
9 104 9.88
9 189 8.89
9 194 3.28
9 204 1.58
9 230 5
9 254 2.44
9 280 3.64
9 298 9.67
9 314 1.28
9 361 6.34
9 377 3.1
10 3 5.28
10 120 4.18
10 133 4.68
10 196 4.53
10 270 5.38
10 278 4.28
10 306 7.77
10 373 4.17
10 374 5.3
11 132 5.96
11 153 4.17
11 272 4.57
11 276 3.01
11 350 4.34
11 375 5.38
11 390 6.23
12 70 2.46
12 142 3.21
12 157 3.39
12 240 4.02
12 252 4.18
12 266 4.76
12 276 2.66
12 327 8.03
12 381 3.38
13 36 4.4
13 37 3.84
13 79 4.14
13 91 4.29
13 180 3.5
13 269 3.89
13 312 4.81
13 332 4.96
13 349 7.14
13 377 2.5
14 0 4.95
14 30 6.96
14 94 7.75
14 164 5.3
14 172 3.32
14 178 4.47
14 279 6.23
14 314 0.41
14 355 6.04
14 366 4.25
14 383 6.59
15 6 2.49
15 60 5.08
15 82 0.57
15 173 5.65
15 207 7.11
15 214 1.56
15 216 3.05
15 217 3.98
15 219 4.4
15 243 3.42
15 298 9.36
15 301 5.51
15 339 6.77
16 34 4.99
16 53 6.23
16 59 6.69
16 60 4.65
16 62 5.95
16 65 3.52
16 104 10
16 157 3.55
16 166 7.11
16 233 7.78
16 282 3.68
16 394 7.03
16 399 2.71
17 8 3.13
17 22 5.2
17 60 4.86
17 75 7.27
17 168 2.55
17 216 3.39
17 218 4.73
17 225 2.74
17 278 4.59
17 324 5.76
17 341 9.61
18 10 1.92
18 12 2.33
18 117 9.3
18 161 6.1
18 186 5.29
18 196 4.35
18 201 4.22
18 241 8.39
18 277 5.68
18 321 7.59
18 361 7.07
18 399 3.54
19 199 3.33
19 231 5.17
19 256 4.76
19 278 4.97
19 291 6.38
19 351 3.7
19 362 2.99
19 365 7.94
20 3 4.8
20 52 2.13
20 65 2.93
20 108 3.43
20 121 5.76
20 213 1.96
20 236 1.86
20 239 3.06
20 248 6.6
20 287 4.36
20 352 4.31
20 382 5.1
21 30 7.55
21 63 7.24
21 74 3.66
21 77 3.4
21 103 5.7
21 119 4.54
21 136 2.31
21 177 4.7
21 180 3.82
21 209 6.37
21 301 4.87
21 315 3.28
21 337 5.06
22 35 3.65
22 86 5.21
22 93 7.77
22 97 6.89
22 116 4.62
22 119 4.81
22 292 3.11
22 357 1.83
23 45 8.65
23 129 7.26
23 139 6.95
23 149 6.48
23 238 5.56
23 261 8.54
23 267 6.22
23 286 2.82
23 308 5.98
24 4 6.6
24 12 1.64
24 23 5.68
24 66 6.8
24 123 4.32
24 161 5.33
24 169 3.73
24 189 9.24
24 195 5.32
24 244 6.58
24 262 7.97
24 265 8.89
24 324 5.68
24 359 7.52
24 395 5.35
25 23 5.86
25 55 3.1
25 110 7.55
25 148 2.86
25 161 6.07
25 169 3.53
25 185 5.32
25 233 7.6
25 260 8.98
25 289 2.25
25 306 7.14
25 336 3.78
25 342 6.23
25 346 4.39
26 15 5.78
26 18 7.76
26 28 4.61
26 84 2.42
26 109 7.4
26 122 9.5
26 150 4.18
26 192 4.7
26 267 5.99
26 296 4.67
26 297 2.11
26 333 8.01
26 373 4.01
26 380 4.76
26 397 6.36
27 24 5.68
27 27 5.25
27 33 2.02
27 34 5.06
27 41 2.23
27 44 7.02
27 56 5.96
27 77 2.86
27 128 3.55
27 167 3.75
27 258 4.57
27 266 4.21
27 299 4.02
27 341 9.7
28 53 6.66
28 89 5.38
28 104 9.9
28 114 5.26
28 144 6.81
28 146 5.11
28 170 3.14
28 179 5.29
28 211 5.2
28 223 9.26
28 284 3.97
28 296 5.32
28 333 7.92
28 398 2.4
29 0 4.32
29 8 4.1
29 55 3.36
29 88 8.31
29 110 7.14
29 154 4.21
29 175 3.71
29 194 2.85
29 214 1.31
29 349 6.7
29 379 4.05
29 396 4.05
30 19 4.34
30 77 3.46
30 165 3.31
30 230 5.05
30 244 6.47
31 3 5.13
31 37 3.95
31 96 6.41
31 161 6.12
31 171 7.08
31 217 3.98
31 268 1.53
31 273 5.14
31 288 6.27
31 317 7.47
31 351 4.46
32 43 4.36
32 257 1.76
32 277 6.16
32 297 1.32
32 318 0.29
32 358 5.61
33 5 4.27
33 21 7.32
33 103 5.16
33 153 4.54
33 225 2.46
33 265 8.4
33 270 5.88
33 287 4.21
33 294 6.05
33 322 3.15
34 3 4.8
34 42 4.95
34 84 2.13
34 111 7.75
34 117 8.45
34 184 4.05
34 209 6.49
34 240 4.16
34 248 7.08
34 249 8.6
34 274 2.56
34 295 8.52
34 314 1.11
34 333 8.02
34 355 6.03
35 125 9.81
35 137 4.37
35 181 2.95
35 243 3.26
35 269 4.61
35 318 0
35 351 3.74
35 384 4.53
36 27 5.43
36 100 3.21
36 160 8.83
36 164 5.05
36 231 5.8
36 292 3.23
36 367 2.88
37 13 3.45
37 22 4.77
37 61 3.73
37 149 6.76
37 188 5.94
37 189 8.69
37 205 5.38
37 254 2.22
37 258 3.69
37 265 8.46
37 272 5.2
37 279 6.43
37 285 7.28
37 326 6.49
37 385 3.76
38 57 3.98
38 104 9.26
38 113 5.89
38 150 4.64
38 164 5.78
38 177 5.04
38 187 6.78
38 192 5.02
38 256 4.84
38 259 3.19
38 382 4.4
39 1 5.33
39 25 2.67
39 29 5.82
39 58 7.79
39 59 6.42
39 89 5.37
39 135 5.86
39 144 5.84
39 157 3.41
39 165 3.73
39 217 4.58
39 281 3.09
39 288 7.05
40 16 6.93
40 21 6.7
40 27 5.03
40 124 6.63
40 131 7.16
40 156 3.42
40 203 3.37
40 287 4.21
40 365 8.23
40 390 5.65
40 396 3.71
41 22 5.2
41 32 7.05
41 67 4.94
41 70 1.98
41 82 0.26
41 90 5.93
41 118 6.49
41 175 3.28
41 185 4.86
41 202 5.65
41 328 5.23
41 368 5.28
41 388 6.26
42 11 7.71
42 41 2.7
42 74 3
42 126 7.68
42 194 2.64
42 245 3.11
42 354 7.33
42 376 5.65
43 1 5.41
43 5 4.23
43 32 6.51
43 235 9.48
43 300 3.31
43 303 5.09
43 358 5.73
43 376 5.58
43 377 2.57
43 382 4.35
43 385 3.53
44 28 4.96
44 44 7.17
44 77 3.32
44 90 5.99
44 139 6.96
44 148 2.85
44 157 4.05
44 196 4.5
44 223 9.32
44 329 5.32
44 346 3.92
44 391 3.22
44 397 5.83
45 9 3.43
45 12 1.69
45 56 6
45 149 6.01
45 209 6.79
45 228 3.25
45 254 2.16
45 340 3.23
46 7 5.11
46 27 5.4
46 42 4.44
46 68 1.31
46 69 2.56
46 71 6.65
46 81 6.97
46 90 6.03
46 132 5.74
46 254 3.02
46 265 8.84
46 275 4.64
46 295 8.51
47 10 2.69
47 94 7.28
47 105 5.96
47 133 4.67
47 234 1.91
47 246 4.41
47 283 7.4
47 306 7.32
47 309 4.29
47 359 7.22
47 376 5.76
48 172 4.19
48 181 3.02
48 190 3.93
48 215 5.36
48 254 2.56
48 284 4.47
48 294 6.7
48 372 5.62
49 47 7.68
49 68 0.72
49 76 6.32
49 91 4.56
49 148 2.5
49 170 3.15
49 174 3.46
49 217 4.61
49 225 2.75
49 292 3.28
49 320 3.78
49 371 5.24
50 17 4.35
50 73 6.25
50 111 7.74
50 123 5.02
50 157 4.15
50 168 2.5
50 193 5.69
50 224 5.19
50 290 2.11
50 372 5.59
51 71 6.82
51 85 6.78
51 105 5.93
51 106 6.79
51 119 4.59
51 124 6.57
51 177 4.41
51 251 1.81
51 255 3.16
51 260 9.19
51 397 5.89
52 20 7.24
52 117 8.8
52 225 2.75
52 257 1.44
52 266 4.33
53 22 5.01
53 49 1.8
53 94 7.63
53 165 2.79
53 175 3.45
53 249 9.23
53 253 5.04
53 259 3.42
53 306 7.92
53 320 3.73
53 374 5.36
54 52 2.36
54 177 4.64
54 185 5.01
54 198 2.9
54 219 4.79
54 225 2.86
54 238 5.75
54 268 1.58
54 289 1.45
55 10 1.94
55 48 9.15
55 161 6
55 304 4.71
55 332 4.85
55 341 9.62
55 367 2.73
56 16 6.99
56 108 3.72
56 188 6.5
56 246 3.79
56 262 7.65
56 271 3.04
56 308 5.68
56 361 6.91
57 1 5.58
57 87 6.45
57 108 3.1
57 172 3.94
57 175 3.17
57 189 8.68
57 215 5.74
57 232 5.5
57 353 4.03
58 64 7.46
58 67 5.1
58 83 6.13
58 134 1.9
58 197 5.63
58 199 3.18
58 241 8.75
58 357 1.29
58 381 2.61
59 74 3.33
59 83 5.36
59 149 5.84
59 189 8.57
59 190 3.81
59 372 6.42
60 0 4.39
60 7 5.66
60 39 6.27
60 143 7.06
60 160 8.53
60 162 3.66
60 171 6.39
60 191 6.07
60 261 8.22
60 336 3.57
60 337 5.04
60 347 6.63
60 369 5.02
61 80 4.02
61 127 2.27
61 166 6.73
61 253 4.98
61 299 4.4
61 309 3.87
61 310 4.72
61 334 1.21
61 372 5.63
62 49 1.76
62 88 8.11
62 92 5.32
62 112 5.55
62 128 3.31
62 162 4.16
62 177 5.3
62 200 6.96
62 227 2.8
