Seed: 23715705
Researcher: 80
Papers: 1120
Edges: 2207
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 200
0 192 1
0 226 6
0 286 4
0 322 2
0 470 9
0 471 6
0 485 5
0 565 4
0 685 8
0 778 3
0 893 4
0 963 9
0 1002 5
0 1040 4
1 82 3
1 244 3
1 334 4
1 361 6
1 617 8
1 947 9
1 956 3
2 137 5
2 198 4
2 218 5
2 281 6
2 285 5
2 353 7
2 392 6
2 409 6
2 491 6
2 751 6
2 771 4
2 809 6
2 832 7
2 878 4
2 907 6
2 964 2
2 1096 4
3 10 4
3 169 4
3 295 7
3 296 5
3 308 5
3 367 6
3 370 7
3 390 4
3 396 5
3 486 7
3 487 5
3 505 4
3 563 3
3 578 4
3 590 7
3 651 5
3 700 6
3 722 7
3 744 7
3 772 4
3 789 3
3 806 3
3 906 5
3 955 6
3 1039 4
4 19 0
4 27 10
4 54 6
4 71 6
4 241 6
4 359 7
4 363 7
4 389 7
4 404 4
4 453 4
4 459 7
4 469 5
4 478 8
4 492 5
4 521 6
4 648 2
4 663 5
4 706 7
4 737 5
4 863 1
4 959 8
4 991 4
4 1045 8
5 345 0
5 427 8
5 456 6
5 520 5
5 553 4
5 558 7
5 643 6
5 730 3
5 895 4
5 978 10
5 1088 6
5 1103 5
6 64 6
6 101 4
6 112 5
6 114 3
6 139 7
6 141 5
6 150 3
6 151 4
6 241 5
6 258 7
6 273 3
6 286 4
6 287 5
6 311 5
6 318 7
6 377 5
6 385 7
6 397 5
6 410 6
6 436 4
6 458 6
6 489 9
6 495 5
6 500 6
6 574 6
6 587 7
6 654 3
6 677 5
6 678 8
6 699 1
6 701 6
6 706 6
6 713 5
6 764 6
6 775 6
6 808 6
6 838 4
6 842 4
6 867 6
6 884 6
6 895 4
6 898 5
6 957 7
6 1001 5
6 1038 3
6 1042 3
6 1050 2
6 1090 6
6 1096 5
7 11 4
7 109 5
7 131 7
7 183 4
7 189 8
7 207 2
7 233 8
7 243 1
7 258 5
7 279 6
7 311 4
7 335 3
7 358 1
7 380 10
7 389 6
7 398 10
7 420 3
7 458 8
7 468 5
7 478 9
7 507 5
7 516 5
7 562 7
7 564 1
7 577 3
7 613 5
7 625 3
7 677 5
7 756 7
7 798 0
7 815 3
7 845 4
7 863 3
7 966 4
7 976 8
7 984 6
7 1048 7
7 1064 5
7 1065 4
7 1066 4
7 1068 7
7 1071 9
8 11 2
8 127 3
8 175 5
8 312 5
8 340 6
8 377 5
8 436 4
8 545 8
8 659 7
8 703 3
8 744 7
8 808 7
8 860 7
8 897 6
8 972 0
8 975 8
8 1074 3
9 418 3
9 474 8
9 539 7
9 594 2
9 657 1
9 852 5
9 874 7
9 928 4
9 1007 3
10 33 6
10 44 7
10 48 3
10 64 5
10 78 6
10 115 7
10 226 6
10 234 10
10 236 8
10 274 5
10 314 5
10 315 1
10 343 4
10 358 2
10 408 4
10 441 3
10 460 6
10 463 4
10 464 8
10 473 6
10 474 8
10 528 2
10 534 10
10 552 2
10 618 7
10 651 5
10 747 7
10 766 5
10 779 6
10 794 5
10 816 6
10 838 2
10 931 2
10 934 7
10 997 7
10 1066 6
10 1083 9
10 1115 5
11 83 4
11 133 5
11 138 4
11 185 5
11 274 7
11 360 4
11 425 8
11 430 9
11 499 3
11 511 4
11 617 7
11 652 7
11 679 5
11 680 6
11 718 7
11 799 7
11 836 6
11 868 5
11 1042 4
12 32 3
12 50 7
12 61 1
12 70 9
12 81 4
12 152 1
12 250 10
12 271 8
12 339 8
12 345 0
12 359 8
12 362 4
12 398 9
12 458 7
12 510 8
12 512 3
12 520 6
12 567 5
12 613 6
12 688 5
12 695 9
12 699 2
12 703 3
12 721 7
12 786 5
12 924 8
12 929 3
12 949 4
12 964 1
12 986 5
12 1006 6
12 1110 6
13 3 7
13 10 4
13 38 6
