Seed: 1837282084
Researcher: 100
Papers: 1400
Edges: 3712
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 250
0 161 5
0 277 4
0 356 3
0 365 4
0 441 2
0 539 6
0 549 10
0 692 8
0 1011 5
1 11 2
1 47 3
1 54 3
1 80 2
1 127 9
1 150 4
1 159 5
1 200 1
1 203 7
1 212 3
1 236 8
1 268 8
1 315 7
1 377 5
1 394 8
1 415 9
1 418 1
1 420 5
1 428 5
1 435 5
1 468 6
1 470 9
1 492 7
1 494 3
1 521 4
1 535 6
1 572 1
1 583 7
1 584 3
1 623 7
1 624 5
1 658 4
1 699 6
1 727 4
1 735 6
1 766 3
1 780 2
1 797 2
1 809 8
1 841 9
1 902 4
1 929 5
1 940 8
1 984 4
1 988 5
1 991 0
1 997 8
1 1039 3
1 1099 9
1 1127 7
1 1171 3
1 1201 4
1 1214 5
1 1277 8
1 1329 3
1 1342 6
1 1343 7
1 1346 5
1 1357 0
1 1361 7
2 430 4
2 472 8
2 508 6
2 592 5
2 661 4
2 799 4
2 805 1
2 875 7
2 952 7
2 961 4
2 1051 4
2 1086 7
2 1171 2
2 1245 4
2 1305 1
3 38 3
3 82 4
3 134 3
3 195 8
3 229 2
3 230 5
3 240 9
3 265 3
3 294 5
3 307 3
3 308 4
3 341 2
3 371 4
3 400 7
3 525 4
3 611 8
3 692 8
3 706 7
3 719 7
3 762 5
3 789 4
3 855 6
3 896 4
3 910 6
3 912 6
3 937 4
3 945 5
3 974 5
3 996 5
3 1137 7
3 1164 6
3 1176 6
3 1203 3
3 1236 3
3 1286 4
3 1342 7
4 34 2
4 48 4
4 54 3
4 78 6
4 80 3
4 169 2
4 171 4
4 191 4
4 193 3
4 196 4
4 201 5
4 218 6
4 230 6
4 239 4
4 249 10
4 262 7
4 283 4
4 302 8
4 327 5
4 364 6
4 390 3
4 393 2
4 407 7
4 411 6
4 422 6
4 440 1
4 448 3
4 466 1
4 522 1
4 540 6
4 563 7
4 575 6
4 583 7
4 695 6
4 724 9
4 733 7
4 754 0
4 756 5
4 779 6
4 794 6
4 824 7
4 843 7
4 844 8
4 857 9
4 867 5
4 878 4
4 896 4
4 898 4
4 907 4
4 922 3
4 928 4
4 962 7
4 976 4
4 1001 1
4 1004 6
4 1021 8
4 1061 3
4 1191 1
4 1195 7
4 1246 3
4 1267 8
4 1273 9
4 1294 1
4 1324 3
4 1351 8
4 1356 4
4 1363 1
5 1 5
5 78 6
5 204 5
5 312 7
5 365 4
5 373 3
5 386 3
5 493 5
5 543 7
5 573 3
5 629 5
5 643 5
5 711 3
5 883 1
5 893 5
5 956 7
5 975 9
5 1011 4
5 1062 5
5 1106 8
5 1204 4
5 1217 4
5 1378 0
6 67 4
6 266 5
6 429 3
6 527 4
6 559 2
6 1037 6
6 1096 5
6 1152 2
6 1181 6
6 1185 4
6 1247 4
6 1345 9
7 50 3
7 162 2
7 187 8
7 445 4
7 466 0
7 539 6
7 652 4
7 887 4
7 916 0
7 919 9
7 1165 5
7 1172 6
7 1312 5
8 141 6
8 182 7
8 202 8
8 494 2
8 632 3
8 743 4
8 751 7
8 756 6
8 1031 8
8 1041 4
8 1115 5
8 1176 4
8 1228 2
9 255 6
9 334 8
9 376 7
9 381 3
9 500 5
9 590 7
9 594 4
9 611 8
9 612 1
9 619 5
9 639 2
9 680 5
9 773 6
9 841 9
9 845 5
9 862 9
9 1047 4
9 1079 4
9 1218 4
10 12 7
10 42 8
10 95 7
10 124 7
10 133 9
10 135 4
10 191 4
10 205 6
10 214 3
10 228 7
10 252 7
10 271 8
10 284 1
10 311 5
10 312 6
10 328 1
10 337 5
10 342 0
10 344 5
10 375 6
10 376 8
10 377 4
10 391 5
10 407 6
10 425 4
10 492 5
10 521 5
10 536 9
10 559 2
10 566 8
10 575 6
10 643 5
10 652 3
10 653 7
10 659 4
10 669 4
10 696 5
10 759 6
10 774 3
10 816 3
10 821 2
10 838 4
10 870 3
10 885 8
10 895 2
10 933 5
10 947 4
10 994 8
10 1050 4
10 1065 5
10 1272 5
10 1287 3
10 1333 6
10 1354 6
10 1382 6
10 1398 4
11 25 5
11 70 7
11 127 9
11 183 4
11 191 6
11 229 4
11 305 4
11 329 5
11 331 7
11 336 6
11 362 5
11 373 3
11 389 3
11 407 6
11 442 8
11 463 6
11 497 1
11 578 1
11 654 5
11 688 6
11 690 8
11 692 8
11 705 3
11 733 8
11 740 4
11 741 7
11 742 6
11 766 1
11 778 5
11 782 7
11 836 5
11 907 3
11 948 4
11 972 3
11 974 5
11 1027 7
11 1057 5
11 1077 5
11 1084 4
11 1091 4
11 1104 6
11 1105 7
11 1142 1
11 1251 3
11 1296 6
11 1327 3
11 1331 7
11 1340 4
11 1352 6
11 1373 5
11 1396 4
12 44 3
12 71 2
12 73 2
12 95 7
12 120 9
12 150 3
12 194 6
12 195 7
12 219 7
12 241 4
12 245 1
12 257 2
12 262 7
12 275 6
12 284 0
12 288 4
12 344 4
12 346 5
