Seed: 1892823247
Researcher: 120
Papers: 1680
Edges: 5489
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 300
0 59 5
0 74 5
0 102 9
0 112 5
0 127 6
0 186 4
0 253 7
0 315 4
0 332 1
0 360 5
0 361 7
0 408 5
0 503 6
0 516 9
0 617 5
0 644 2
0 679 1
0 695 2
0 736 8
0 753 5
0 781 3
0 859 5
0 870 3
0 901 3
0 936 4
0 949 4
0 996 8
0 1085 4
0 1095 6
0 1161 3
0 1250 6
0 1272 7
0 1283 9
0 1348 6
0 1391 9
0 1433 3
0 1463 9
0 1621 4
0 1633 7
0 1639 6
1 43 7
1 59 5
1 68 4
1 104 6
1 154 6
1 196 2
1 219 10
1 288 7
1 326 4
1 465 6
1 469 6
1 771 2
1 828 10
1 835 2
1 884 5
1 908 3
1 1056 4
1 1110 7
1 1127 3
1 1196 6
1 1321 4
1 1394 7
1 1475 6
1 1480 6
1 1573 2
1 1590 8
1 1673 5
2 75 7
2 101 7
2 195 3
2 264 8
2 278 4
2 334 5
2 338 5
2 633 3
2 642 6
2 667 5
2 706 3
2 778 8
2 831 4
2 1050 4
2 1100 6
2 1255 4
2 1410 7
2 1469 3
2 1543 1
3 143 5
3 625 8
3 661 7
3 698 5
3 949 6
3 1341 5
4 441 5
4 540 5
4 1450 4
5 6 6
5 9 1
5 16 0
5 52 7
5 58 4
5 64 6
5 101 7
5 124 9
5 126 1
5 128 5
5 187 7
5 192 7
5 199 5
5 200 6
5 253 5
5 254 4
5 310 4
5 343 3
5 398 8
5 421 5
5 444 2
5 478 4
5 485 3
5 500 5
5 505 4
5 524 5
5 526 7
5 541 4
5 585 4
5 607 6
5 629 7
5 646 7
5 667 5
5 671 4
5 677 7
5 705 4
5 710 6
5 719 6
5 723 4
5 725 2
5 805 7
5 817 3
5 861 4
5 882 3
5 899 3
5 907 10
5 909 3
5 912 6
5 919 5
5 926 3
5 935 2
5 959 5
5 960 6
5 973 4
5 1034 7
5 1051 3
5 1064 6
5 1073 3
5 1104 5
5 1115 5
5 1124 6
5 1134 6
5 1150 8
5 1196 6
5 1220 8
5 1225 1
5 1231 4
5 1252 6
5 1287 4
5 1294 5
5 1298 3
5 1305 3
5 1362 8
5 1382 5
5 1403 3
5 1473 6
5 1573 4
5 1589 5
5 1599 1
5 1626 7
5 1643 6
6 63 1
6 73 5
6 78 4
6 101 6
6 142 8
6 164 6
6 221 5
6 230 6
6 259 7
6 285 3
6 286 4
6 290 5
6 326 5
6 350 3
6 353 3
6 356 7
6 421 4
6 459 9
6 468 5
6 492 6
6 496 8
6 502 8
6 513 7
6 515 6
6 529 7
6 597 10
6 602 8
6 608 8
6 639 6
6 661 5
6 704 6
6 708 2
6 726 9
6 735 0
6 808 5
6 851 6
6 896 5
6 897 4
6 932 6
6 940 6
6 943 2
6 954 4
6 975 9
6 977 4
6 998 3
6 1044 8
6 1068 3
6 1116 5
