Seed: 2383488740
Researcher: 60
Papers: 360
Edges: 657
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 150
0 53 2
0 63 3
0 86 7
0 128 5
0 134 4
0 157 7
0 190 5
0 204 4
0 208 2
0 221 5
0 266 5
0 326 6
1 9 5
1 11 5
1 32 8
1 40 5
1 71 1
1 78 4
1 91 8
1 93 5
1 145 3
1 164 3
1 168 2
1 170 3
1 183 6
1 195 6
1 294 8
1 303 6
1 304 4
1 306 3
2 41 4
2 199 3
2 207 5
2 309 5
3 7 5
3 15 7
3 39 3
3 47 3
3 48 6
3 52 10
3 86 5
3 140 6
3 161 5
3 171 5
3 175 9
3 180 7
3 237 3
3 242 6
3 278 8
3 324 5
3 337 7
4 21 2
4 22 6
4 25 3
4 35 4
4 36 5
4 71 2
4 110 6
4 157 6
4 182 10
4 211 7
4 229 1
4 311 5
5 21 3
5 27 8
5 28 3
5 71 2
5 102 3
5 120 9
5 268 4
5 276 7
5 279 5
5 294 8
6 87 3
6 218 4
6 238 6
6 249 5
6 250 5
6 269 9
6 289 2
7 77 8
7 142 4
7 203 5
7 206 7
7 208 3
7 231 8
7 241 1
7 279 5
7 282 5
7 290 8
7 294 6
7 301 6
7 329 4
7 351 5
7 353 5
8 37 8
8 61 4
8 95 6
8 145 4
8 148 4
8 236 5
8 292 6
8 311 5
8 316 6
8 323 8
9 66 6
9 172 9
9 262 0
9 265 5
9 347 7
10 67 7
10 68 4
10 100 8
10 146 5
10 172 8
10 206 6
10 229 0
10 270 3
10 273 5
10 275 5
10 277 5
10 304 4
10 310 2
10 318 4
10 322 6
10 324 4
10 334 7
11 9 3
11 18 8
11 33 4
11 39 2
11 102 2
11 161 7
11 194 6
11 195 6
11 214 9
11 230 3
11 305 4
11 312 5
12 32 6
12 186 4
12 203 4
12 260 5
12 274 3
12 283 6
13 83 7
13 103 6
13 130 6
13 131 5
13 173 5
13 191 9
13 215 3
13 224 6
13 227 4
13 235 6
13 279 5
13 306 5
13 329 3
13 349 9
13 354 4
14 21 2
14 29 2
14 55 5
14 59 5
14 90 6
14 102 2
14 124 6
14 133 7
14 151 3
14 206 6
14 224 6
14 245 3
14 252 6
14 307 0
14 310 2
14 351 4
15 11 5
15 126 4
15 149 2
15 159 2
15 250 5
15 265 4
16 138 4
16 257 7
16 297 1
17 12 5
17 43 7
17 74 3
17 78 4
17 92 5
17 125 2
17 189 7
17 200 8
17 201 5
17 237 4
17 317 5
18 86 7
18 113 5
18 181 3
18 247 1
18 249 4
18 324 4
18 346 8
19 17 3
19 36 6
19 127 6
19 172 7
19 187 5
19 193 8
19 223 4
19 294 8
19 314 4
19 333 4
20 32 7
20 44 2
20 52 10
20 62 5
20 65 2
20 134 2
20 149 2
20 180 6
20 223 3
20 260 5
20 288 5
20 298 6
20 301 4
20 302 3
20 346 7
21 9 3
21 55 3
21 101 5
21 142 5
21 159 2
21 195 4
21 247 0
21 289 4
21 340 7
22 5 3
22 56 7
22 64 7
22 88 1
22 93 3
22 116 7
22 143 5
22 184 2
22 185 4
22 226 5
22 253 5
22 259 8
22 277 6
22 297 0
22 302 4
22 312 4
22 322 5
22 356 5
23 16 7
23 23 4
23 34 7
23 94 2
23 129 5
23 137 2
23 140 6
23 149 2
23 164 2
23 168 3
23 200 7
23 229 2
23 238 7
23 250 4
23 286 7
23 307 0
23 313 5
23 340 7
24 25 3
24 73 3
24 119 4
24 234 4
24 239 8
24 280 5
24 335 5
25 171 4
25 178 3
25 183 5
25 195 6
25 225 6
25 240 10
25 260 6
25 284 3
25 299 6
25 312 6
25 338 6
25 340 7
25 342 5
26 18 8
26 55 4
26 68 4
26 109 6
26 114 6
26 143 7
26 153 6
26 161 5
26 166 7
26 207 5
26 227 4
26 249 4
26 334 6
27 105 8
27 321 7
28 37 7
28 51 5
28 136 4
28 180 6
28 192 7
28 213 8
28 262 0
28 289 2
29 81 3
29 105 8
30 11 5
30 33 4
30 38 2
30 50 6
30 52 10
30 136 4
30 140 4
30 163 5
30 188 3
30 229 2
30 230 4
30 332 3
30 340 7
30 345 5
30 355 4
31 78 4
31 134 2
31 273 5
31 287 5
31 324 4
32 10 5
32 71 1
32 89 5
32 99 4
32 171 5
32 186 4
32 197 9
32 198 8
32 258 6
32 264 3
32 295 7
32 320 8
33 3 4
33 26 6
33 46 4
33 120 8
33 140 4
33 141 6
33 174 7
33 178 2
33 211 7
33 220 5
33 223 4
33 242 6
33 257 9
33 260 5
33 263 4
33 344 4
33 349 8
33 350 7
34 8 6
34 36 7
34 62 4
34 75 3
34 94 4
34 108 6
34 126 3
34 146 4
34 147 5
34 163 5
34 169 6
34 217 6
34 232 4
34 266 7
34 309 6
34 326 6
34 332 3
34 336 7
35 89 5
35 106 4
35 140 4
35 152 4
35 184 2
35 206 6
35 210 9
35 227 3
35 255 4
35 274 5
35 275 5
35 280 6
35 325 4
36 24 7
36 32 6
36 42 5
36 88 2
36 176 2
36 196 6
36 208 2
36 225 8
36 237 4
36 240 9
36 242 5
36 246 2
36 251 7
36 277 4
36 318 5
37 0 5
37 31 10
37 85 6
37 97 3
37 98 6
37 124 8
37 147 7
37 156 3
37 165 8
37 207 5
37 208 3
37 281 5
37 285 9
37 311 3
37 323 10
37 328 5
37 341 3
38 57 6
38 121 9
38 160 6
38 174 7
38 233 4
39 27 6
39 108 4
39 136 4
39 186 6
39 211 7
39 213 9
39 280 7
39 295 7
39 335 7
39 352 4
40 94 2
40 122 7
40 155 3
40 215 3
40 271 4
41 6 7
41 11 5
41 13 7
41 31 10
41 39 1
41 45 2
41 47 3
41 96 2
41 129 5
41 132 6
41 213 9
41 254 6
41 256 6
41 272 10
41 286 7
41 301 6
41 313 7
41 323 10
42 30 3
42 111 5
42 144 3
42 157 6
42 205 3
42 227 3
42 248 5
42 358 6
43 65 0
43 117 6
43 167 5
43 187 5
43 212 3
43 231 7
43 243 2
43 295 6
43 299 5
43 303 7
43 346 7
44 20 4
44 40 6
44 46 5
44 62 4
44 68 4
44 72 7
44 100 7
44 115 3
44 119 5
44 127 6
44 284 3
44 338 6
45 2 4
45 20 4
45 70 1
45 116 7
