Seed: 1656463224
Researcher: 60
Papers: 600
Edges: 1049
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 150
0 0 7
0 63 7
0 72 8
0 84 8
0 86 9
0 135 5
0 188 2
0 196 7
0 233 7
0 312 5
0 323 1
0 348 7
0 431 2
0 478 6
0 520 3
0 547 1
1 97 3
1 218 6
1 225 8
1 275 5
1 281 6
1 368 5
1 369 3
1 578 5
1 587 6
2 2 0
2 8 5
2 57 3
2 64 4
2 69 7
2 169 5
2 184 6
2 196 7
2 293 4
2 303 6
2 309 4
2 315 6
2 462 5
2 487 6
2 566 5
3 112 1
3 271 2
3 336 5
3 383 6
4 4 4
4 9 8
4 24 7
4 40 4
4 71 3
4 91 6
4 103 8
4 117 5
4 121 5
4 158 4
4 168 4
4 189 8
4 193 5
4 207 6
4 242 4
4 243 3
4 244 0
4 298 4
4 340 4
4 344 6
4 368 3
4 381 5
4 382 4
4 385 4
4 401 8
4 402 7
4 415 3
4 446 6
4 502 7
4 541 6
5 11 10
5 117 6
5 211 8
5 428 5
5 561 5
5 588 4
6 157 7
6 186 5
6 268 5
6 334 4
6 337 5
6 338 3
6 419 7
6 556 2
7 94 4
7 198 6
7 212 5
7 219 2
7 265 2
7 325 3
7 474 7
7 539 5
8 13 6
8 23 7
8 44 6
8 48 5
8 59 6
8 60 6
8 104 4
8 109 4
8 124 6
8 138 5
8 145 2
8 181 3
8 270 4
8 286 7
8 297 5
8 301 2
8 344 5
8 352 3
8 358 5
8 378 4
8 423 6
8 426 6
8 434 5
8 456 5
8 511 2
8 529 6
8 550 5
8 554 4
8 558 5
8 598 3
9 6 5
9 14 3
9 184 6
9 262 5
9 477 6
9 581 6
10 12 2
10 35 1
10 36 4
10 63 7
10 71 1
10 74 6
10 107 4
10 112 3
10 159 5
10 171 9
10 176 6
10 195 6
10 197 5
10 257 6
10 276 6
10 292 7
10 313 4
10 333 2
10 347 6
10 385 4
10 414 2
10 425 5
10 442 6
10 443 5
10 456 3
10 474 8
10 523 0
10 524 6
10 531 6
10 576 4
11 62 4
11 250 2
11 343 6
11 416 4
11 481 2
11 491 5
12 25 3
12 98 5
12 113 3
12 126 6
12 168 5
12 207 8
12 222 4
12 264 6
12 267 2
12 273 7
12 318 5
12 433 6
12 447 5
13 2 0
13 20 9
13 29 4
13 32 3
13 46 1
13 47 9
13 93 5
13 94 3
13 110 7
13 144 8
13 179 5
13 272 4
13 279 7
13 280 5
13 300 2
13 313 4
13 340 3
13 372 6
13 378 6
13 386 5
13 406 4
13 437 3
13 440 3
13 496 7
13 497 5
13 504 4
13 520 1
13 525 4
13 569 5
14 7 8
14 34 7
14 39 3
14 61 2
14 72 7
14 109 6
14 162 5
14 227 7
14 261 3
14 269 3
14 285 8
14 307 8
14 328 8
14 347 6
14 356 1
14 410 6
14 430 6
14 433 6
14 446 4
14 495 4
14 498 6
14 507 10
14 510 7
14 546 3
14 575 4
15 28 7
15 67 3
15 69 6
15 95 2
15 96 5
15 134 8
15 147 2
15 231 8
15 356 2
15 360 3
15 364 4
15 372 4
15 380 6
15 404 5
15 432 3
15 459 4
15 468 4
15 484 4
15 514 10
15 550 5
16 50 6
16 87 4
16 147 2
16 157 9
16 163 4
16 208 7
16 234 4
16 250 1
16 261 3
16 282 6
16 309 4
16 372 5
16 414 2
16 431 3
16 449 0
16 457 8
16 467 4
16 483 5
16 496 5
16 516 1
16 519 1
16 527 7
16 540 4
16 543 5
16 553 7
17 77 8
17 102 6
17 165 7
17 249 4
17 290 5
17 398 8
17 406 4
17 434 7
17 448 3
17 538 5
17 542 6
17 550 6
17 552 6
18 7 7
18 67 3
18 115 6
18 142 2
18 244 0
18 320 0
18 439 3
18 441 8
18 527 6
18 591 3
18 595 1
19 40 5
19 53 2
19 74 6
19 178 5
19 180 5
19 283 6
19 358 4
19 546 2
20 214 3
20 221 4
20 470 7
20 521 4
21 5 5
21 27 6
21 30 6
21 38 3
21 51 5
21 61 2
21 71 2
21 90 3
21 101 5
21 102 6
21 116 3
21 123 8
21 131 4
21 143 7
21 153 6
21 189 10
21 192 4
21 250 1
21 266 8
21 302 8
21 305 5
21 316 3
21 371 0
21 386 5
21 391 5
21 393 5
21 597 6
21 598 4
22 64 3
22 80 4
22 183 7
22 327 5
22 345 3
22 348 6
22 361 7
22 379 8
22 393 5
22 513 5
23 72 8
23 173 3
23 350 4
24 128 2
24 133 4
24 206 0
24 226 7
24 253 5
24 307 8
24 389 4
24 394 6
24 427 4
24 593 1
25 21 5
25 43 7
25 121 5
25 167 8
25 220 1
25 257 7
25 261 3
25 268 4
25 277 4
25 316 3
25 321 3
25 329 8
25 379 8
25 385 4
25 392 6
25 406 2
25 446 4
25 453 7
25 515 7
25 528 6
26 0 6
26 42 4
26 43 7
26 56 8
26 59 6
26 98 5
26 111 3
26 112 2
26 119 2
26 127 0
26 158 6
26 172 7
26 228 6
26 233 7
26 239 3
26 267 3
26 291 3
26 306 2
26 333 1
26 391 4
26 393 7
26 394 7
26 409 5
26 454 6
26 468 5
26 484 3
26 537 3
27 7 8
27 22 7
27 23 5
27 45 7
27 58 5
27 82 4
27 100 3
27 187 8
27 222 5
27 236 5
27 249 6
27 283 6
27 295 5
27 300 4
27 303 6
27 307 6
27 312 5
27 341 5
27 427 5
27 464 6
27 466 5
27 500 2
27 532 3
27 541 7
27 544 5
27 563 2
27 570 3
27 579 4
27 580 3
28 70 2
28 74 5
28 96 5
28 107 5
28 127 1
28 129 6
28 136 6
28 146 10
28 168 6
28 192 5
28 213 6
28 258 0
28 285 9
28 303 4
28 342 3
28 360 5
28 370 4
28 372 4
28 374 2
28 377 7
28 383 7
28 444 5
28 476 5
28 485 8
28 492 5
28 493 8
28 511 3
28 548 7
28 562 7
28 575 4
29 13 5
29 50 4
29 103 7
29 114 4
29 137 3
29 157 7
29 246 5
29 264 6
29 270 4
29 289 3
29 290 7
29 307 8
29 364 2
29 376 1
29 421 3
29 451 2
29 570 4
29 596 3
30 13 6
30 58 4
30 61 2
30 63 7
30 125 5
30 161 5
30 200 6
30 243 2
30 248 5
30 266 7
30 285 10
30 289 3
30 299 1
30 332 4
30 368 3
30 399 5
30 409 4
30 454 8
30 460 2
30 474 8
30 504 4
30 508 7
30 510 7
30 577 6
30 598 2
31 23 7
31 33 2
31 37 7
31 46 3
31 81 5
31 152 1
31 203 9
31 217 9
31 219 3
31 246 3
31 247 4
31 248 6
31 302 8
31 304 3
31 324 8
31 343 8
31 365 10
31 423 5
31 554 4
31 555 7
31 564 1
31 572 5
31 576 5
32 13 5
32 149 2
32 158 4
32 176 5
32 209 2
32 240 3
32 267 4
32 274 8
32 287 4
32 319 9
32 330 5
32 331 5
32 343 8
32 379 8
32 400 3
32 420 2
32 473 6
32 509 4
32 517 6
32 549 10
32 566 5
33 7 8
33 14 2
33 22 5
33 64 3
33 85 0
33 99 6
33 131 2
33 230 3
33 272 6
33 296 6
33 310 9
33 311 8
33 323 1
33 352 3
33 356 1
33 362 1
33 377 5
33 403 8
33 496 5
33 536 5
33 549 9
33 569 6
33 580 5
34 3 5
34 21 3
34 41 6
34 68 3
34 74 5
34 86 9
34 87 3
34 122 8
34 130 7
34 133 5
34 185 7
34 219 2
34 224 8
34 256 6
34 268 6
34 342 2
34 380 5
34 415 1
34 438 0
34 463 4
34 512 3
34 531 5
34 590 7
35 30 4
35 38 4
35 85 1
35 160 5
35 177 1
35 236 5
35 294 5
35 318 7
35 335 7
35 357 5
35 367 3
35 421 4
35 446 5
35 449 0
35 501 4
35 511 2
35 518 8
35 573 3
36 42 5
36 46 1
36 56 7
36 59 4
36 67 5
36 79 5
36 117 7
36 129 7
36 142 3
36 179 4
36 234 4
36 287 2
36 296 8
36 311 10
36 319 9
36 322 8
36 373 7
36 388 5
36 397 6
36 424 7
36 443 5
36 547 3
36 570 3
36 572 5
37 86 7
37 88 7
37 245 4
37 276 4
37 399 6
37 497 5
37 572 3
38 59 5
38 66 5
38 155 3
38 190 5
38 193 6
38 217 9
38 340 3
38 365 10
38 405 4
38 408 5
38 420 2
38 426 6
38 491 4
38 493 9
38 528 6
38 532 2
39 16 5
39 106 5
39 194 4
39 237 6
39 268 6
39 291 1
39 315 5
39 403 10
39 445 5
39 511 2
39 568 6
39 580 4
39 589 6
40 15 4
40 24 7
40 29 5
40 50 5
40 103 7
40 146 8
40 192 4
40 194 6
40 238 2
40 259 6
40 281 6
40 300 4
40 341 6
40 353 7
40 371 1
40 411 5
40 415 1
40 441 8
40 458 5
40 466 6
40 468 5
40 482 8
40 536 4
40 545 5
40 559 3
41 223 8
41 310 9
41 330 6
41 492 7
41 533 6
42 40 4
42 71 3
42 91 6
42 120 5
42 139 6
42 157 7
42 164 8
42 175 7
42 214 3
42 221 5
42 239 3
42 240 2
42 244 0
42 254 4
42 271 0
42 330 5
42 336 7
42 345 3
42 376 2
42 393 6
42 422 3
42 444 6
42 445 6
42 465 5
42 475 0
42 496 6
42 503 4
42 522 2
42 551 7
42 599 0
43 17 3
43 24 8
43 32 4
43 40 6
43 64 4
43 65 6
43 83 4
43 104 6
43 112 3
43 145 3
43 170 7
43 202 4
43 217 10
43 222 3
43 261 5
43 266 6
43 290 7
43 339 6
43 353 6
43 354 5
43 355 7
43 363 2
43 372 4
43 402 8
43 450 6
43 472 2
43 482 6
43 552 6
43 590 8
43 594 4
44 13 6
44 26 4
44 79 5
44 91 7
44 105 9
44 106 5
44 136 6
44 201 5
44 214 3
44 227 6
44 247 2
44 260 9
44 263 6
44 281 4
44 285 8
44 332 4
44 373 8
44 383 6
44 453 6
44 489 6
44 493 8
44 498 4
44 527 8
44 546 3
44 583 4
44 592 5
44 598 2
45 2 1
45 28 8
45 95 4
45 108 3
45 141 2
45 148 7
45 149 2
45 153 5
45 242 5
45 244 0
45 252 4
45 258 1
45 307 6
45 308 4
45 314 2
45 347 5
45 366 7
45 375 7
45 390 4
45 413 5
45 479 4
45 487 7
45 492 7
45 494 7
45 512 4
45 571 9
45 584 8
45 588 4
46 10 5
46 18 2
46 73 6
46 89 4
46 132 7
46 151 8
46 193 7
46 287 2
46 420 2
46 522 2
46 586 5
46 595 3
47 22 5
47 89 5
47 102 4
47 166 4
47 174 7
47 235 9
47 237 7
47 305 5
47 307 6
47 412 7
47 434 6
47 450 6
47 469 7
47 486 3
47 488 2
47 501 3
47 545 6
47 560 4
47 598 2
