Seed: 4190053257
Researcher: 100
Papers: 1000
Edges: 2746
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 250
0 194 8
0 234 6
0 840 4
0 854 5
1 1 5
1 10 9
1 52 2
1 84 6
1 89 3
1 94 6
1 99 6
1 115 5
1 147 2
1 159 3
1 162 10
1 195 4
1 226 5
1 244 2
1 277 1
1 312 5
1 359 2
1 376 5
1 398 6
1 414 7
1 459 3
1 473 7
1 477 2
1 526 8
1 544 5
1 551 2
1 576 4
1 591 6
1 602 7
1 631 4
1 666 8
1 694 3
1 723 7
1 769 7
1 788 7
1 799 9
1 807 7
1 809 4
1 854 5
1 860 5
1 861 2
1 866 1
1 887 4
1 921 4
1 937 6
1 949 3
1 961 3
1 969 1
1 976 4
2 7 5
2 8 4
2 23 5
2 78 4
2 89 3
2 97 10
2 114 6
2 116 4
2 119 3
2 208 7
2 269 4
2 273 6
2 293 6
2 405 5
2 412 9
2 417 7
2 421 6
2 435 4
2 452 4
2 483 4
2 519 7
2 527 7
2 530 2
2 562 6
2 587 3
2 606 5
2 655 8
2 681 4
2 830 5
2 852 4
2 907 5
2 975 4
2 988 6
3 60 0
3 71 7
3 92 2
3 178 8
3 201 2
3 222 2
3 226 6
3 296 9
3 375 7
3 384 5
3 413 4
3 423 6
3 508 5
3 515 6
3 614 4
3 624 6
3 660 4
3 687 1
3 690 4
3 712 4
3 799 8
3 803 6
3 805 9
3 808 10
3 871 8
3 872 2
3 924 7
3 975 5
3 998 2
4 4 5
4 33 2
4 119 3
4 128 4
4 195 4
4 198 4
4 207 2
4 272 4
4 289 0
4 307 6
4 311 0
4 318 7
4 367 6
4 420 2
4 491 2
4 579 5
4 588 6
4 606 3
4 608 4
4 612 6
4 639 9
4 640 4
4 661 6
4 669 2
4 675 3
4 692 4
4 693 4
4 709 4
4 721 3
4 742 4
4 786 4
4 830 5
4 913 8
4 945 8
4 996 8
5 33 1
5 47 5
5 91 5
5 197 2
5 250 6
5 264 5
5 300 10
5 475 7
5 532 9
5 545 3
5 584 5
