Seed: 100221930
Researcher: 40
Papers: 240
Edges: 315
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 100
0 6 8
0 53 6
0 81 5
0 105 7
0 123 3
0 138 8
0 147 9
0 202 5
0 210 10
0 213 6
1 22 3
1 38 3
1 46 8
1 51 7
1 96 5
1 131 2
1 137 5
1 138 7
1 144 2
1 153 6
1 218 7
1 225 4
2 3 4
2 57 8
2 87 7
2 89 7
2 115 6
2 116 4
2 127 3
2 136 8
2 216 6
3 20 1
3 27 9
3 54 3
3 56 6
3 73 5
4 104 3
4 202 6
5 2 5
5 228 7
6 20 0
6 66 8
6 107 3
6 112 5
6 155 3
6 156 7
6 165 4
7 60 6
7 141 4
7 157 5
7 179 3
7 222 3
8 103 2
8 111 3
8 164 6
8 182 6
8 193 6
8 232 8
9 10 7
9 15 2
9 25 0
9 40 5
9 67 5
9 106 5
9 110 1
9 201 4
9 204 4
9 205 4
9 218 7
9 237 4
10 12 5
10 19 5
10 32 5
10 37 4
10 97 7
10 99 9
10 132 4
10 148 6
10 149 5
10 154 4
10 166 7
10 217 7
11 42 4
11 53 6
11 88 7
11 100 6
11 168 6
11 201 5
11 229 0
12 23 3
12 30 7
12 71 3
12 72 7
12 91 2
12 126 1
12 140 8
12 181 1
12 198 6
12 227 9
12 233 10
12 238 2
13 5 4
13 27 8
13 132 5
13 143 7
13 151 7
13 159 5
13 171 6
13 172 3
13 201 5
13 208 9
13 225 6
13 235 2
14 16 5
14 20 1
14 22 5
14 38 3
14 78 2
14 84 5
14 112 5
14 184 4
14 190 9
14 199 8
14 231 5
14 237 4
15 21 5
15 93 8
15 96 4
15 101 6
15 119 4
15 159 6
15 165 5
15 197 6
15 199 9
16 95 3
16 99 8
16 144 2
16 173 8
16 195 2
17 44 6
17 74 5
17 75 3
17 142 0
17 146 2
17 154 6
17 187 5
17 198 8
18 21 6
18 33 1
18 49 7
18 70 5
18 82 5
18 120 7
18 208 8
19 11 8
19 92 7
19 128 3
19 178 5
19 209 5
20 1 7
20 21 5
20 50 7
20 90 5
20 101 6
20 125 3
20 137 5
20 145 6
20 147 9
20 162 2
20 196 3
21 7 4
21 93 8
21 108 4
21 134 5
21 152 5
21 174 6
21 175 6
21 212 6
22 41 2
22 45 3
22 69 6
22 181 1
22 182 5
22 185 5
23 52 6
23 61 5
23 65 4
23 86 2
23 191 3
23 212 5
23 224 10
23 226 6
23 233 8
24 48 4
24 63 5
24 215 4
24 223 8
24 237 4
25 13 4
25 94 9
25 135 6
25 161 6
25 163 6
25 176 4
26 6 7
26 167 2
27 8 8
27 9 10
27 32 5
27 62 5
27 124 0
27 147 8
27 220 7
28 13 6
28 28 4
28 45 5
28 72 7
28 128 2
28 177 1
28 189 3
28 194 6
28 202 6
28 228 7
29 24 5
29 34 5
29 113 6
29 119 4
29 137 4
29 169 4
29 190 8
29 206 4
30 0 5
30 4 4
30 77 8
30 98 6
30 102 1
30 114 6
30 230 5
31 29 5
31 44 6
31 46 7
31 58 5
31 85 4
31 206 4
31 224 9
31 234 6
32 3 6
32 14 6
32 64 3
32 107 4
32 139 5
32 186 1
32 207 3
32 237 2
33 44 6
33 55 1
33 117 2
33 188 5
33 200 6
33 211 1
33 236 5
34 36 6
34 59 4
34 72 8
34 81 7
34 146 3
34 150 7
34 158 8
34 203 4
34 219 3
35 17 6
35 18 5
35 20 0
35 26 6
35 31 3
35 39 5
35 67 5
35 76 0
35 143 7
35 160 8
35 191 2
35 239 0
36 35 8
36 38 4
36 204 2
37 15 2
37 17 6
37 36 6
37 73 7
37 75 4
37 83 4
37 86 1
37 105 7
37 109 5
37 170 6
37 180 1
37 221 7
38 4 6
38 43 6
38 183 5
38 192 7
38 214 6
38 236 4
39 36 5
39 47 5
39 68 6
39 75 3
39 79 3
39 80 3
39 118 6
39 121 7
39 122 6
39 129 7
39 130 5
39 133 6
