Seed: 1241539868
Researcher: 120
Papers: 2160
Edges: 5971
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 300
0 65 7
0 69 7
0 79 4
0 96 5
0 101 2
0 118 7
0 121 5
0 138 2
0 150 2
0 170 4
0 187 9
0 196 4
0 229 2
0 235 6
0 250 7
0 362 3
0 434 4
0 436 8
0 451 5
0 485 7
0 538 7
0 588 5
0 656 0
0 672 7
0 683 8
0 686 7
0 705 5
0 733 7
0 749 8
0 755 3
0 770 5
0 772 8
0 785 1
0 790 4
0 807 2
0 815 5
0 838 3
0 866 2
0 893 8
0 901 8
0 909 4
0 930 7
0 931 5
0 953 3
0 992 4
0 995 10
0 1010 5
0 1024 3
0 1066 4
0 1071 9
0 1088 5
0 1138 3
0 1150 1
0 1164 3
0 1166 7
0 1236 2
0 1260 3
0 1317 3
0 1359 5
0 1386 9
0 1389 2
0 1396 3
0 1441 8
0 1476 6
0 1481 8
0 1495 5
0 1502 5
0 1552 3
0 1567 7
0 1570 6
0 1644 7
0 1664 2
0 1672 6
0 1674 6
0 1713 8
0 1719 3
0 1732 7
0 1753 9
0 1772 5
0 1782 4
0 1832 5
0 1833 5
0 1845 2
0 1856 9
0 1869 5
0 1885 2
0 1901 6
0 1904 4
0 1909 3
0 1922 5
0 1929 5
0 1931 5
0 2020 5
0 2055 7
0 2062 7
0 2077 8
0 2086 4
0 2087 2
0 2125 5
1 63 2
1 423 5
1 507 4
1 1064 6
1 1193 1
1 1337 3
1 1529 4
1 1538 4
1 1707 6
1 1749 3
2 105 6
2 108 5
2 176 5
2 291 4
2 395 6
2 721 4
2 747 3
2 770 7
2 865 5
2 1113 3
2 1342 3
2 1755 8
2 1855 2
2 1959 6
2 2019 7
3 113 7
3 191 6
3 261 4
3 283 5
3 288 4
3 356 2
3 362 3
3 367 4
3 419 8
3 431 3
3 454 9
3 456 3
3 462 3
3 473 6
3 476 3
3 524 6
3 532 8
3 539 7
3 552 5
3 572 5
3 575 2
3 597 6
3 692 6
3 701 7
3 753 2
3 800 3
3 887 3
3 966 7
3 1015 7
3 1187 5
3 1207 5
3 1245 7
3 1268 6
3 1283 9
3 1287 8
3 1428 4
3 1499 6
3 1500 5
3 1515 5
3 1568 3
3 1572 5
3 1574 0
3 1635 1
3 1662 2
3 1713 6
3 1764 4
3 1966 4
3 1991 9
3 2012 8
3 2049 5
3 2089 2
3 2120 3
4 44 9
4 122 6
4 144 2
4 196 5
4 216 7
4 260 2
4 306 3
4 319 4
4 374 6
4 401 5
4 413 4
4 559 3
4 644 5
4 662 2
4 669 9
4 673 6
4 677 5
4 825 5
4 926 4
4 927 5
4 958 7
4 1029 4
4 1087 2
4 1127 4
4 1159 4
4 1165 8
4 1231 2
4 1277 4
4 1282 3
4 1302 5
4 1306 1
4 1317 2
4 1321 5
4 1350 2
4 1406 7
4 1482 9
4 1487 5
4 1509 6
4 1533 6
4 1568 5
4 1578 6
4 1716 4
4 1732 9
4 1755 9
4 1797 7
4 1830 7
4 1901 6
4 1942 6
4 1951 6
4 1964 8
4 2044 4
4 2075 5
4 2102 7
4 2125 5
4 2127 7
5 165 0
5 177 5
5 232 8
5 289 5
5 344 4
5 430 5
5 517 6
5 571 6
5 715 4
5 815 5
