Seed: 848335415
Researcher: 140
Papers: 1400
Edges: 4726
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 350
0 9 2
0 18 5
0 78 4
0 98 7
0 194 4
0 201 5
0 212 8
0 215 3
0 220 10
0 240 6
0 243 2
0 267 4
0 271 2
0 307 2
0 357 4
0 366 6
0 396 3
0 403 2
0 441 1
0 495 4
0 496 7
0 513 4
0 533 6
0 543 6
0 548 9
0 551 2
0 556 2
0 578 4
0 605 6
0 617 5
0 646 9
0 674 6
0 697 5
0 701 5
0 715 8
0 731 9
0 763 4
0 795 7
0 834 2
0 836 6
0 867 4
0 889 3
0 891 5
0 919 5
0 993 4
0 1005 5
0 1029 8
0 1032 4
0 1054 5
0 1063 6
0 1098 3
0 1103 4
0 1104 4
0 1118 8
0 1141 8
0 1176 5
0 1179 6
0 1183 7
0 1189 6
0 1215 2
0 1244 3
0 1259 4
0 1276 4
0 1352 6
0 1376 6
0 1383 7
0 1391 3
1 7 4
1 23 3
1 100 4
1 108 6
1 165 5
1 173 4
1 203 4
1 401 7
1 423 8
1 442 7
1 626 6
1 650 5
1 725 4
1 740 6
1 856 6
1 964 7
1 1004 8
1 1019 3
1 1034 5
1 1059 4
1 1163 2
1 1173 3
1 1266 4
1 1269 4
1 1278 4
1 1313 9
1 1337 5
2 25 4
2 40 8
2 73 6
2 107 2
2 116 8
2 188 6
2 200 6
2 204 8
2 211 4
2 245 3
2 331 7
2 338 5
2 342 4
2 363 4
2 364 2
2 400 10
2 413 7
2 419 2
2 428 8
2 472 7
2 504 6
2 627 4
2 655 0
2 656 2
2 673 4
2 690 9
2 751 6
2 787 7
2 893 4
2 909 2
2 950 2
2 963 5
2 984 4
2 992 3
2 1007 5
2 1035 4
2 1085 5
2 1107 3
2 1135 5
2 1145 6
2 1146 6
2 1150 6
2 1161 7
2 1200 2
2 1242 2
2 1256 4
2 1337 5
2 1342 7
2 1391 3
2 1395 7
3 63 3
3 146 2
3 171 7
3 217 0
3 266 8
3 274 0
3 362 5
3 404 3
3 411 2
3 449 5
3 458 5
3 585 3
3 600 3
3 660 5
3 786 7
3 788 3
3 837 5
3 986 6
3 995 4
3 1004 9
3 1025 5
3 1060 5
3 1194 7
3 1198 6
3 1202 4
3 1216 4
3 1235 3
3 1358 5
3 1381 5
3 1389 4
3 1393 3
4 34 3
4 94 2
4 96 6
4 102 3
4 105 5
4 115 3
4 246 4
4 351 5
4 355 3
4 465 6
4 478 10
4 486 6
4 507 8
4 539 6
4 556 1
4 557 2
4 607 7
4 662 5
4 675 2
4 678 6
4 681 4
4 771 3
4 790 4
4 913 3
4 937 9
4 1038 6
4 1091 7
4 1104 4
4 1138 5
4 1152 6
4 1192 7
4 1233 4
4 1263 4
4 1273 6
4 1310 6
4 1323 7
4 1351 7
4 1354 5
5 11 5
5 17 5
5 81 3
5 93 4
5 116 6
5 131 3
5 132 5
5 142 7
5 143 2
5 178 7
5 182 8
5 233 7
5 234 2
5 312 4
5 314 3
5 338 5
5 368 3
5 401 6
5 419 3
5 425 7
5 484 8
5 487 8
5 514 4
5 544 1
5 551 2
5 610 9
5 647 5
5 673 6
5 714 9
5 716 5
5 731 7
5 741 6
5 776 5
5 782 5
5 797 6
5 811 3
5 817 5
5 821 5
5 824 6
5 851 3
5 877 5
5 880 5
5 897 3
5 924 6
5 926 4
5 934 5
5 973 5
5 1002 5
5 1019 3
5 1100 6
5 1104 6
5 1114 8
5 1120 4
5 1143 5
5 1180 6
5 1185 7
5 1188 8
5 1219 8
5 1259 4
5 1289 5
5 1303 7
5 1309 7
5 1312 8
5 1322 1
5 1329 4
5 1338 2
5 1346 9
5 1372 2
5 1389 3
6 12 5
6 17 6
6 21 5
6 31 6
6 58 7
6 71 5
6 75 4
6 130 2
6 132 4
6 150 7
6 155 8
6 204 8
6 207 1
6 233 8
6 368 4
6 370 4
6 392 7
6 397 8
6 399 5
6 433 4
6 439 4
6 461 7
6 583 7
6 596 3
6 660 6
6 677 8
6 704 6
6 743 6
6 780 9
6 787 8
6 793 6
6 807 3
6 818 6
6 845 6
6 866 6
6 909 4
6 932 6
6 935 3
6 939 4
6 951 2
6 1041 8
6 1071 4
6 1102 6
6 1105 6
6 1193 5
6 1251 5
6 1284 5
6 1285 1
6 1330 4
6 1345 5
6 1354 6
7 29 5
7 49 5
7 51 3
7 59 5
7 224 7
7 241 9
7 305 3
7 321 7
7 347 4
7 354 7
7 577 5
7 603 4
7 663 6
7 734 1
7 843 9
7 858 4
7 872 4
7 882 5
7 892 7
7 893 2
7 906 7
7 934 6
7 1020 0
7 1024 6
7 1029 8
7 1097 7
7 1147 4
7 1163 1
7 1215 2
7 1220 3
7 1272 5
7 1309 7
8 20 5
8 52 5
8 58 6
8 89 7
8 106 5
8 138 7
8 151 3
8 176 3
8 192 7
8 354 7
8 368 4
8 391 5
8 395 7
8 434 3
8 441 3
8 460 4
8 490 6
8 531 8
8 537 4
8 606 4
8 678 7
8 686 4
8 738 9
8 741 6
8 771 5
8 809 5
8 861 2
8 886 7
8 946 4
8 955 5
8 957 7
8 978 5
8 1002 5
8 1063 8
8 1107 3
8 1128 5
8 1180 5
8 1234 4
8 1317 2
8 1324 5
8 1338 2
8 1342 5
9 326 7
9 360 3
9 613 5
9 1078 6
9 1279 5
10 57 5
10 76 9
10 98 7
10 180 5
10 259 9
10 284 6
10 342 5
10 377 3
10 392 5
10 416 7
10 437 6
10 439 2
10 449 7
10 548 9
10 559 6
10 594 1
10 724 6
10 778 6
10 804 4
10 817 6
10 859 5
10 903 5
10 909 4
10 1035 4
10 1043 1
10 1057 5
10 1237 3
10 1257 10
11 31 7
11 59 6
11 74 3
11 82 9
11 87 7
11 115 3
11 119 6
11 123 1
11 148 8
11 165 5
11 171 7
11 176 4
11 237 5
11 250 5
11 254 4
11 394 4
11 446 5
11 447 5
11 524 6
11 582 6
11 597 7
11 599 7
11 622 7
11 654 2
11 668 6
11 694 5
11 727 5
11 812 4
11 825 3
11 840 5
11 880 6
11 887 5
11 889 3
11 893 2
11 958 6
11 1025 6
11 1065 6
11 1077 3
11 1141 7
11 1146 5
11 1157 7
11 1166 0
11 1178 9
11 1188 8
11 1207 4
11 1217 6
11 1229 5
11 1269 4
11 1279 6
11 1284 4
11 1297 8
11 1321 6
11 1339 4
11 1369 4
11 1381 6
11 1394 6
12 64 4
12 66 3
12 101 6
12 199 8
12 254 4
12 388 7
12 537 6
12 598 4
12 632 6
12 642 6
12 694 5
12 727 4
12 810 7
12 962 4
12 1025 7
12 1049 4
12 1053 5
12 1054 4
12 1286 4
12 1376 7
13 0 3
13 157 6
13 168 6
13 170 6
13 178 6
13 201 6
13 215 3
13 272 5
13 294 5
13 306 8
13 312 5
13 322 2
13 342 6
13 349 4
13 363 3
13 367 4
13 373 3
13 381 5
13 435 5
13 452 5
13 464 7
13 501 3
13 507 7
13 516 0
13 517 7
13 549 3
13 554 8
13 555 4
13 565 2
13 568 6
13 587 5
13 661 10
13 696 4
13 732 4
13 746 3
13 760 3
13 833 2
13 935 4
13 952 7
13 955 4
13 975 7
13 982 8
13 1041 7
13 1085 6
13 1172 3
13 1210 6
13 1244 2
13 1278 4
13 1296 9
13 1310 4
13 1362 1
14 46 5
14 283 6
14 577 3
14 584 8
14 699 2
14 734 1
