Seed: 1740580607
Researcher: 140
Papers: 3080
Edges: 10613
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 350
0 223 6
0 340 4
0 864 2
0 1055 3
0 1598 10
0 2000 7
0 2308 2
0 2361 4
0 2376 5
0 2428 5
0 2553 4
0 2583 5
0 2641 5
0 2646 8
0 2743 3
0 2938 8
0 3077 6
1 32 4
1 90 3
1 106 9
1 138 4
1 179 2
1 316 5
1 332 3
1 429 5
1 444 2
1 473 2
1 484 3
1 513 5
1 628 6
1 631 6
1 632 6
1 691 4
1 716 4
1 731 6
1 794 6
1 838 6
1 873 3
1 982 6
1 1017 6
1 1020 4
1 1066 7
1 1075 2
1 1103 5
1 1197 4
1 1395 6
1 1402 2
1 1435 8
1 1471 7
1 1520 6
1 1537 2
1 1707 6
1 1868 4
1 1895 8
1 1974 4
1 1978 6
1 2051 9
1 2144 5
1 2199 1
1 2232 8
1 2234 8
1 2240 5
1 2259 7
1 2266 2
1 2332 2
1 2336 9
1 2397 5
1 2434 8
1 2447 6
1 2481 3
1 2510 4
1 2536 10
1 2559 6
1 2608 7
1 2616 4
1 2701 7
1 2770 10
1 2779 3
1 2806 2
1 2807 6
1 2858 2
1 2874 5
1 2939 6
1 3041 5
1 3045 4
2 60 7
2 66 6
2 109 8
2 122 7
2 186 4
2 221 8
2 224 6
2 231 7
2 240 10
2 306 6
2 375 4
2 376 5
2 416 2
2 451 3
2 460 2
2 490 1
2 503 5
2 505 5
2 519 6
2 527 6
2 528 4
2 573 3
2 600 4
2 626 6
2 638 2
2 647 7
2 660 6
2 705 3
2 724 6
2 733 3
2 767 4
2 813 4
2 892 8
2 911 4
2 912 4
2 953 4
2 959 8
2 978 6
2 1020 4
2 1040 4
2 1048 3
2 1055 4
2 1065 4
2 1107 5
2 1123 10
2 1164 7
2 1166 5
2 1173 5
2 1196 0
2 1198 2
2 1249 5
2 1256 1
2 1262 4
2 1282 3
2 1311 0
2 1322 7
2 1369 4
2 1374 5
2 1379 5
2 1427 4
2 1456 3
2 1476 5
2 1477 6
2 1536 2
2 1564 6
2 1566 8
2 1591 5
2 1610 4
2 1612 6
2 1644 10
