Seed: 2788050460
Researcher: 120
Papers: 720
Edges: 2170
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 300
0 173 5
0 224 3
0 279 8
0 302 4
0 575 4
0 617 5
0 620 4
1 54 6
1 92 6
1 107 2
1 113 4
1 115 6
1 157 9
1 198 7
1 200 4
1 220 4
1 246 7
1 256 7
1 264 9
1 305 2
1 340 10
1 349 5
1 356 0
1 418 4
1 421 8
1 423 4
1 424 8
1 483 6
1 486 3
1 503 4
1 521 8
1 649 5
1 655 6
1 657 0
1 679 2
1 690 0
1 694 7
1 703 7
1 704 6
2 37 7
2 166 5
2 235 5
2 260 7
2 272 6
2 340 8
3 1 5
3 141 5
3 243 3
3 283 3
3 294 3
3 340 8
3 545 2
3 591 4
3 622 3
3 676 6
4 82 6
4 429 6
4 444 4
4 493 7
4 494 3
4 586 5
4 617 5
4 626 4
4 688 9
5 70 5
5 83 4
5 91 4
5 98 5
5 107 2
5 111 6
5 190 6
5 208 7
5 236 5
5 249 5
5 257 0
5 262 2
5 267 8
5 285 5
5 289 3
5 293 5
5 393 8
5 396 1
5 402 2
5 411 3
5 461 2
5 510 2
5 523 9
5 538 5
5 562 5
5 570 4
5 588 3
5 606 2
5 609 3
5 625 4
5 644 3
5 664 5
5 705 6
6 288 6
6 329 1
6 333 7
6 391 4
6 493 7
6 668 3
6 697 5
7 15 4
7 135 5
7 218 4
7 281 7
7 618 7
8 22 8
8 23 2
8 33 8
8 53 8
8 150 8
8 173 6
8 198 6
8 304 9
8 315 6
8 411 3
8 485 3
8 555 6
8 564 4
8 565 2
8 575 4
8 600 7
8 669 9
9 186 3
9 226 2
9 301 6
9 487 7
9 492 6
9 676 5
10 3 6
10 62 5
10 120 3
10 121 6
10 132 6
10 310 7
10 337 2
10 386 4
10 441 5
10 448 4
10 515 5
10 549 0
10 639 1
10 649 5
10 666 1
10 684 1
11 37 8
11 104 6
11 125 2
11 130 7
11 151 0
11 152 6
11 160 8
11 166 5
11 176 5
11 180 8
11 187 4
11 262 2
11 269 7
11 291 2
11 357 9
11 386 4
11 412 5
11 417 1
11 435 3
11 450 7
11 465 5
11 497 9
11 521 8
11 657 0
11 677 5
11 680 5
12 75 6
12 171 5
12 204 5
12 521 10
12 540 5
13 34 8
13 36 4
13 68 9
13 188 3
13 242 1
13 298 7
13 345 2
13 437 2
13 508 3
13 621 1
13 655 7
13 701 5
14 17 8
14 52 7
14 68 8
14 78 6
14 100 2
14 101 4
14 114 5
14 124 5
14 145 7
14 163 2
14 182 6
14 187 5
14 193 7
14 233 6
14 245 3
14 260 8
14 317 2
14 332 4
14 335 4
14 389 8
14 398 1
14 428 3
14 480 5
14 523 9
14 540 3
14 568 9
14 581 5
14 603 1
14 630 4
14 633 8
14 635 1
14 661 6
14 666 1
14 675 6
14 683 1
14 703 7
15 27 5
15 40 5
15 66 5
15 71 5
15 102 3
15 189 9
15 201 5
15 231 6
15 239 2
15 244 0
15 250 3
15 252 2
15 300 4
15 303 6
15 307 4
15 315 6
15 333 5
15 352 2
15 355 5
15 360 6
15 371 6
15 398 1
15 488 5
15 507 7
15 566 2
15 571 3
15 655 6
15 677 5
15 700 5
16 40 5
16 67 3
16 82 5
16 99 7
16 290 4
16 320 3
16 346 7
16 450 9
16 456 4
16 457 8
16 578 7
16 590 5
16 593 6
16 655 7
16 713 3
17 43 8
17 61 3
17 62 4
17 180 8
17 189 10
17 341 5
17 344 4
17 383 7
17 521 9
17 558 3
17 682 6
17 697 5
17 714 5
17 718 4
18 0 5
18 8 4
18 57 7
18 245 5
18 369 9
18 440 7
18 616 4
18 660 3
18 690 0
19 0 6
19 96 2
19 100 1
19 101 3
19 134 0
19 166 4
19 208 6
19 209 3
19 296 6
19 316 7
19 338 7
19 376 0
19 393 8
19 422 5
19 449 5
19 470 3
19 493 8
19 501 4
19 510 2
19 519 9
19 542 7
19 559 2
19 597 2
19 659 6
19 677 3
19 701 5
19 702 4
20 30 6
20 50 6
20 56 5
20 57 7
20 61 4
20 155 6
20 156 9
20 178 8
20 187 3
20 217 9
20 218 5
20 231 7
20 248 7
20 271 5
20 300 4
20 321 6
20 348 2
20 365 5
20 386 4
20 394 4
20 415 8
20 469 3
20 470 3
20 477 1
20 506 6
20 591 2
20 593 8
20 611 9
20 637 3
20 705 4
20 718 6
21 31 7
21 44 6
21 575 6
22 14 4
22 19 0
22 65 5
22 77 8
22 93 2
22 112 3
22 167 5
22 260 6
22 261 6
22 345 2
22 348 2
22 353 5
22 370 4
22 395 4
22 422 4
22 436 3
22 470 2
22 483 8
22 513 5
22 555 6
22 560 6
22 563 7
22 566 3
22 575 5
22 576 7
22 589 4
22 640 5
22 643 5
22 676 7
23 194 5
23 251 5
23 470 2
23 481 1
23 522 3
23 571 3
23 582 7
23 592 3
23 598 6
24 230 2
24 542 7
25 144 2
25 148 8
25 153 8
25 161 5
25 373 4
25 433 5
25 490 7
25 554 7
25 585 3
25 712 5
26 15 4
26 33 8
26 87 2
26 122 5
26 152 6
26 163 2
26 165 5
26 180 7
26 186 4
26 262 3
26 303 6
26 311 8
26 318 9
26 328 6
26 385 2
26 387 4
26 409 5
26 414 1
26 417 1
26 438 7
26 445 4
26 453 4
26 467 4
26 483 8
26 546 4
26 550 3
26 552 4
26 560 6
26 579 4
26 606 4
26 608 5
26 641 1
26 647 4
26 689 5
26 707 4
27 191 3
27 253 7
27 280 7
27 545 0
27 608 5
27 660 2
28 10 5
28 19 0
28 92 6
28 125 4
28 126 7
28 163 3
28 185 5
28 191 3
28 225 5
28 227 4
28 259 8
28 289 4
28 292 5
28 318 10
28 321 5
28 363 8
28 381 8
28 400 3
28 407 3
28 481 1
28 499 1
28 510 3
28 521 10
28 557 7
28 565 3
28 627 5
28 694 7
29 39 3
29 62 6
29 103 2
29 106 10
29 135 5
29 184 4
29 210 5
29 211 5
29 236 4
29 260 7
29 297 3
29 301 8
29 314 8
29 340 10
29 361 6
29 380 7
29 381 9
29 391 4
29 404 5
29 411 4
29 432 6
29 448 5
29 497 10
29 525 6
29 530 7
29 562 5
29 566 2
29 641 1
29 704 5
29 709 9
30 59 6
30 151 0
30 198 5
30 217 9
30 519 8
30 670 4
30 675 7
31 22 8
31 98 6
31 123 7
31 143 7
31 165 4
31 189 10
31 204 5
31 219 6
31 267 7
31 277 5
31 292 3
31 301 6
31 391 4
31 407 4
31 420 5
31 431 4
31 439 5
31 465 5
31 517 4
31 534 6
31 587 7
31 614 9
31 638 2
31 643 4
31 692 8
31 701 6
31 712 4
32 2 2
32 22 6
32 28 3
32 47 7
32 58 6
32 84 8
32 100 2
32 106 10
32 139 3
32 217 10
32 221 7
32 233 5
32 269 7
32 273 8
32 277 4
32 326 4
32 375 9
32 388 6
32 416 3
32 478 4
32 491 6
32 522 3
32 560 5
32 626 6
32 627 4
32 684 1
32 702 5
33 32 5
33 40 3
33 142 6
33 144 4
33 165 6
33 176 6
33 187 5
33 218 5
33 231 7
33 264 7
33 265 6
33 278 0
33 281 8
33 306 7
33 364 4
33 385 2
33 475 4
33 550 1
33 568 7
33 597 3
33 606 3
33 686 7
34 25 8
34 62 6
34 130 8
34 144 2
34 186 3
34 208 7
34 263 7
34 271 5
34 287 5
34 360 6
34 400 3
34 407 3
34 414 1
34 450 8
34 463 4
34 505 6
34 512 7
34 615 5
34 630 5
34 643 5
34 653 3
34 657 0
34 679 0
34 690 1
34 712 4
35 26 9
35 47 7
35 48 7
35 59 4
35 69 5
35 75 5
35 88 5
35 117 6
35 122 7
35 154 6
35 156 8
35 200 6
35 204 6
35 206 6
35 454 4
35 539 2
35 615 4
35 661 7
35 688 9
35 693 7
36 37 7
36 116 7
36 129 4
36 241 6
36 253 6
36 303 6
36 389 8
36 411 3
36 459 2
36 534 6
36 543 4
36 558 5
36 564 4
36 699 4
36 719 0
37 266 5
37 466 3
37 580 5
37 610 6
37 645 5
38 265 7
38 344 5
38 352 3
38 404 4
38 417 2
38 526 6
39 16 1
39 32 5
39 43 7
39 53 7
39 90 6
39 104 4
39 142 6
39 181 1
39 184 5
39 193 8
39 217 10
39 236 4
39 244 0
39 247 7
39 302 4
39 319 8
39 335 5
39 338 9
39 391 4
39 400 5
39 448 5
39 561 2
39 580 7
39 674 5
40 0 4
40 124 3
40 135 5
40 173 6
40 176 4
40 216 6
40 301 7
40 338 8
40 382 6
40 435 3
40 518 4
40 549 0
40 625 5
40 646 0
40 665 3
41 12 4
41 25 8
41 42 6
41 117 6
41 126 8
41 179 2
41 244 2
41 252 3
41 272 7
41 301 8
41 313 3
41 341 6
41 348 4
41 375 9
41 423 5
41 432 7
41 456 2
41 458 5
41 469 3
41 471 5
41 490 7
41 556 6
41 565 2
41 603 1
41 614 8
41 654 2
41 707 3
41 713 4
42 75 7
42 150 8
42 269 5
42 401 4
42 455 8
42 547 7
42 614 8
43 43 6
43 109 5
43 114 7
43 158 8
43 169 5
43 207 4
43 225 5
43 230 4
43 232 3
43 241 8
43 251 5
43 257 0
43 332 5
43 383 6
43 434 4
43 482 4
43 490 8
43 551 3
43 567 4
43 642 4
44 17 6
44 20 5
44 58 7
44 98 4
44 103 2
44 119 7
44 134 0
44 137 5
44 152 5
44 223 5
44 234 5
44 269 6
44 291 2
44 296 5
44 301 8
44 303 6
44 436 3
44 466 4
44 496 2
44 507 7
44 516 2
44 517 5
44 522 5
44 530 5
44 541 9
44 556 4
44 566 3
44 599 2
44 612 0
44 655 6
44 657 0
44 664 7
44 703 8
44 712 6
45 1 6
45 80 4
45 83 6
45 95 5
45 123 7
45 128 5
45 140 10
45 149 7
45 191 2
45 210 5
45 221 6
45 258 5
45 303 6
45 309 3
45 341 4
45 364 4
45 419 6
45 449 5
45 492 7
45 522 4
45 523 8
45 530 5
45 627 4
45 633 8
45 643 5
45 656 5
45 695 6
46 4 7
46 25 7
46 28 4
46 33 6
46 117 5
46 182 8
46 217 9
46 255 4
46 262 1
46 270 7
46 279 8
46 316 9
46 347 4
46 369 7
46 426 6
46 436 5
46 454 4
46 472 7
46 561 3
46 629 6
46 630 4
46 651 4
46 674 4
46 707 5
46 717 10
47 66 3
47 190 8
47 309 3
47 469 3
47 522 3
47 551 4
47 642 5
48 76 6
48 102 2
48 150 7
48 188 3
48 190 8
48 197 5
48 255 3
48 332 5
48 362 7
48 401 4
48 411 5
48 447 7
48 469 4
48 470 4
48 487 8
48 504 5
48 515 6
48 530 5
48 543 4
48 567 4
48 568 7
48 577 4
48 588 3
48 647 4
48 703 9
49 23 4
49 43 8
49 78 7
49 95 3
49 115 5
49 128 6
49 198 7
49 231 5
49 274 3
49 283 2
49 564 5
49 581 6
49 616 3
49 658 7
50 55 5
50 85 1
50 98 5
50 122 7
50 194 5
50 208 6
50 273 8
50 284 4
50 351 4
50 377 4
50 423 5
50 425 6
50 438 7
50 450 9
50 580 5
50 586 4
50 612 0
50 630 6
50 645 4
51 409 5
51 559 4
51 706 5
52 1 7
52 12 3
52 127 7
52 148 8
52 344 5
52 459 1
52 470 4
52 686 6
52 704 7
53 131 3
53 177 5
53 230 2
53 362 7
53 662 4
54 68 8
54 197 4
54 226 1
54 244 0
54 252 4
54 255 2
54 288 4
54 302 4
54 358 7
54 359 1
54 449 6
54 491 5
54 589 3
54 663 2
54 666 1
54 710 5
55 15 2
55 40 5
55 74 4
55 83 6
55 113 3
55 150 7
55 154 7
55 174 4
55 188 5
55 225 5
55 251 4
55 262 3
55 284 5
55 330 7
55 356 1
55 357 8
55 387 4
55 397 8
55 431 5
55 448 4
55 465 7
55 473 2
55 518 5
55 572 4
55 585 4
55 588 4
55 623 6
55 653 5
55 672 4
55 679 0
55 701 7
56 198 6
56 235 5
56 691 4
57 13 7
57 142 4
57 168 4
57 207 2
57 225 6
57 230 2
57 253 5
57 265 5
57 339 8
57 376 1
57 399 5
57 418 6
57 433 5
57 438 6
57 480 3
57 515 5
57 528 5
57 569 4
57 580 7
57 584 7
57 619 5
57 628 2
57 634 8
57 671 7
58 19 0
58 21 3
58 30 6
58 33 6
58 41 8
58 69 7
58 72 3
58 86 6
58 89 2
58 115 4
58 159 7
58 174 3
58 186 3
58 249 5
58 264 8
58 272 7
58 298 5
58 311 6
58 317 4
58 321 5
58 360 5
58 378 0
58 379 6
58 413 6
58 425 6
58 431 5
58 467 3
58 487 9
58 497 8
58 502 5
58 645 4
58 674 4
58 676 7
58 719 0
59 13 6
59 34 6
59 49 3
59 102 2
59 111 7
59 114 7
59 120 1
59 162 7
59 187 3
59 222 5
59 243 1
59 246 5
59 278 1
59 336 4
59 344 4
59 384 4
59 410 7
59 488 3
59 506 6
59 516 2
59 534 6
59 630 4
59 696 6
60 4 6
60 10 6
60 15 3
60 19 0
60 32 4
60 36 2
60 55 4
60 61 4
60 65 3
60 74 4
60 90 5
60 174 3
60 189 10
60 192 6
60 195 4
60 215 10
60 240 7
60 245 4
60 343 8
60 368 7
60 394 4
60 399 5
60 409 4
60 433 5
60 469 5
60 480 3
60 505 5
60 511 0
60 532 5
60 611 8
60 682 4
60 686 7
60 687 4
60 693 7
60 711 8
61 15 3
61 17 6
61 27 3
61 165 4
61 215 9
61 239 2
61 427 6
61 458 4
61 468 6
61 554 6
61 564 3
61 565 4
61 666 1
61 694 5
61 706 6
62 138 4
62 464 4
62 638 4
63 152 5
63 157 9
63 201 6
63 208 6
63 247 6
63 288 6
63 313 2
63 351 4
63 387 6
63 536 2
63 627 4
64 272 7
64 333 5
64 462 4
64 510 3
64 526 6
64 528 5
64 535 2
64 660 4
64 707 5
64 710 6
65 74 3
65 83 5
65 206 5
65 211 7
65 219 5
65 257 0
65 271 6
65 295 6
65 312 6
65 332 5
65 335 5
65 354 3
65 366 1
65 429 4
65 443 6
65 487 8
65 498 7
65 548 5
65 570 6
65 590 5
65 593 6
65 597 4
65 656 5
65 681 4
66 29 4
66 110 3
66 127 8
66 156 9
66 208 5
66 230 2
66 271 7
66 272 6
66 314 6
66 365 5
66 381 7
66 418 6
66 476 5
66 479 2
66 481 1
66 529 6
66 582 7
66 600 7
66 609 5
66 625 6
66 637 3
66 642 3
67 40 3
67 79 4
67 113 2
67 142 5
67 281 9
67 290 2
67 307 3
67 333 6
67 335 5
67 361 6
67 370 3
67 422 4
67 446 5
67 477 3
67 482 5
67 520 7
67 578 6
67 585 2
67 710 7
68 91 6
68 110 3
68 144 4
68 509 8
68 652 7
69 147 4
69 203 4
69 270 7
69 329 2
69 356 0
69 382 4
69 398 3
69 536 2
69 622 3
69 680 6
70 101 4
70 161 6
70 181 2
70 249 4
70 325 3
70 326 4
70 375 9
70 391 3
70 486 4
70 513 4
