Seed: 2815269736
Researcher: 40
Papers: 400
Edges: 547
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 100
0 80 4
0 235 1
0 251 4
0 285 5
1 21 3
1 26 8
1 52 5
1 108 8
1 125 8
1 129 8
1 131 5
1 171 5
1 172 6
1 177 6
1 179 4
1 221 8
1 228 10
1 240 3
1 242 2
1 249 6
1 297 6
1 300 5
1 330 8
1 366 8
2 123 4
2 127 7
2 189 7
2 229 3
2 298 4
2 313 5
2 322 6
2 343 10
2 350 8
2 368 5
2 381 6
3 22 3
3 30 7
3 122 7
3 154 6
3 237 4
3 310 7
3 352 5
3 388 6
4 43 5
4 66 2
4 116 4
4 227 3
4 283 4
4 319 2
4 320 7
5 78 6
5 151 4
5 168 6
5 278 8
5 311 6
5 350 7
6 14 4
6 184 3
6 291 4
6 307 6
6 318 3
6 384 2
6 392 3
6 397 5
7 28 4
7 31 3
7 51 7
7 60 4
7 91 8
7 106 6
7 140 2
7 148 2
7 165 7
7 170 5
7 209 5
7 214 3
7 231 6
7 271 4
7 289 6
7 299 6
7 332 6
7 367 2
7 376 6
7 386 6
8 67 3
8 88 5
8 128 4
8 149 5
8 178 6
8 204 7
8 264 5
8 309 6
8 370 6
9 34 7
9 41 7
9 55 7
9 64 3
9 68 8
9 75 10
9 93 3
9 98 6
9 130 3
9 173 1
9 199 7
9 252 8
9 261 4
9 284 0
9 304 5
9 311 7
9 330 8
9 357 2
9 376 7
9 395 8
10 59 5
10 301 3
10 357 1
11 9 6
11 100 7
11 117 5
11 191 7
11 294 7
11 317 7
11 365 6
12 3 6
12 10 4
12 38 6
12 39 1
12 54 6
12 56 8
12 77 5
12 87 6
12 125 7
12 150 1
12 161 6
12 182 1
12 246 4
12 292 4
12 296 4
12 300 3
12 353 3
12 368 7
12 382 6
13 12 8
13 26 6
13 79 2
13 98 6
13 108 7
13 115 4
13 126 2
13 135 4
13 167 4
13 171 6
13 177 8
13 184 4
13 231 4
13 232 5
13 247 2
13 257 7
13 323 6
13 361 5
13 378 9
14 157 5
14 165 7
14 203 8
14 369 2
15 23 4
15 46 7
15 62 7
15 69 0
15 74 5
15 109 3
15 136 5
15 189 6
15 255 6
15 260 6
15 268 0
15 338 5
15 358 9
15 391 8
16 1 7
16 23 6
16 36 6
16 90 4
16 180 6
16 183 6
16 215 7
16 238 4
16 279 4
16 284 0
16 292 6
16 355 8
16 385 5
16 394 3
17 25 5
17 58 7
17 63 0
17 85 6
17 155 5
17 198 4
18 20 6
18 35 0
18 68 8
18 82 4
18 140 4
18 180 8
18 181 8
18 196 6
18 207 6
18 208 6
18 259 9
18 261 2
18 287 10
18 351 2
18 361 4
18 380 5
19 152 5
19 233 4
19 252 8
19 314 4
19 373 7
19 376 5
19 399 0
20 24 5
20 42 10
20 99 4
20 104 2
20 142 5
20 145 3
20 273 6
20 283 3
20 285 4
20 286 4
20 303 1
20 370 5
20 375 5
21 36 7
21 37 2
21 44 7
21 52 4
21 86 3
21 105 3
21 134 4
21 181 8
21 205 4
21 243 5
21 251 3
21 321 5
21 332 8
21 336 7
21 376 6
21 378 7
21 389 2
22 0 8
22 19 2
22 26 7
22 40 7
22 65 5
22 76 4
22 97 3
22 108 7
22 147 9
22 173 2
22 179 6
22 209 5
22 212 3
22 220 8
22 226 8
22 256 4
22 267 0
22 368 7
22 379 2
22 398 4
23 4 8
23 6 3
23 52 5
23 73 6
23 81 2
23 112 9
23 133 9
23 138 7
23 147 10
23 153 7
23 156 3
23 158 9
23 179 4
23 187 3
23 194 0
23 202 8
23 234 7
23 283 2
23 303 0
23 396 5
24 2 5
24 15 4
24 20 6
24 27 4
24 50 2
24 69 1
24 190 5
24 236 7
24 239 8
24 258 5
24 281 9
24 306 9
24 327 2
24 330 8
24 345 5
24 383 8
24 390 1
25 8 2
25 49 2
25 105 3
25 107 5
25 185 6
25 271 4
25 293 5
25 304 5
25 339 5
26 4 8
26 69 2
26 70 3
26 89 6
26 131 4
26 137 5
26 193 3
26 220 6
26 241 4
26 257 5
26 280 7
26 284 1
26 290 4
26 292 4
26 303 0
26 311 8
26 321 4
26 325 3
26 340 4
26 347 7
27 8 4
27 176 6
27 230 5
27 252 6
27 315 3
27 316 5
27 349 8
28 40 5
28 50 2
28 61 8
28 96 5
28 111 5
