Seed: 1252435288
Researcher: 120
Papers: 1200
Edges: 3784
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 300
0 21 3
0 76 4
0 88 8
0 198 6
0 205 7
0 235 3
0 263 5
0 294 7
0 299 7
0 322 4
0 341 4
0 342 6
0 376 5
0 423 3
0 440 4
0 442 3
0 456 2
0 556 7
0 564 5
0 597 4
0 642 3
0 648 5
0 651 4
0 673 4
0 681 0
0 761 3
0 798 2
0 830 6
0 843 4
0 851 5
0 929 6
0 987 7
0 1065 6
0 1068 8
0 1081 5
0 1094 7
0 1100 4
0 1107 4
0 1116 5
0 1127 6
0 1132 10
0 1197 6
1 76 4
1 98 8
1 145 9
1 174 5
1 187 1
1 230 5
1 250 6
1 308 6
1 333 4
1 357 1
1 370 6
1 615 5
1 619 2
1 631 3
1 659 8
1 724 4
1 726 9
1 778 4
1 786 5
1 835 6
1 873 5
1 876 8
1 1038 7
1 1066 10
1 1085 8
1 1120 1
1 1134 9
1 1135 8
2 100 7
2 142 5
2 191 9
2 218 8
2 293 2
2 377 7
2 383 5
2 417 5
2 419 4
2 423 4
2 440 5
2 538 8
2 575 0
2 640 10
2 774 4
2 825 7
2 896 3
2 900 5
2 910 4
2 920 3
2 972 4
2 1062 2
2 1083 5
2 1100 2
3 120 8
3 190 5
3 306 4
3 362 3
3 440 4
3 661 6
3 663 5
3 730 3
3 744 3
3 826 4
3 830 7
3 856 4
3 885 8
3 931 1
3 1081 4
3 1091 5
3 1157 6
4 90 3
4 227 2
4 228 5
4 251 3
4 258 4
4 268 6
4 344 7
4 410 3
4 427 5
4 449 6
4 460 7
4 488 8
4 537 1
4 549 5
4 554 3
4 658 2
4 662 3
4 666 6
4 692 2
4 693 4
4 720 4
4 737 6
4 742 9
4 788 6
4 804 3
4 808 5
4 838 3
4 856 6
4 871 3
4 881 3
4 882 4
4 942 3
4 1013 4
4 1024 2
4 1063 3
4 1099 7
4 1116 4
4 1144 3
4 1189 4
5 52 5
5 65 6
5 140 7
5 150 5
5 156 7
5 158 6
5 200 6
5 386 4
5 604 2
5 678 3
5 830 7
5 867 7
5 975 9
5 1010 5
5 1037 7
6 0 7
6 14 4
6 35 1
6 69 9
6 79 4
6 214 4
6 246 6
6 318 4
6 323 6
6 326 3
6 335 5
6 354 5
6 373 4
6 380 3
6 456 3
6 477 5
6 538 8
6 542 6
6 547 5
6 557 5
6 570 5
6 580 8
6 596 5
6 608 3
6 629 6
6 648 5
6 651 5
6 672 4
6 691 3
6 725 1
6 778 4
6 780 3
6 797 3
6 819 6
6 854 3
6 865 2
6 873 7
6 898 4
6 906 2
6 920 4
6 949 5
6 963 6
6 967 4
6 976 4
6 994 4
6 995 3
6 1082 4
6 1088 5
6 1155 4
7 5 8
7 12 6
7 84 4
7 141 4
7 155 6
7 168 6
7 244 4
7 247 2
7 261 3
7 282 4
7 290 5
7 372 5
7 400 7
7 490 6
7 526 8
7 540 2
7 568 3
7 594 4
7 597 4
7 606 7
7 619 3
7 658 3
7 681 0
7 685 3
7 709 5
7 784 6
7 801 4
7 871 3
7 877 3
7 938 7
7 993 7
7 1003 7
7 1093 6
7 1115 6
7 1133 6
7 1188 6
8 199 4
8 908 3
8 1006 6
9 8 9
9 69 8
9 72 4
9 78 5
9 82 5
9 143 3
9 145 9
9 146 5
9 197 2
9 279 4
9 280 3
9 295 6
9 319 1
9 330 2
9 335 6
9 365 4
9 414 5
9 421 7
9 435 3
9 502 4
9 521 3
9 616 8
9 622 7
9 714 0
9 719 6
9 722 6
9 727 5
9 748 10
9 783 6
9 790 6
9 793 4
9 896 3
9 933 3
9 957 7
9 1036 8
9 1077 5
9 1122 3
9 1142 9
9 1145 2
9 1163 7
10 25 7
10 39 3
10 52 3
10 86 7
10 111 4
10 113 3
10 153 4
10 157 4
10 169 3
10 171 6
10 193 5
10 222 6
10 231 6
10 236 6
10 264 4
10 282 4
10 291 7
10 311 5
10 315 2
10 343 5
10 399 2
10 404 3
10 408 3
10 491 7
10 508 4
10 525 5
10 530 10
10 554 5
10 561 2
10 578 5
10 582 3
10 630 3
10 646 1
10 657 7
10 689 3
10 693 2
10 695 5
10 709 6
10 718 4
10 731 4
10 750 5
10 763 3
10 781 6
10 782 7
10 807 5
10 845 8
10 885 8
10 890 5
10 893 1
10 903 4
10 914 5
10 1031 6
10 1038 6
10 1049 4
10 1069 4
10 1120 0
11 35 3
11 57 5
11 66 6
11 106 1
11 200 4
11 205 7
11 225 2
11 316 7
11 350 6
11 384 2
11 391 5
11 559 3
11 571 6
11 649 8
11 855 7
11 956 0
11 1074 7
11 1114 5
11 1153 10
12 79 5
12 128 3
12 188 4
12 266 4
12 285 3
12 300 5
12 324 8
12 331 6
12 359 4
12 393 7
12 403 5
12 436 1
12 538 9
12 564 6
12 589 0
12 594 4
12 625 7
12 634 7
12 647 7
12 679 8
12 683 5
12 704 3
12 705 5
12 713 2
12 721 4
12 769 5
12 789 5
12 808 4
12 828 2
12 859 3
12 878 2
12 892 4
12 894 3
12 926 4
12 928 9
12 965 7
12 1018 6
12 1023 4
12 1025 8
12 1041 8
12 1055 9
12 1066 10
12 1070 3
12 1101 6
12 1196 6
13 292 2
13 384 2
13 424 10
13 655 6
13 668 6
13 699 4
13 893 2
13 941 3
13 1023 5
13 1148 5
13 1176 9
14 91 4
14 349 1
14 376 6
14 471 7
15 46 7
15 99 7
15 127 5
15 137 3
15 197 1
