Seed: 2929579245
Researcher: 40
Papers: 880
Edges: 1147
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 100
0 31 3
0 123 6
0 127 5
0 150 6
0 154 8
0 159 2
0 174 5
0 190 10
0 195 3
0 199 6
0 211 10
0 218 7
0 220 5
0 224 5
0 226 8
0 241 5
0 256 5
0 265 6
0 266 5
0 271 7
0 280 3
0 297 4
0 306 4
0 327 7
0 383 4
0 471 6
0 478 8
0 528 4
0 538 4
0 543 6
0 602 8
0 680 6
0 707 4
0 757 1
0 772 7
0 786 4
0 792 4
0 820 5
0 826 5
0 829 4
0 836 6
0 854 7
0 859 4
0 879 0
1 46 8
1 47 7
1 168 3
1 213 10
1 260 5
1 266 7
1 304 7
1 306 4
1 323 6
1 345 2
1 439 5
1 521 7
1 528 4
1 547 5
1 586 4
1 614 5
1 623 3
1 635 5
1 753 9
1 766 2
1 835 3
1 837 5
1 865 6
2 16 5
2 38 6
2 39 8
2 51 4
2 61 4
2 85 2
2 181 7
2 192 1
2 236 7
2 241 5
2 281 9
2 290 6
2 300 8
2 320 6
2 354 3
2 382 4
2 397 7
2 419 10
2 421 4
2 434 8
2 454 5
2 514 3
2 583 2
2 599 5
2 601 5
2 614 6
2 662 7
2 714 3
2 725 5
2 736 7
2 747 2
2 800 5
2 813 7
2 846 7
3 4 5
3 27 6
3 32 3
3 49 5
3 67 3
3 86 0
3 107 4
3 150 5
3 176 5
3 177 8
3 184 9
3 209 5
3 231 3
3 253 8
3 312 6
3 313 8
3 316 5
3 318 6
3 347 6
3 361 4
3 364 4
3 419 9
3 433 6
3 465 4
3 506 6
3 510 7
3 533 6
3 546 3
3 568 5
3 570 5
3 606 6
3 608 2
3 616 7
3 633 4
3 634 5
3 690 4
3 701 5
3 712 6
3 756 4
3 762 6
3 849 6
3 859 4
3 870 7
3 876 6
4 7 8
4 15 7
4 60 4
4 75 6
4 102 7
4 115 3
4 157 4
4 203 8
4 215 6
4 241 4
4 242 6
4 281 8
4 301 8
4 322 7
4 353 4
4 375 4
4 410 6
4 428 7
4 464 5
4 491 6
4 493 7
4 546 4
4 550 5
4 558 3
4 566 5
4 577 7
4 584 2
4 603 8
4 632 5
4 711 5
4 729 1
4 768 4
4 866 7
4 867 4
4 873 4
4 874 5
5 22 3
5 99 2
5 114 6
5 141 4
5 240 4
5 245 5
5 384 6
5 389 4
5 401 6
5 404 7
5 468 4
5 492 3
5 518 8
5 522 6
5 525 7
5 557 5
5 598 9
5 600 9
5 667 4
5 776 7
5 789 8
5 795 3
5 808 6
5 814 7
5 845 3
5 860 4
6 22 3
6 65 2
6 76 4
6 91 4
6 95 3
6 98 8
6 106 6
6 143 5
6 144 4
6 163 5
6 166 7
6 169 5
6 176 6
6 194 4
6 232 5
6 328 9
6 333 9
6 413 1
6 458 2
6 475 7
6 484 3
6 487 7
6 514 3
6 516 6
6 592 6
6 659 4
6 691 2
6 694 6
6 699 4
6 817 3
6 823 7
6 863 10
7 20 5
7 80 3
7 82 4
7 104 5
7 182 2
7 205 4
7 234 7
7 236 7
7 241 6
7 289 4
7 291 5
