Seed: 2664650498
Researcher: 40
Papers: 560
Edges: 717
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 100
0 40 6
0 60 2
0 77 3
0 190 6
0 204 6
0 263 7
0 337 8
0 339 3
0 414 3
0 468 3
0 489 3
0 524 0
0 554 4
1 17 4
1 93 4
1 97 6
1 164 1
1 181 2
1 217 3
1 291 3
1 320 7
1 325 4
1 338 5
2 83 6
2 116 5
2 146 5
2 168 6
2 221 4
2 276 6
2 319 7
2 333 6
2 352 5
2 381 8
2 412 1
2 488 5
2 490 8
2 527 6
2 539 9
3 13 7
3 37 7
3 77 2
3 96 7
3 112 5
3 126 7
3 165 6
3 223 5
3 253 4
3 358 1
3 360 6
3 361 10
3 370 6
3 404 4
3 418 5
3 534 6
4 75 7
4 225 7
4 241 1
4 281 7
4 303 6
4 344 6
4 458 10
4 460 0
4 482 6
5 49 2
5 166 4
5 180 5
5 186 5
5 188 6
5 224 7
5 226 7
5 242 5
5 284 5
5 353 8
5 371 5
5 384 1
5 386 6
5 389 6
5 438 8
5 443 4
5 497 4
5 507 3
6 10 9
6 22 4
6 35 2
6 70 2
6 71 7
6 127 6
6 159 6
6 166 6
6 182 3
6 191 3
6 215 3
6 249 8
6 279 4
6 303 5
6 310 6
6 330 4
6 344 5
6 378 1
6 387 4
6 473 7
6 479 3
6 501 5
6 509 3
6 526 6
6 535 5
6 540 6
6 546 3
7 24 4
7 57 2
7 64 5
7 69 3
7 134 2
7 147 6
7 313 6
7 324 1
7 388 2
8 59 9
8 80 8
8 84 5
8 95 2
8 111 7
8 125 2
8 144 3
8 151 5
8 176 7
8 186 7
8 203 6
8 216 3
8 237 3
8 251 5
8 260 6
8 268 6
8 355 5
8 372 7
8 409 3
8 450 5
8 470 5
8 471 6
8 477 3
8 510 1
8 520 5
9 49 3
9 102 7
9 261 4
9 302 0
9 326 7
9 356 4
9 375 9
9 383 7
9 434 6
9 461 4
9 502 5
9 513 8
9 547 3
10 5 2
10 45 7
10 140 6
10 167 7
10 218 2
10 286 10
10 379 8
10 387 3
10 391 5
10 424 6
11 88 3
11 163 4
11 169 6
11 201 4
11 205 6
11 234 6
11 236 5
11 249 6
11 277 0
11 316 7
11 338 5
11 354 3
11 421 3
11 469 6
11 486 5
11 494 4
11 496 5
11 538 3
11 557 5
12 19 3
12 56 3
12 63 2
12 72 3
12 119 3
12 120 3
12 152 7
12 156 3
12 174 3
12 330 3
12 367 5
12 385 4
12 403 6
12 406 5
12 464 7
12 483 3
12 517 4
12 537 5
13 31 4
13 67 6
13 93 3
13 202 4
13 235 4
13 272 3
13 310 6
13 340 5
13 380 5
13 425 8
13 500 8
13 541 5
13 552 6
14 15 7
