Seed: 1587350601
Researcher: 80
Papers: 1440
Edges: 3218
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 200
0 64 5
0 101 8
0 178 6
0 427 6
0 637 6
0 765 6
0 787 6
0 929 8
0 1031 4
1 6 4
1 8 6
1 27 6
1 55 6
1 204 8
1 297 6
1 301 3
1 333 2
1 338 0
1 348 3
1 354 6
1 403 6
1 409 3
1 422 2
1 433 7
1 443 3
1 449 7
1 458 5
1 494 5
1 524 9
1 528 8
1 717 5
1 784 4
1 818 9
1 835 6
1 855 5
1 927 6
1 1001 2
1 1043 2
1 1081 6
1 1123 6
1 1160 4
1 1205 5
1 1226 7
1 1229 2
1 1250 6
1 1259 9
1 1281 6
1 1356 7
1 1407 6
1 1429 2
1 1431 6
2 37 8
2 311 1
2 437 5
2 464 4
2 481 5
2 495 5
2 598 7
2 654 6
2 769 9
2 872 1
2 897 1
2 1117 8
2 1133 4
2 1263 1
2 1283 2
2 1290 7
2 1297 6
2 1394 5
2 1399 5
3 11 5
3 105 4
3 162 3
3 168 6
3 209 4
3 220 4
3 221 5
3 282 2
3 317 9
3 319 6
3 331 7
3 372 3
3 379 8
3 381 0
3 389 6
3 408 6
3 415 4
3 436 3
3 447 2
3 457 2
3 462 6
3 478 4
3 486 4
3 492 6
3 498 6
3 521 10
3 539 4
3 557 7
3 597 5
3 600 4
3 602 4
3 624 6
3 641 4
3 695 6
3 712 4
3 721 8
3 752 4
3 774 6
3 823 4
3 825 3
3 859 4
3 876 2
3 890 1
3 938 1
3 944 7
3 1048 6
3 1058 3
3 1072 7
3 1146 10
3 1172 4
3 1183 10
3 1221 4
3 1229 4
3 1230 5
3 1320 5
3 1395 5
3 1419 4
4 40 8
4 201 4
4 229 1
4 297 4
4 339 8
4 437 7
4 447 3
4 451 4
4 467 6
4 468 6
4 614 1
4 619 5
4 663 3
4 671 1
4 745 3
4 754 4
4 765 5
4 901 7
4 949 4
4 965 7
4 973 8
4 982 5
4 993 4
4 1063 5
4 1064 4
4 1067 6
4 1130 7
4 1139 5
4 1140 9
4 1167 8
4 1200 4
4 1212 9
4 1221 3
4 1265 6
4 1270 4
4 1294 6
4 1315 4
4 1367 4
4 1375 5
4 1382 5
4 1411 4
4 1432 0
5 20 2
5 55 8
5 99 7
5 167 1
5 188 5
5 211 1
5 248 4
5 311 1
5 332 4
5 352 7
5 357 4
5 381 0
5 424 0
5 496 7
5 499 3
5 513 6
5 522 5
5 562 4
5 595 5
5 624 5
5 626 6
5 708 5
5 712 6
5 728 4
5 767 6
5 797 7
5 807 8
5 834 6
5 907 8
5 925 7
5 938 0
5 964 7
5 968 9
5 969 4
5 977 6
5 1044 5
5 1144 2
5 1213 3
5 1266 6
5 1294 8
5 1327 7
5 1364 6
5 1390 5
5 1432 0
6 83 6
6 94 2
6 137 6
6 197 7
6 223 3
6 278 3
6 329 6
6 418 5
6 421 5
6 471 1
6 498 7
6 570 6
6 613 5
6 663 4
6 704 2
6 724 4
6 725 5
6 741 1
6 776 5
6 906 4
6 978 2
6 1035 2
6 1074 2
6 1137 3
6 1183 8
6 1302 5
6 1304 8
6 1325 4
6 1371 0
7 37 9
7 41 3
7 97 7
7 112 9
7 139 5
7 166 3
7 168 8
7 213 6
7 225 8
7 244 6
7 257 4
7 266 8
7 283 3
7 290 6
7 314 4
7 321 3
7 374 1
7 378 5
7 386 2
7 398 5
7 437 5
7 503 7
7 521 8
7 535 5
7 579 8
7 595 3
7 596 6
7 620 5
7 647 5
7 666 6
7 669 8
7 674 4
7 723 4
7 756 5
7 759 4
7 782 7
7 803 4
7 805 9
7 807 7
7 859 6
7 872 2
7 881 2
7 903 5
7 907 8
7 909 6
7 922 4
7 932 6
7 945 3
7 960 5
7 961 8
7 969 3
7 970 5
7 995 8
7 1001 4
7 1009 4
7 1014 8
7 1044 6
7 1069 5
7 1086 8
7 1088 1
7 1162 7
7 1267 1
7 1283 4
7 1315 5
7 1320 4
8 1 5
8 5 3
8 11 5
8 18 9
8 30 5
8 63 2
8 65 6
8 131 5
8 143 8
8 144 8
8 156 5
8 184 7
8 186 0
8 188 5
8 209 4
8 286 4
8 302 2
8 346 1
8 353 8
8 379 8
8 386 2
8 392 7
8 403 8
8 435 3
8 485 9
8 489 8
8 504 5
8 592 2
8 641 5
8 644 7
8 656 5
8 670 6
8 686 5
8 690 6
8 694 5
8 711 5
8 721 10
8 747 8
8 778 4
8 787 8
8 792 10
8 814 8
8 829 8
8 841 8
8 842 1
8 847 8
8 857 4
8 867 7
8 897 0
8 899 6
8 914 3
8 915 4
8 918 4
8 942 3
8 966 5
8 986 6
8 1003 2
8 1033 7
8 1045 5
8 1056 1
8 1058 5
8 1059 5
8 1072 5
8 1193 5
8 1248 10
8 1258 6
8 1286 5
8 1332 7
8 1334 3
8 1362 4
8 1370 4
8 1422 6
9 0 4
9 8 6
9 27 4
9 36 8
9 99 7
9 139 5
9 143 6
9 146 3
9 166 2
9 271 7
9 299 5
9 306 3
9 314 2
9 346 3
9 364 6
9 377 0
9 407 4
9 413 3
9 458 3
9 544 5
9 580 5
9 586 6
9 591 5
9 621 7
9 641 4
9 647 5
9 658 8
9 673 5
9 713 6
9 714 6
9 772 5
9 776 4
9 812 7
9 853 4
9 856 8
9 892 2
9 918 3
9 971 4
9 994 4
9 997 4
9 1014 7
9 1031 2
9 1037 7
9 1048 7
9 1077 6
9 1085 4
9 1113 5
9 1128 4
9 1138 6
9 1174 6
9 1186 1
9 1227 9
9 1244 2
9 1256 7
9 1281 7
9 1295 6
9 1350 3
9 1356 6
9 1371 0
9 1422 5
10 23 8
10 45 5
10 50 8
10 55 6
10 77 6
10 105 3
10 120 3
10 128 2
10 174 1
10 218 9
10 219 3
10 246 4
10 250 4
10 263 4
10 271 6
10 284 2
10 352 6
10 373 6
10 397 3
10 413 3
10 429 1
10 440 4
10 453 3
10 484 3
10 512 6
10 522 5
10 523 6
10 588 0
10 599 0
10 608 4
10 615 7
10 624 6
10 639 4
10 642 5
10 670 7
10 673 4
10 680 1
10 724 5
10 747 8
10 783 5
10 793 4
10 805 9
10 819 6
10 824 2
10 849 4
10 860 7
10 866 7
10 870 7
10 880 2
10 918 5
10 1053 7
10 1059 5
10 1066 4
10 1069 3
10 1080 4
10 1094 6
10 1124 7
10 1136 3
10 1149 7
10 1173 6
10 1184 6
10 1225 9
10 1231 5
10 1237 7
10 1271 2
10 1285 6
10 1292 5
10 1309 2
10 1317 4
10 1341 5
10 1353 9
10 1421 3
