Seed: 132138695
Researcher: 140
Papers: 840
Edges: 3048
RDensity: None
minScore: 0
maxScore: 10
maxResearcherForPaper: None
maxPaperForResearcher: None
ToAssign: 350
0 23 6
0 25 5
0 29 9
0 54 1
0 103 4
0 130 6
0 148 8
0 154 4
0 225 3
0 233 2
0 296 4
0 313 6
0 316 5
0 319 10
0 329 1
0 369 1
0 398 2
0 420 5
0 471 5
0 519 7
0 525 3
0 542 4
0 572 8
0 642 6
0 657 8
0 671 8
0 674 2
0 701 2
0 720 5
0 744 4
0 774 6
0 783 4
0 790 6
0 792 7
0 799 4
1 48 8
1 52 6
1 77 4
1 84 2
1 114 4
1 219 5
1 220 5
1 249 7
1 263 7
1 285 3
1 342 3
1 367 3
1 381 8
1 386 5
1 392 2
1 416 5
1 504 5
1 522 5
1 533 4
1 535 8
1 581 2
1 641 6
1 647 8
1 649 4
1 664 4
1 688 5
1 700 8
1 704 7
1 719 3
1 731 5
1 733 8
1 739 4
1 758 3
1 803 8
1 810 5
1 816 8
2 198 5
2 214 7
2 239 9
2 425 4
2 496 5
2 546 2
2 579 4
2 590 6
2 636 5
2 662 6
2 693 3
2 705 7
2 732 6
2 827 7
3 20 9
3 80 8
3 387 5
3 511 5
3 818 3
4 43 5
4 52 7
4 82 8
4 103 4
4 189 7
4 256 8
4 270 4
4 323 5
4 330 3
4 366 7
4 388 7
4 391 4
4 399 3
4 468 6
4 472 1
4 537 7
4 555 7
4 650 7
4 653 4
4 687 3
4 695 6
4 707 2
4 709 0
4 729 10
4 754 6
4 783 3
4 790 8
4 807 9
5 384 3
5 430 7
6 28 2
6 40 6
6 123 8
6 161 3
6 167 7
6 233 1
6 236 4
6 298 5
6 320 6
6 349 6
6 372 6
6 467 6
6 480 6
6 551 3
6 580 2
6 628 1
6 674 1
6 724 5
6 812 5
7 2 4
7 7 7
7 55 8
7 58 6
7 60 6
7 65 4
7 95 6
7 146 3
7 151 7
7 159 5
7 183 6
7 201 7
7 203 9
7 269 8
7 274 3
7 303 3
7 346 4
7 385 6
7 451 3
7 490 0
7 493 5
7 515 6
7 537 5
7 546 2
7 547 4
7 579 3
7 593 4
7 594 5
7 604 2
7 673 4
7 701 2
7 703 4
7 705 7
7 749 3
7 751 2
7 760 7
7 764 7
7 781 3
7 806 5
7 822 8
7 828 7
8 13 5
8 19 3
8 95 8
8 147 8
8 184 4
8 217 3
8 222 3
8 386 5
8 468 7
8 562 8
8 616 0
8 654 2
9 0 7
9 11 3
9 37 4
9 43 6
9 58 5
9 63 5
9 64 4
9 101 3
9 133 6
9 149 3
9 189 5
9 199 3
9 257 1
9 261 5
9 339 4
9 397 4
9 401 3
9 415 8
9 505 4
9 527 4
9 539 7
9 546 0
9 560 4
9 589 7
9 616 1
9 639 5
9 640 6
9 675 8
9 694 4
9 762 4
9 767 9
9 789 4
9 794 5
9 832 8
10 30 5
10 55 7
10 99 10
10 243 3
10 248 3
10 261 6
10 303 3
10 362 7
10 378 4
10 452 7
10 470 6
10 503 5
10 577 0
10 597 5
10 610 4
10 634 5
10 671 8
10 735 5
10 811 6
11 280 5
11 422 4
12 78 6
12 171 4
12 202 8
12 214 8
12 225 4
12 780 5
13 5 2
13 39 4
13 88 3
13 100 4
13 112 5
13 119 5
13 182 4
13 234 7
13 280 5
13 291 4
13 293 3
13 327 4
13 329 1
13 348 4
13 375 2
13 477 7
13 507 5
13 518 4
13 554 7
13 600 5
13 607 4
13 623 5
13 625 4
13 680 2
13 702 5
13 750 3
13 772 5
13 798 4
13 816 8
14 30 4
14 49 3
14 74 4
14 75 3
14 111 7
14 212 8
14 245 5
14 257 0
14 297 1
14 301 3
14 303 3
14 364 9
14 383 7
14 390 6
14 397 6
14 429 6
14 433 6
14 447 6
14 448 1
14 463 4
14 511 7
14 512 4
14 538 6
14 572 6
14 595 5
14 633 8
14 674 1
14 675 6
14 678 6
14 682 6
14 719 2
14 744 4
14 750 4
14 756 8
14 829 7
15 56 4
15 77 2
15 120 5
15 129 7
15 170 5
15 314 5
15 321 7
15 339 5
15 544 4
15 580 4
15 609 4
15 653 6
15 703 4
15 743 6
15 762 5
15 764 9
15 775 5
16 139 7
16 595 6
16 705 5
17 15 3
17 91 6
17 165 7
17 239 8
17 307 6
17 572 8
17 598 6
17 668 6
17 689 6
17 690 3
17 747 3
18 53 3
18 248 4
18 449 7
19 152 3
19 498 5
19 816 8
20 19 3
20 37 2
20 45 5
20 60 7
20 90 10
20 102 2
20 117 7
20 124 6
20 146 4
20 171 5
20 194 2
20 202 7
20 298 4
20 302 8
20 344 8
20 415 9
20 452 6
20 460 4
20 496 5
20 501 2
20 508 1
20 514 5
20 532 6
20 575 4
20 629 5
20 641 6
20 661 4
20 672 6
20 707 3
20 767 9
20 812 5
21 7 7
21 127 5
21 273 0
21 308 6
21 461 7
21 530 8
21 531 0
21 586 4
21 615 5
21 647 8
21 686 4
21 723 2
22 97 8
22 103 3
22 131 6
22 139 7
22 150 5
22 151 8
22 154 5
22 203 7
22 240 2
22 285 4
22 298 5
22 310 3
22 370 8
22 464 2
22 477 9
22 521 6
22 529 3
22 548 2
22 588 6
22 604 3
22 613 2
22 654 3
22 747 3
22 760 8
22 780 3
23 3 3
23 36 5
23 77 4
23 83 7
23 85 7
23 165 6
23 176 0
23 228 6
23 231 5
23 247 4
23 270 5
23 326 8
23 328 5
23 348 6
23 397 6
23 422 2
23 440 5
23 448 1
23 461 7
23 484 4
23 496 5
23 508 0
23 511 7
23 541 10
23 544 6
23 564 6
23 588 6
23 596 4
23 631 3
23 649 3
23 721 3
23 733 9
23 825 7
24 139 9
24 154 6
24 192 6
24 201 6
24 205 5
24 290 8
24 301 2
24 305 0
24 378 6
24 393 2
24 402 2
24 447 6
24 466 8
24 483 0
24 495 4
24 505 3
24 525 2
24 536 7
24 628 0
24 634 3
24 645 3
24 668 4
24 694 3
24 705 5
24 766 7
24 778 8
24 780 5
24 813 10
24 816 9
25 289 2
25 433 6
26 56 3
26 106 2
26 130 7
26 334 10
26 473 6
26 497 5
26 568 6
26 584 3
26 622 6
26 645 4
26 684 9
26 703 5
26 760 7
26 792 9
26 829 7
26 835 5
27 104 9
27 376 5
27 548 3
27 739 4
27 780 5
28 24 0
28 63 3
28 76 5
28 79 7
28 85 6
28 105 4
28 115 6
28 128 6
28 162 7
28 226 5
28 233 3
28 267 6
28 302 8
28 312 5
28 314 4
28 346 2
28 350 7
28 360 2
28 373 2
28 388 7
28 458 1
28 507 6
28 528 3
28 542 4
28 601 4
28 602 3
28 609 3
28 612 6
28 641 6
28 661 4
28 685 8
28 701 1
28 746 2
28 769 4
28 775 5
28 790 6
28 810 4
28 820 5
28 831 3
29 25 7
29 104 8
29 105 3
29 169 6
29 243 2
29 316 3
29 318 3
29 320 6
29 340 5
29 400 7
29 413 7
29 585 5
29 589 8
29 641 7
29 680 3
29 683 6
29 709 0
29 735 6
30 23 7
30 54 3
30 81 5
30 143 5
30 211 6
30 237 4
30 248 5
30 258 6
30 269 8
30 289 4
30 321 6
30 331 2
30 347 1
30 410 3
30 423 6
30 431 4
30 530 7
30 545 7
30 550 6
30 611 5
30 635 3
30 641 5
30 646 3
30 709 0
30 760 6
31 4 5
31 56 3
31 75 4
31 76 7
31 176 1
31 204 7
31 242 9
31 254 2
31 263 7
31 268 2
31 295 3
31 336 4
31 350 7
31 358 8
31 364 10
31 380 5
31 390 6
31 394 5
31 403 0
31 412 4
31 420 3
31 455 7
31 496 6
31 523 9
31 532 6
31 533 4
31 566 7
31 580 3
31 589 6
31 604 3
31 646 4
31 667 8
31 690 2
31 693 3
31 700 8
31 709 1
31 727 3
31 753 4
31 774 7
31 829 7
32 4 6
32 123 6
32 126 4
32 159 3
32 189 7
32 236 2
32 249 7
32 312 5
32 335 7
32 399 3
32 412 2
32 462 5
32 482 4
32 490 1
32 492 3
32 513 2
32 527 2
32 657 7
32 672 7
32 683 6
32 691 3
32 746 3
32 813 9
33 27 3
33 360 2
33 633 7
34 2 2
34 23 5
34 54 2
34 55 9
34 76 7
34 89 5
34 101 4
34 128 7
34 161 4
34 166 4
34 207 4
34 210 7
34 225 4
34 235 6
34 239 9
34 254 2
34 317 6
34 337 2
34 351 5
34 353 3
34 392 3
34 442 5
34 490 2
34 492 5
34 548 4
34 561 5
34 591 2
34 613 3
34 617 3
34 635 5
34 639 3
34 685 9
34 688 5
34 691 2
34 729 10
34 743 6
34 771 5
34 824 5
34 834 3
35 33 6
35 57 3
35 164 6
35 187 4
35 192 7
35 204 9
35 215 2
35 228 4
35 283 7
35 312 3
35 465 6
35 540 4
35 611 5
35 696 5
35 752 7
36 9 7
36 41 4
36 75 5
36 89 6
36 121 6
36 122 3
36 137 1
36 208 4
36 229 7
36 256 7
36 324 7
36 330 3
36 402 2
36 454 9
36 463 4
36 488 5
36 501 3
36 552 0
36 588 6
36 615 4
36 618 5
36 656 4
36 722 3
36 740 5
36 744 6
36 746 2
36 747 4
36 830 2
37 14 8
37 91 6
37 106 4
37 139 9
37 170 7
37 257 0
37 275 6
37 281 5
37 321 6
37 324 5
37 328 5
37 351 5
37 401 2
37 484 4
37 524 7
37 527 4
37 543 4
37 591 4
37 605 1
37 687 4
37 699 4
37 721 4
37 753 6
37 785 7
37 796 6
37 821 6
37 827 6
38 13 5
38 38 4
38 73 2
38 75 3
38 86 7
38 96 3
38 98 7
38 116 6
38 131 5
38 156 5
38 186 4
38 209 5
38 226 5
38 245 6
38 319 10
38 442 6
38 503 7
38 522 5
38 546 2
38 557 2
38 583 8
38 598 7
38 610 6
38 666 4
38 669 7
38 676 4
38 682 5
38 715 9
38 723 2
38 725 6
38 737 8
38 765 7
38 766 6
38 835 5
39 42 7
39 131 5
39 141 5
39 222 3
39 312 5
39 457 6
39 460 6
39 482 5
39 567 5
39 620 3
39 625 2
39 752 8
40 87 6
40 99 9
40 154 5
40 206 5
40 208 3
40 218 6
40 245 6
40 248 4
40 254 3
40 400 5
40 409 3
40 469 7
40 475 8
40 492 5
40 495 5
40 517 6
40 545 7
40 556 8
40 558 7
40 575 5
40 611 5
40 613 2
40 626 2
40 629 6
40 647 9
40 648 7
40 668 6
40 672 7
40 707 4
40 740 4
40 794 6
40 825 6
41 32 3
41 191 6
41 227 5
41 243 3
41 244 5
41 296 5
41 319 9
41 383 7
41 390 7
41 440 5
41 499 8
41 508 0
41 514 5
41 619 5
41 646 4
41 657 8
42 360 4
42 414 3
42 451 3
42 755 4
42 797 8
43 18 3
43 69 7
43 94 5
43 97 9
43 259 5
43 394 5
43 407 4
43 500 4
43 503 5
43 549 6
43 653 5
43 670 8
44 4 4
44 58 5
44 136 7
44 159 4
44 162 7
44 172 2
44 212 7
44 216 1
44 323 4
44 368 6
44 415 9
44 468 6
44 510 6
44 617 3
